word,count,user_name,total_count,rank
extend,23,Andrew Scheer,48,1081.0
extend,15,Jagmeet Singh,48,1081.0
extend,7,Justin Trudeau,48,1081.0
extend,3,Elizabeth May,48,1081.0
dmocratie,27,Andrew Scheer,48,1071.0
dmocratie,9,Maxime Bernier,48,1071.0
dmocratie,8,Justin Trudeau,48,1071.0
dmocratie,4,Jagmeet Singh,48,1071.0
creating,16,Justin Trudeau,48,1085.0
creating,13,Jagmeet Singh,48,1085.0
creating,8,Andrew Scheer,48,1085.0
creating,8,Elizabeth May,48,1085.0
creating,3,Maxime Bernier,48,1085.0
cpactv,44,Jagmeet Singh,48,1069.0
cpactv,3,Elizabeth May,48,1069.0
cpactv,1,Maxime Bernier,48,1069.0
bureau,17,Jagmeet Singh,48,1088.0
bureau,15,Andrew Scheer,48,1088.0
bureau,10,Maxime Bernier,48,1088.0
bureau,6,Justin Trudeau,48,1088.0
benefits,13,Andrew Scheer,48,1087.0
benefits,11,Justin Trudeau,48,1087.0
benefits,11,Maxime Bernier,48,1087.0
benefits,8,Elizabeth May,48,1087.0
benefits,5,Jagmeet Singh,48,1087.0
13,14,Andrew Scheer,48,1072.0
13,13,Maxime Bernier,48,1072.0
13,8,Jagmeet Singh,48,1072.0
13,7,Justin Trudeau,48,1072.0
13,6,Elizabeth May,48,1072.0
vulnrables,23,Justin Trudeau,47,1100.0
vulnrables,12,Andrew Scheer,47,1100.0
vulnrables,9,Maxime Bernier,47,1100.0
vulnrables,3,Jagmeet Singh,47,1100.0
voice,18,Jagmeet Singh,47,1115.0
voice,15,Andrew Scheer,47,1115.0
voice,6,Elizabeth May,47,1115.0
voice,5,Maxime Bernier,47,1115.0
voice,3,Justin Trudeau,47,1115.0
tam,27,Maxime Bernier,47,1101.0
tam,13,Justin Trudeau,47,1101.0
tam,5,Elizabeth May,47,1101.0
tam,2,Jagmeet Singh,47,1101.0
systemic,25,Elizabeth May,47,1091.0
systemic,20,Jagmeet Singh,47,1091.0
systemic,2,Maxime Bernier,47,1091.0
supports,17,Maxime Bernier,47,1094.0
supports,12,Justin Trudeau,47,1094.0
supports,9,Elizabeth May,47,1094.0
supports,5,Jagmeet Singh,47,1094.0
supports,4,Andrew Scheer,47,1094.0
starting,21,Justin Trudeau,47,1109.0
starting,13,Elizabeth May,47,1109.0
starting,5,Andrew Scheer,47,1109.0
starting,5,Jagmeet Singh,47,1109.0
starting,3,Maxime Bernier,47,1109.0
shared,21,Justin Trudeau,47,1105.0
shared,9,Andrew Scheer,47,1105.0
shared,9,Jagmeet Singh,47,1105.0
shared,6,Elizabeth May,47,1105.0
