word,count,user_name,total_count,rank
costs,7,Elizabeth May,55,917.0
committee,26,Andrew Scheer,55,931.0
committee,15,Elizabeth May,55,931.0
committee,7,Jagmeet Singh,55,931.0
committee,5,Justin Trudeau,55,931.0
committee,2,Maxime Bernier,55,931.0
affected,29,Justin Trudeau,55,916.0
affected,14,Andrew Scheer,55,916.0
affected,7,Jagmeet Singh,55,916.0
affected,3,Maxime Bernier,55,916.0
affected,2,Elizabeth May,55,916.0
account,21,Justin Trudeau,55,922.0
account,19,Andrew Scheer,55,922.0
account,8,Elizabeth May,55,922.0
account,6,Maxime Bernier,55,922.0
account,1,Jagmeet Singh,55,922.0
worried,24,Jagmeet Singh,54,943.0
worried,21,Justin Trudeau,54,943.0
worried,8,Andrew Scheer,54,943.0
worried,1,Maxime Bernier,54,943.0
wishing,18,Jagmeet Singh,54,932.0
wishing,15,Andrew Scheer,54,932.0
wishing,13,Justin Trudeau,54,932.0
wishing,6,Elizabeth May,54,932.0
wishing,2,Maxime Bernier,54,932.0
vers,25,Jagmeet Singh,54,939.0
vers,14,Justin Trudeau,54,939.0
vers,9,Maxime Bernier,54,939.0
vers,6,Andrew Scheer,54,939.0
tu,21,Justin Trudeau,54,938.0
tu,17,Jagmeet Singh,54,938.0
tu,9,Andrew Scheer,54,938.0
tu,7,Maxime Bernier,54,938.0
tt,40,Justin Trudeau,54,952.0
tt,7,Jagmeet Singh,54,952.0
tt,6,Andrew Scheer,54,952.0
tt,1,Elizabeth May,54,952.0
top,18,Justin Trudeau,54,946.0
top,12,Andrew Scheer,54,946.0
top,9,Elizabeth May,54,946.0
top,9,Jagmeet Singh,54,946.0
top,6,Maxime Bernier,54,946.0
supporters,39,Maxime Bernier,54,950.0
supporters,8,Andrew Scheer,54,950.0
supporters,5,Elizabeth May,54,950.0
supporters,2,Jagmeet Singh,54,950.0
sujet,37,Justin Trudeau,54,953.0
sujet,11,Andrew Scheer,54,953.0
sujet,6,Jagmeet Singh,54,953.0
story,20,Jagmeet Singh,54,951.0
story,14,Elizabeth May,54,951.0
story,8,Justin Trudeau,54,951.0
story,7,Andrew Scheer,54,951.0
story,5,Maxime Bernier,54,951.0
reduce,18,Jagmeet Singh,54,942.0
reduce,12,Andrew Scheer,54,942.0
reduce,9,Elizabeth May,54,942.0
reduce,8,Maxime Bernier,54,942.0
reduce,7,Justin Trudeau,54,942.0
population,21,Jagmeet Singh,54,949.0
population,19,Maxime Bernier,54,949.0
population,7,Elizabeth May,54,949.0
population,5,Andrew Scheer,54,949.0
population,2,Justin Trudeau,54,949.0
p,26,Justin Trudeau,54,934.0
p,13,Maxime Bernier,54,934.0
p,11,Elizabeth May,54,934.0
p,2,Andrew Scheer,54,934.0
p,2,Jagmeet Singh,54,934.0
north,23,Andrew Scheer,54,940.0
north,10,Justin Trudeau,54,940.0
north,10,Elizabeth May,54,940.0
north,9,Maxime Bernier,54,940.0
north,2,Jagmeet Singh,54,940.0
montreal,16,Jagmeet Singh,54,948.0
montreal,11,Maxime Bernier,54,948.0
montreal,10,Justin Trudeau,54,948.0
montreal,10,Elizabeth May,54,948.0
montreal,7,Andrew Scheer,54,948.0
meilleurs,23,Jagmeet Singh,54,941.0
meilleurs,22,Andrew Scheer,54,941.0
meilleurs,7,Justin Trudeau,54,941.0
meilleurs,2,Maxime Bernier,54,941.0
healthy,22,Justin Trudeau,54,933.0
healthy,13,Jagmeet Singh,54,933.0
healthy,10,Elizabeth May,54,933.0
healthy,8,Andrew Scheer,54,933.0
healthy,1,Maxime Bernier,54,933.0
entier,26,Andrew Scheer,54,955.0
entier,17,Justin Trudeau,54,955.0
entier,9,Jagmeet Singh,54,955.0
entier,2,Maxime Bernier,54,955.0
earlier,40,Justin Trudeau,54,936.0
earlier,5,Jagmeet Singh,54,936.0
earlier,3,Andrew Scheer,54,936.0
earlier,3,Elizabeth May,54,936.0
earlier,3,Maxime Bernier,54,936.0
clbrer,29,Andrew Scheer,54,947.0
clbrer,14,Jagmeet Singh,54,947.0
clbrer,11,Justin Trudeau,54,947.0
caucus,26,Andrew Scheer,54,937.0
caucus,20,Jagmeet Singh,54,937.0
caucus,6,Justin Trudeau,54,937.0
caucus,2,Elizabeth May,54,937.0
cafreeland,48,Justin Trudeau,54,945.0
cafreeland,4,Maxime Bernier,54,945.0
cafreeland,2,Jagmeet Singh,54,945.0
billblair,51,Justin Trudeau,54,935.0
billblair,3,Elizabeth May,54,935.0
30,27,Justin Trudeau,54,954.0
30,10,Elizabeth May,54,954.0
30,7,Jagmeet Singh,54,954.0
30,7,Maxime Bernier,54,954.0
30,3,Andrew Scheer,54,954.0
2020,19,Elizabeth May,54,944.0
2020,15,Justin Trudeau,54,944.0
2020,9,Maxime Bernier,54,944.0
2020,8,Andrew Scheer,54,944.0
2020,3,Jagmeet Singh,54,944.0
words,23,Jagmeet Singh,53,961.0
words,12,Elizabeth May,53,961.0
words,9,Maxime Bernier,53,961.0
words,5,Andrew Scheer,53,961.0
words,4,Justin Trudeau,53,961.0
wishes,26,Andrew Scheer,53,960.0
wishes,19,Jagmeet Singh,53,960.0
wishes,4,Justin Trudeau,53,960.0
wishes,4,Elizabeth May,53,960.0
trade,17,Justin Trudeau,53,972.0
trade,16,Jagmeet Singh,53,972.0
trade,8,Andrew Scheer,53,972.0
trade,8,Maxime Bernier,53,972.0
trade,4,Elizabeth May,53,972.0
socit,26,Maxime Bernier,53,957.0
socit,16,Jagmeet Singh,53,957.0
socit,6,Andrew Scheer,53,957.0
socit,5,Justin Trudeau,53,957.0
record,21,Maxime Bernier,53,958.0
record,16,Elizabeth May,53,958.0
record,9,Andrew Scheer,53,958.0
record,4,Justin Trudeau,53,958.0
record,3,Jagmeet Singh,53,958.0
prsident,36,Justin Trudeau,53,963.0
prsident,7,Andrew Scheer,53,963.0
prsident,6,Jagmeet Singh,53,963.0
prsident,4,Maxime Bernier,53,963.0
prestation,45,Justin Trudeau,53,974.0
prestation,6,Jagmeet Singh,53,974.0
prestation,2,Maxime Bernier,53,974.0
peu,18,Justin Trudeau,53,956.0
peu,13,Maxime Bernier,53,956.0
peu,12,Andrew Scheer,53,956.0
peu,10,Jagmeet Singh,53,956.0
motion,30,Andrew Scheer,53,967.0
motion,18,Jagmeet Singh,53,967.0
motion,3,Elizabeth May,53,967.0
motion,2,Justin Trudeau,53,967.0
mdias,26,Maxime Bernier,53,969.0
mdias,19,Andrew Scheer,53,969.0
mdias,6,Jagmeet Singh,53,969.0
mdias,2,Justin Trudeau,53,969.0
jill,53,Andrew Scheer,53,968.0
income,22,Elizabeth May,53,964.0
income,16,Justin Trudeau,53,964.0
income,9,Jagmeet Singh,53,964.0
income,6,Andrew Scheer,53,964.0
hold,23,Andrew Scheer,53,962.0
hold,14,Elizabeth May,53,962.0
hold,9,Jagmeet Singh,53,962.0
hold,4,Justin Trudeau,53,962.0
hold,3,Maxime Bernier,53,962.0
entreprise,38,Justin Trudeau,53,966.0
entreprise,7,Jagmeet Singh,53,966.0
entreprise,5,Maxime Bernier,53,966.0
entreprise,3,Andrew Scheer,53,966.0
dr,21,Justin Trudeau,53,959.0
dr,21,Elizabeth May,53,959.0
dr,6,Jagmeet Singh,53,959.0
dr,4,Maxime Bernier,53,959.0
dr,1,Andrew Scheer,53,959.0
aucune,27,Maxime Bernier,53,965.0
aucune,13,Jagmeet Singh,53,965.0
aucune,7,Andrew Scheer,53,965.0
aucune,5,Justin Trudeau,53,965.0
aucune,1,Elizabeth May,53,965.0
aucun,25,Maxime Bernier,53,970.0
aucun,13,Andrew Scheer,53,970.0
aucun,9,Justin Trudeau,53,970.0
aucun,6,Jagmeet Singh,53,970.0
answers,15,Andrew Scheer,53,973.0
answers,15,Jagmeet Singh,53,973.0
answers,12,Elizabeth May,53,973.0
answers,7,Justin Trudeau,53,973.0
answers,4,Maxime Bernier,53,973.0
announcing,40,Justin Trudeau,53,971.0
announcing,7,Andrew Scheer,53,971.0
announcing,3,Elizabeth May,53,971.0
announcing,3,Jagmeet Singh,53,971.0
tragedy,20,Justin Trudeau,52,981.0
tragedy,10,Jagmeet Singh,52,981.0
tragedy,9,Elizabeth May,52,981.0
tragedy,8,Maxime Bernier,52,981.0
tragedy,5,Andrew Scheer,52,981.0
set,21,Elizabeth May,52,986.0
set,14,Maxime Bernier,52,986.0
set,8,Justin Trudeau,52,986.0
set,6,Jagmeet Singh,52,986.0
set,3,Andrew Scheer,52,986.0
serious,13,Maxime Bernier,52,994.0
serious,12,Andrew Scheer,52,994.0
serious,12,Elizabeth May,52,994.0
serious,9,Jagmeet Singh,52,994.0
serious,6,Justin Trudeau,52,994.0
sending,28,Jagmeet Singh,52,984.0
sending,8,Justin Trudeau,52,984.0
sending,6,Maxime Bernier,52,984.0
sending,5,Andrew Scheer,52,984.0
sending,5,Elizabeth May,52,984.0
second,17,Elizabeth May,52,983.0
second,13,Justin Trudeau,52,983.0
second,10,Andrew Scheer,52,983.0
second,8,Maxime Bernier,52,983.0
second,4,Jagmeet Singh,52,983.0
resources,27,Justin Trudeau,52,976.0
resources,9,Elizabeth May,52,976.0
resources,7,Andrew Scheer,52,976.0
resources,6,Maxime Bernier,52,976.0
resources,3,Jagmeet Singh,52,976.0
promised,26,Andrew Scheer,52,988.0
promised,14,Jagmeet Singh,52,988.0
promised,6,Maxime Bernier,52,988.0
promised,5,Elizabeth May,52,988.0
promised,1,Justin Trudeau,52,988.0
paris,28,Andrew Scheer,52,982.0
paris,19,Maxime Bernier,52,982.0
paris,4,Elizabeth May,52,982.0
paris,1,Jagmeet Singh,52,982.0
meryamhd2020,52,Elizabeth May,52,992.0
medical,21,Justin Trudeau,52,980.0
medical,12,Andrew Scheer,52,980.0
medical,9,Elizabeth May,52,980.0
medical,6,Jagmeet Singh,52,980.0
medical,4,Maxime Bernier,52,980.0
high,17,Elizabeth May,52,975.0
high,15,Andrew Scheer,52,975.0
high,10,Jagmeet Singh,52,975.0
high,7,Maxime Bernier,52,975.0
high,3,Justin Trudeau,52,975.0
faites,20,Justin Trudeau,52,995.0
faites,15,Andrew Scheer,52,995.0
faites,11,Maxime Bernier,52,995.0
faites,6,Jagmeet Singh,52,995.0
decision,16,Jagmeet Singh,52,987.0
decision,15,Elizabeth May,52,987.0
decision,9,Andrew Scheer,52,987.0
decision,9,Maxime Bernier,52,987.0
decision,3,Justin Trudeau,52,987.0
council,23,Elizabeth May,52,979.0
council,10,Maxime Bernier,52,979.0
council,9,Justin Trudeau,52,979.0
council,6,Andrew Scheer,52,979.0
council,4,Jagmeet Singh,52,979.0
corruption,46,Andrew Scheer,52,978.0
corruption,5,Maxime Bernier,52,978.0
corruption,1,Jagmeet Singh,52,978.0
calgary,26,Andrew Scheer,52,993.0
calgary,17,Maxime Bernier,52,993.0
calgary,4,Elizabeth May,52,993.0
calgary,3,Justin Trudeau,52,993.0
calgary,2,Jagmeet Singh,52,993.0
cabinet,20,Andrew Scheer,52,985.0
cabinet,16,Justin Trudeau,52,985.0
cabinet,11,Jagmeet Singh,52,985.0
cabinet,4,Elizabeth May,52,985.0
cabinet,1,Maxime Bernier,52,985.0
banks,34,Maxime Bernier,52,991.0
banks,7,Jagmeet Singh,52,991.0
banks,6,Justin Trudeau,52,991.0
banks,3,Elizabeth May,52,991.0
banks,2,Andrew Scheer,52,991.0
attack,17,Maxime Bernier,52,990.0
attack,15,Andrew Scheer,52,990.0
attack,14,Jagmeet Singh,52,990.0
attack,4,Justin Trudeau,52,990.0
attack,2,Elizabeth May,52,990.0
air,13,Elizabeth May,52,977.0
air,12,Jagmeet Singh,52,977.0
air,11,Justin Trudeau,52,977.0
air,9,Maxime Bernier,52,977.0
air,7,Andrew Scheer,52,977.0
20,16,Justin Trudeau,52,989.0
20,15,Jagmeet Singh,52,989.0
20,12,Elizabeth May,52,989.0
20,5,Maxime Bernier,52,989.0
20,4,Andrew Scheer,52,989.0
tough,24,Justin Trudeau,51,1009.0
tough,13,Andrew Scheer,51,1009.0
tough,7,Jagmeet Singh,51,1009.0
tough,5,Elizabeth May,51,1009.0
tough,2,Maxime Bernier,51,1009.0
soniafurstenau,51,Elizabeth May,51,1007.0
promises,21,Maxime Bernier,51,1003.0
promises,13,Jagmeet Singh,51,1003.0
promises,12,Andrew Scheer,51,1003.0
promises,5,Elizabeth May,51,1003.0
prevent,23,Maxime Bernier,51,1011.0
prevent,11,Justin Trudeau,51,1011.0
prevent,7,Jagmeet Singh,51,1011.0
prevent,6,Andrew Scheer,51,1011.0
prevent,4,Elizabeth May,51,1011.0
michael,17,Elizabeth May,51,1015.0
michael,14,Andrew Scheer,51,1015.0
michael,11,Maxime Bernier,51,1015.0
michael,7,Jagmeet Singh,51,1015.0
michael,2,Justin Trudeau,51,1015.0
loss,16,Elizabeth May,51,1012.0
loss,14,Justin Trudeau,51,1012.0
loss,12,Jagmeet Singh,51,1012.0
loss,6,Andrew Scheer,51,1012.0
loss,3,Maxime Bernier,51,1012.0
living,20,Jagmeet Singh,51,1001.0
living,12,Elizabeth May,51,1001.0
living,8,Justin Trudeau,51,1001.0
living,8,Andrew Scheer,51,1001.0
living,3,Maxime Bernier,51,1001.0
laisse,40,Andrew Scheer,51,1000.0
laisse,5,Maxime Bernier,51,1000.0
laisse,4,Jagmeet Singh,51,1000.0
laisse,2,Justin Trudeau,51,1000.0
joined,21,Andrew Scheer,51,1005.0
joined,12,Jagmeet Singh,51,1005.0
joined,10,Elizabeth May,51,1005.0
joined,4,Justin Trudeau,51,1005.0
joined,4,Maxime Bernier,51,1005.0
invest,20,Jagmeet Singh,51,1002.0
invest,14,Elizabeth May,51,1002.0
invest,8,Maxime Bernier,51,1002.0
invest,7,Andrew Scheer,51,1002.0
invest,2,Justin Trudeau,51,1002.0
gouvernements,26,Maxime Bernier,51,996.0
gouvernements,16,Jagmeet Singh,51,996.0
gouvernements,5,Justin Trudeau,51,996.0
gouvernements,3,Andrew Scheer,51,996.0
gouvernements,1,Elizabeth May,51,996.0
excited,25,Jagmeet Singh,51,1013.0
excited,17,Elizabeth May,51,1013.0
excited,6,Andrew Scheer,51,1013.0
excited,2,Justin Trudeau,51,1013.0
excited,1,Maxime Bernier,51,1013.0
emploi,21,Justin Trudeau,51,997.0
emploi,15,Jagmeet Singh,51,997.0
emploi,8,Andrew Scheer,51,997.0
emploi,6,Maxime Bernier,51,997.0
emploi,1,Elizabeth May,51,997.0
cours,26,Justin Trudeau,51,1008.0
cours,9,Andrew Scheer,51,1008.0
cours,9,Jagmeet Singh,51,1008.0
cours,7,Maxime Bernier,51,1008.0
corporations,40,Jagmeet Singh,51,999.0
corporations,6,Elizabeth May,51,999.0
corporations,5,Maxime Bernier,51,999.0
choses,20,Jagmeet Singh,51,1006.0
choses,11,Andrew Scheer,51,1006.0
choses,10,Justin Trudeau,51,1006.0
choses,9,Maxime Bernier,51,1006.0
choses,1,Elizabeth May,51,1006.0
beauce,47,Maxime Bernier,51,1010.0
beauce,4,Andrew Scheer,51,1010.0
basic,19,Maxime Bernier,51,1004.0
basic,17,Elizabeth May,51,1004.0
basic,12,Jagmeet Singh,51,1004.0
basic,3,Andrew Scheer,51,1004.0
8,25,Elizabeth May,51,998.0
8,11,Jagmeet Singh,51,998.0
8,6,Maxime Bernier,51,998.0
8,5,Justin Trudeau,51,998.0
8,4,Andrew Scheer,51,998.0
14,25,Justin Trudeau,51,1014.0
14,16,Jagmeet Singh,51,1014.0
14,9,Andrew Scheer,51,1014.0
14,1,Elizabeth May,51,1014.0
wish,23,Andrew Scheer,50,1016.0
wish,17,Jagmeet Singh,50,1016.0
wish,6,Justin Trudeau,50,1016.0
wish,2,Elizabeth May,50,1016.0
wish,2,Maxime Bernier,50,1016.0
seulement,16,Jagmeet Singh,50,1030.0
seulement,16,Maxime Bernier,50,1030.0
seulement,14,Andrew Scheer,50,1030.0
seulement,3,Justin Trudeau,50,1030.0
seulement,1,Elizabeth May,50,1030.0
reach,16,Justin Trudeau,50,1029.0
reach,16,Andrew Scheer,50,1029.0
reach,9,Elizabeth May,50,1029.0
reach,5,Maxime Bernier,50,1029.0
reach,4,Jagmeet Singh,50,1029.0
quatre,31,Andrew Scheer,50,1025.0
quatre,8,Justin Trudeau,50,1025.0
quatre,7,Maxime Bernier,50,1025.0
quatre,4,Jagmeet Singh,50,1025.0
protecting,18,Jagmeet Singh,50,1017.0
protecting,11,Justin Trudeau,50,1017.0
protecting,10,Elizabeth May,50,1017.0
protecting,9,Andrew Scheer,50,1017.0
protecting,2,Maxime Bernier,50,1017.0
press,20,Elizabeth May,50,1026.0
press,10,Andrew Scheer,50,1026.0
press,8,Maxime Bernier,50,1026.0
press,7,Justin Trudeau,50,1026.0
press,5,Jagmeet Singh,50,1026.0
permettre,21,Andrew Scheer,50,1040.0
permettre,13,Jagmeet Singh,50,1040.0
permettre,10,Maxime Bernier,50,1040.0
permettre,6,Justin Trudeau,50,1040.0
ny,24,Maxime Bernier,50,1039.0
ny,12,Jagmeet Singh,50,1039.0
ny,10,Andrew Scheer,50,1039.0
ny,3,Justin Trudeau,50,1039.0
ny,1,Elizabeth May,50,1039.0
maryng,50,Justin Trudeau,50,1024.0
mark,25,Andrew Scheer,50,1027.0
mark,9,Jagmeet Singh,50,1027.0
mark,8,Maxime Bernier,50,1027.0
mark,6,Justin Trudeau,50,1027.0
mark,2,Elizabeth May,50,1027.0
juste,31,Jagmeet Singh,50,1036.0
juste,11,Andrew Scheer,50,1036.0
juste,6,Maxime Bernier,50,1036.0
juste,1,Justin Trudeau,50,1036.0
juste,1,Elizabeth May,50,1036.0
joindre,25,Andrew Scheer,50,1021.0
joindre,14,Jagmeet Singh,50,1021.0
joindre,10,Justin Trudeau,50,1021.0
joindre,1,Maxime Bernier,50,1021.0
john,22,Andrew Scheer,50,1020.0
john,11,Jagmeet Singh,50,1020.0
john,7,Elizabeth May,50,1020.0
john,6,Maxime Bernier,50,1020.0
john,4,Justin Trudeau,50,1020.0
homes,18,Jagmeet Singh,50,1022.0
homes,17,Elizabeth May,50,1022.0
homes,7,Andrew Scheer,50,1022.0
homes,4,Justin Trudeau,50,1022.0
homes,4,Maxime Bernier,50,1022.0
grande,17,Justin Trudeau,50,1037.0
grande,17,Jagmeet Singh,50,1037.0
grande,11,Andrew Scheer,50,1037.0
grande,4,Maxime Bernier,50,1037.0
grande,1,Elizabeth May,50,1037.0
gold,37,Maxime Bernier,50,1031.0
gold,6,Andrew Scheer,50,1031.0
gold,3,Elizabeth May,50,1031.0
gold,2,Justin Trudeau,50,1031.0
gold,2,Jagmeet Singh,50,1031.0
equipment,32,Justin Trudeau,50,1034.0
equipment,14,Andrew Scheer,50,1034.0
equipment,4,Maxime Bernier,50,1034.0
deficit,41,Maxime Bernier,50,1032.0
deficit,9,Andrew Scheer,50,1032.0
damliorer,44,Andrew Scheer,50,1018.0
damliorer,4,Jagmeet Singh,50,1018.0
damliorer,2,Justin Trudeau,50,1018.0
courtghoward,49,Elizabeth May,50,1035.0
courtghoward,1,Jagmeet Singh,50,1035.0
conservatrice,47,Andrew Scheer,50,1023.0
conservatrice,2,Maxime Bernier,50,1023.0
conservatrice,1,Jagmeet Singh,50,1023.0
case,17,Maxime Bernier,50,1033.0
case,10,Andrew Scheer,50,1033.0
case,9,Elizabeth May,50,1033.0
case,8,Justin Trudeau,50,1033.0
case,6,Jagmeet Singh,50,1033.0
calls,24,Elizabeth May,50,1028.0
calls,13,Jagmeet Singh,50,1028.0
calls,6,Maxime Bernier,50,1028.0
calls,5,Justin Trudeau,50,1028.0
calls,2,Andrew Scheer,50,1028.0
border,15,Maxime Bernier,50,1019.0
border,13,Justin Trudeau,50,1019.0
border,11,Elizabeth May,50,1019.0
border,9,Andrew Scheer,50,1019.0
border,2,Jagmeet Singh,50,1019.0
almost,22,Maxime Bernier,50,1038.0
almost,9,Jagmeet Singh,50,1038.0
almost,7,Andrew Scheer,50,1038.0
almost,7,Elizabeth May,50,1038.0
almost,5,Justin Trudeau,50,1038.0
weak,37,Andrew Scheer,49,1044.0
weak,7,Jagmeet Singh,49,1044.0
weak,5,Maxime Bernier,49,1044.0
vrai,39,Andrew Scheer,49,1046.0
vrai,7,Maxime Bernier,49,1046.0
vrai,2,Jagmeet Singh,49,1046.0
vrai,1,Elizabeth May,49,1046.0
tell,15,Jagmeet Singh,49,1063.0
tell,14,Maxime Bernier,49,1063.0
tell,10,Andrew Scheer,49,1063.0
tell,7,Elizabeth May,49,1063.0
tell,3,Justin Trudeau,49,1063.0
selon,24,Maxime Bernier,49,1051.0
selon,18,Andrew Scheer,49,1051.0
selon,5,Jagmeet Singh,49,1051.0
selon,2,Justin Trudeau,49,1051.0
saying,27,Maxime Bernier,49,1060.0
saying,10,Elizabeth May,49,1060.0
saying,8,Jagmeet Singh,49,1060.0
saying,4,Andrew Scheer,49,1060.0
rencontr,25,Andrew Scheer,49,1041.0
rencontr,12,Justin Trudeau,49,1041.0
rencontr,8,Jagmeet Singh,49,1041.0
rencontr,4,Maxime Bernier,49,1041.0
projets,25,Andrew Scheer,49,1049.0
projets,9,Maxime Bernier,49,1049.0
projets,7,Justin Trudeau,49,1049.0
projets,7,Jagmeet Singh,49,1049.0
projets,1,Elizabeth May,49,1049.0
programme,22,Justin Trudeau,49,1047.0
programme,12,Andrew Scheer,49,1047.0
programme,9,Jagmeet Singh,49,1047.0
programme,6,Maxime Bernier,49,1047.0
owners,28,Justin Trudeau,49,1061.0
owners,13,Andrew Scheer,49,1061.0
owners,3,Elizabeth May,49,1061.0
owners,3,Maxime Bernier,49,1061.0
owners,2,Jagmeet Singh,49,1061.0
ncessaire,22,Justin Trudeau,49,1050.0
ncessaire,10,Andrew Scheer,49,1050.0
ncessaire,8,Jagmeet Singh,49,1050.0
ncessaire,8,Maxime Bernier,49,1050.0
ncessaire,1,Elizabeth May,49,1050.0
legislation,22,Andrew Scheer,49,1043.0
legislation,11,Elizabeth May,49,1043.0
legislation,10,Justin Trudeau,49,1043.0
legislation,5,Jagmeet Singh,49,1043.0
legislation,1,Maxime Bernier,49,1043.0
land,27,Elizabeth May,49,1055.0
land,11,Jagmeet Singh,49,1055.0
land,5,Justin Trudeau,49,1055.0
land,5,Andrew Scheer,49,1055.0
land,1,Maxime Bernier,49,1055.0
friend,21,Jagmeet Singh,49,1045.0
friend,11,Elizabeth May,49,1045.0
friend,8,Maxime Bernier,49,1045.0
friend,5,Andrew Scheer,49,1045.0
friend,4,Justin Trudeau,49,1045.0
fdral,24,Jagmeet Singh,49,1053.0
fdral,12,Maxime Bernier,49,1053.0
fdral,10,Andrew Scheer,49,1053.0
fdral,3,Justin Trudeau,49,1053.0
fair,30,Jagmeet Singh,49,1056.0
fair,6,Elizabeth May,49,1056.0
fair,6,Maxime Bernier,49,1056.0
fair,4,Justin Trudeau,49,1056.0
fair,3,Andrew Scheer,49,1056.0
daujourdhui,21,Justin Trudeau,49,1048.0
daujourdhui,15,Jagmeet Singh,49,1048.0
daujourdhui,9,Andrew Scheer,49,1048.0
daujourdhui,4,Maxime Bernier,49,1048.0
conditions,18,Maxime Bernier,49,1059.0
conditions,14,Jagmeet Singh,49,1059.0
conditions,8,Elizabeth May,49,1059.0
conditions,5,Andrew Scheer,49,1059.0
conditions,4,Justin Trudeau,49,1059.0
based,29,Maxime Bernier,49,1052.0
based,8,Elizabeth May,49,1052.0
based,6,Jagmeet Singh,49,1052.0
based,4,Justin Trudeau,49,1052.0
based,2,Andrew Scheer,49,1052.0
armes,26,Andrew Scheer,49,1042.0
armes,12,Justin Trudeau,49,1042.0
armes,6,Maxime Bernier,49,1042.0
armes,5,Jagmeet Singh,49,1042.0
antifa,47,Maxime Bernier,49,1057.0
antifa,2,Elizabeth May,49,1057.0
agriculteurs,32,Andrew Scheer,49,1054.0
agriculteurs,14,Justin Trudeau,49,1054.0
agriculteurs,3,Jagmeet Singh,49,1054.0
agree,22,Maxime Bernier,49,1058.0
agree,12,Elizabeth May,49,1058.0
agree,9,Jagmeet Singh,49,1058.0
agree,4,Andrew Scheer,49,1058.0
agree,2,Justin Trudeau,49,1058.0
afternoon,19,Justin Trudeau,49,1062.0
afternoon,9,Andrew Scheer,49,1062.0
afternoon,7,Elizabeth May,49,1062.0
afternoon,7,Jagmeet Singh,49,1062.0
afternoon,7,Maxime Bernier,49,1062.0
voter,30,Jagmeet Singh,48,1086.0
voter,12,Andrew Scheer,48,1086.0
voter,4,Maxime Bernier,48,1086.0
voter,1,Justin Trudeau,48,1086.0
voter,1,Elizabeth May,48,1086.0
unique,21,Justin Trudeau,48,1089.0
unique,11,Maxime Bernier,48,1089.0
unique,8,Andrew Scheer,48,1089.0
unique,8,Jagmeet Singh,48,1089.0
three,15,Elizabeth May,48,1084.0
three,12,Justin Trudeau,48,1084.0
three,11,Andrew Scheer,48,1084.0
three,6,Jagmeet Singh,48,1084.0
three,4,Maxime Bernier,48,1084.0
step,15,Jagmeet Singh,48,1079.0
step,13,Justin Trudeau,48,1079.0
step,12,Andrew Scheer,48,1079.0
step,8,Elizabeth May,48,1079.0
six,12,Maxime Bernier,48,1073.0
six,11,Justin Trudeau,48,1073.0
six,9,Andrew Scheer,48,1073.0
six,9,Elizabeth May,48,1073.0
six,7,Jagmeet Singh,48,1073.0
scandale,35,Andrew Scheer,48,1078.0
scandale,12,Jagmeet Singh,48,1078.0
scandale,1,Maxime Bernier,48,1078.0
scandal,36,Andrew Scheer,48,1076.0
scandal,9,Jagmeet Singh,48,1076.0
scandal,3,Maxime Bernier,48,1076.0
sacrifice,23,Andrew Scheer,48,1077.0
sacrifice,11,Justin Trudeau,48,1077.0
sacrifice,11,Jagmeet Singh,48,1077.0
sacrifice,3,Elizabeth May,48,1077.0
provincial,22,Maxime Bernier,48,1067.0
provincial,15,Elizabeth May,48,1067.0
provincial,4,Justin Trudeau,48,1067.0
provincial,4,Andrew Scheer,48,1067.0
provincial,3,Jagmeet Singh,48,1067.0
notasadvertised,45,Andrew Scheer,48,1083.0
notasadvertised,3,Maxime Bernier,48,1083.0
moyens,17,Andrew Scheer,48,1066.0
moyens,15,Justin Trudeau,48,1066.0
moyens,8,Jagmeet Singh,48,1066.0
moyens,8,Maxime Bernier,48,1066.0
major,26,Maxime Bernier,48,1068.0
major,9,Andrew Scheer,48,1068.0
major,7,Elizabeth May,48,1068.0
major,4,Jagmeet Singh,48,1068.0
major,2,Justin Trudeau,48,1068.0
letting,38,Andrew Scheer,48,1065.0
letting,5,Maxime Bernier,48,1065.0
letting,2,Elizabeth May,48,1065.0
letting,2,Jagmeet Singh,48,1065.0
letting,1,Justin Trudeau,48,1065.0
huge,19,Jagmeet Singh,48,1075.0
huge,14,Elizabeth May,48,1075.0
huge,10,Andrew Scheer,48,1075.0
huge,4,Maxime Bernier,48,1075.0
huge,1,Justin Trudeau,48,1075.0
hate,24,Jagmeet Singh,48,1070.0
hate,14,Elizabeth May,48,1070.0
hate,7,Maxime Bernier,48,1070.0
hate,2,Justin Trudeau,48,1070.0
hate,1,Andrew Scheer,48,1070.0
group,24,Justin Trudeau,48,1074.0
group,14,Elizabeth May,48,1074.0
group,5,Maxime Bernier,48,1074.0
group,3,Andrew Scheer,48,1074.0
group,2,Jagmeet Singh,48,1074.0
grandes,34,Jagmeet Singh,48,1064.0
grandes,9,Justin Trudeau,48,1064.0
grandes,4,Andrew Scheer,48,1064.0
grandes,1,Maxime Bernier,48,1064.0
ford,27,Jagmeet Singh,48,1080.0
ford,12,Elizabeth May,48,1080.0
ford,6,Maxime Bernier,48,1080.0
ford,3,Andrew Scheer,48,1080.0
fonds,29,Justin Trudeau,48,1082.0
fonds,9,Jagmeet Singh,48,1082.0
fonds,5,Maxime Bernier,48,1082.0
fonds,4,Andrew Scheer,48,1082.0
fonds,1,Elizabeth May,48,1082.0
