phrase,count,user_name,total_count,rank
la_loi,7,Jagmeet Singh,48,339.0
la_loi,1,Justin Trudeau,48,339.0
jai_parl_avec,36,Justin Trudeau,48,340.0
jai_parl_avec,11,Andrew Scheer,48,340.0
jai_parl_avec,1,Jagmeet Singh,48,340.0
help_need,28,Justin Trudeau,48,337.0
help_need,10,Andrew Scheer,48,337.0
help_need,10,Jagmeet Singh,48,337.0
et_ses,18,Andrew Scheer,48,345.0
et_ses,12,Justin Trudeau,48,345.0
et_ses,10,Maxime Bernier,48,345.0
et_ses,8,Jagmeet Singh,48,345.0
et_celles,34,Jagmeet Singh,48,351.0
et_celles,9,Andrew Scheer,48,351.0
et_celles,4,Justin Trudeau,48,351.0
et_celles,1,Elizabeth May,48,351.0
des_libraux,21,Andrew Scheer,48,338.0
des_libraux,17,Maxime Bernier,48,338.0
des_libraux,10,Jagmeet Singh,48,338.0
de_voir,19,Andrew Scheer,48,343.0
de_voir,13,Jagmeet Singh,48,343.0
de_voir,12,Maxime Bernier,48,343.0
de_voir,4,Justin Trudeau,48,343.0
cest_le,22,Jagmeet Singh,48,346.0
cest_le,12,Maxime Bernier,48,346.0
cest_le,8,Andrew Scheer,48,346.0
cest_le,5,Justin Trudeau,48,346.0
cest_le,1,Elizabeth May,48,346.0
aujourdhui_le,29,Justin Trudeau,48,348.0
aujourdhui_le,11,Andrew Scheer,48,348.0
aujourdhui_le,6,Jagmeet Singh,48,348.0
aujourdhui_le,2,Maxime Bernier,48,348.0
aujourdhui_jai,32,Justin Trudeau,48,347.0
aujourdhui_jai,10,Andrew Scheer,48,347.0
aujourdhui_jai,6,Jagmeet Singh,48,347.0
rt_maximebernier_le,47,Maxime Bernier,47,361.0
qui_nous,15,Justin Trudeau,47,363.0
qui_nous,14,Jagmeet Singh,47,363.0
qui_nous,10,Maxime Bernier,47,363.0
qui_nous,8,Andrew Scheer,47,363.0
qui_clbrent,22,Jagmeet Singh,47,357.0
qui_clbrent,14,Andrew Scheer,47,357.0
qui_clbrent,11,Justin Trudeau,47,357.0
que_jamais,16,Andrew Scheer,47,367.0
que_jamais,14,Justin Trudeau,47,367.0
que_jamais,12,Jagmeet Singh,47,367.0
que_jamais,5,Maxime Bernier,47,367.0
premire_ligne,21,Justin Trudeau,47,369.0
premire_ligne,13,Andrew Scheer,47,369.0
premire_ligne,13,Jagmeet Singh,47,369.0
party_canada,25,Maxime Bernier,47,355.0
party_canada,17,Elizabeth May,47,355.0
party_canada,4,Andrew Scheer,47,355.0
party_canada,1,Jagmeet Singh,47,355.0
money_pockets,45,Andrew Scheer,47,373.0
money_pockets,2,Justin Trudeau,47,373.0
maximebernier_le,47,Maxime Bernier,47,370.0
libraux_de,35,Andrew Scheer,47,362.0
libraux_de,12,Jagmeet Singh,47,362.0
les_services,31,Jagmeet Singh,47,364.0
les_services,9,Justin Trudeau,47,364.0
les_services,4,Andrew Scheer,47,364.0
les_services,2,Maxime Bernier,47,364.0
les_services,1,Elizabeth May,47,364.0
les_gens_de,30,Jagmeet Singh,47,372.0
les_gens_de,11,Andrew Scheer,47,372.0
les_gens_de,6,Justin Trudeau,47,372.0
la_subvention_salariale,40,Justin Trudeau,47,366.0
la_subvention_salariale,5,Andrew Scheer,47,366.0
la_subvention_salariale,2,Jagmeet Singh,47,366.0
et_votre,28,Justin Trudeau,47,365.0
et_votre,15,Andrew Scheer,47,365.0
et_votre,3,Maxime Bernier,47,365.0
et_votre,1,Jagmeet Singh,47,365.0
et_je,15,Jagmeet Singh,47,371.0
et_je,14,Justin Trudeau,47,371.0
et_je,10,Andrew Scheer,47,371.0
et_je,8,Maxime Bernier,47,371.0
en_tant,21,Andrew Scheer,47,368.0
en_tant,11,Justin Trudeau,47,368.0
en_tant,8,Jagmeet Singh,47,368.0
en_tant,7,Maxime Bernier,47,368.0
des_conservateurs,40,Andrew Scheer,47,359.0
des_conservateurs,4,Maxime Bernier,47,359.0
des_conservateurs,3,Jagmeet Singh,47,359.0
de_dollars,18,Justin Trudeau,47,354.0
de_dollars,16,Andrew Scheer,47,354.0
de_dollars,7,Jagmeet Singh,47,354.0
de_dollars,6,Maxime Bernier,47,354.0
cette_journe,25,Jagmeet Singh,47,374.0
cette_journe,11,Andrew Scheer,47,374.0
cette_journe,10,Justin Trudeau,47,374.0
cette_journe,1,Elizabeth May,47,374.0
ce_nest_pas,19,Jagmeet Singh,47,360.0
ce_nest_pas,15,Maxime Bernier,47,360.0
ce_nest_pas,7,Andrew Scheer,47,360.0
ce_nest_pas,6,Justin Trudeau,47,360.0
au_qubec,16,Jagmeet Singh,47,356.0
au_qubec,12,Maxime Bernier,47,356.0
au_qubec,11,Justin Trudeau,47,356.0
au_qubec,7,Andrew Scheer,47,356.0
au_qubec,1,Elizabeth May,47,356.0
ainsi_que,33,Justin Trudeau,47,358.0
ainsi_que,8,Andrew Scheer,47,358.0
ainsi_que,4,Jagmeet Singh,47,358.0
ainsi_que,1,Elizabeth May,47,358.0
ainsi_que,1,Maxime Bernier,47,358.0
que_ce,13,Jagmeet Singh,46,377.0
que_ce,12,Justin Trudeau,46,377.0
que_ce,11,Maxime Bernier,46,377.0
que_ce,10,Andrew Scheer,46,377.0
pour_un,23,Jagmeet Singh,46,378.0
pour_un,11,Andrew Scheer,46,378.0
pour_un,8,Maxime Bernier,46,378.0
pour_un,3,Justin Trudeau,46,378.0
pour_un,1,Elizabeth May,46,378.0
new_conservative,46,Andrew Scheer,46,382.0
many_canadians,22,Jagmeet Singh,46,381.0
many_canadians,15,Andrew Scheer,46,381.0
many_canadians,6,Justin Trudeau,46,381.0
many_canadians,2,Maxime Bernier,46,381.0
many_canadians,1,Elizabeth May,46,381.0
les_canadiennes,42,Jagmeet Singh,46,376.0
les_canadiennes,2,Andrew Scheer,46,376.0
les_canadiennes,1,Justin Trudeau,46,376.0
les_canadiennes,1,Elizabeth May,46,376.0
le_seul,39,Maxime Bernier,46,383.0
le_seul,5,Andrew Scheer,46,383.0
le_seul,2,Jagmeet Singh,46,383.0
house_commons,16,Andrew Scheer,46,386.0
house_commons,12,Jagmeet Singh,46,386.0
house_commons,11,Justin Trudeau,46,386.0
house_commons,7,Elizabeth May,46,386.0
difficult_time,27,Justin Trudeau,46,384.0
difficult_time,10,Andrew Scheer,46,384.0
difficult_time,9,Jagmeet Singh,46,384.0
de_votre,18,Justin Trudeau,46,380.0
de_votre,17,Andrew Scheer,46,380.0
de_votre,7,Jagmeet Singh,46,380.0
de_votre,3,Maxime Bernier,46,380.0
de_votre,1,Elizabeth May,46,380.0
de_tout,19,Jagmeet Singh,46,375.0
de_tout,16,Andrew Scheer,46,375.0
de_tout,8,Justin Trudeau,46,375.0
de_tout,2,Maxime Bernier,46,375.0
de_tout,1,Elizabeth May,46,375.0
de_son,28,Andrew Scheer,46,379.0
de_son,12,Jagmeet Singh,46,379.0
de_son,3,Justin Trudeau,46,379.0
de_son,3,Maxime Bernier,46,379.0
celles_qui,31,Jagmeet Singh,46,385.0
celles_qui,7,Justin Trudeau,46,385.0
celles_qui,5,Andrew Scheer,46,385.0
celles_qui,2,Maxime Bernier,46,385.0
celles_qui,1,Elizabeth May,46,385.0
working_hard,22,Andrew Scheer,45,395.0
working_hard,12,Jagmeet Singh,45,395.0
working_hard,10,Justin Trudeau,45,395.0
working_hard,1,Maxime Bernier,45,395.0
trudeau_government,20,Maxime Bernier,45,397.0
trudeau_government,18,Andrew Scheer,45,397.0
trudeau_government,7,Jagmeet Singh,45,397.0
rt_soniafurstenau,45,Elizabeth May,45,391.0
rt_meryamhd2020,45,Elizabeth May,45,401.0
rt_maryng,45,Justin Trudeau,45,393.0
ont_perdu,21,Andrew Scheer,45,400.0
ont_perdu,12,Justin Trudeau,45,400.0
ont_perdu,8,Jagmeet Singh,45,400.0
ont_perdu,4,Maxime Bernier,45,400.0
ne_sont,15,Maxime Bernier,45,394.0
ne_sont,13,Jagmeet Singh,45,394.0
ne_sont,9,Andrew Scheer,45,394.0
ne_sont,8,Justin Trudeau,45,394.0
na_pas,15,Andrew Scheer,45,404.0
na_pas,15,Jagmeet Singh,45,404.0
na_pas,10,Maxime Bernier,45,404.0
na_pas,5,Justin Trudeau,45,404.0
mettre_fin,26,Jagmeet Singh,45,392.0
mettre_fin,8,Maxime Bernier,45,392.0
mettre_fin,7,Justin Trudeau,45,392.0
mettre_fin,4,Andrew Scheer,45,392.0
mental_health,16,Justin Trudeau,45,399.0
mental_health,12,Jagmeet Singh,45,399.0
mental_health,10,Elizabeth May,45,399.0
mental_health,6,Andrew Scheer,45,399.0
mental_health,1,Maxime Bernier,45,399.0
life_affordable,28,Jagmeet Singh,45,407.0
life_affordable,14,Andrew Scheer,45,407.0
life_affordable,3,Justin Trudeau,45,407.0
les_deux,20,Andrew Scheer,45,403.0
les_deux,14,Jagmeet Singh,45,403.0
les_deux,6,Justin Trudeau,45,403.0
les_deux,5,Maxime Bernier,45,403.0
les_communauts,18,Justin Trudeau,45,389.0
les_communauts,14,Jagmeet Singh,45,389.0
les_communauts,13,Andrew Scheer,45,389.0
la_vie_des,37,Jagmeet Singh,45,406.0
la_vie_des,4,Andrew Scheer,45,406.0
la_vie_des,2,Justin Trudeau,45,406.0
la_vie_des,2,Maxime Bernier,45,406.0
la_maison,32,Justin Trudeau,45,405.0
la_maison,8,Jagmeet Singh,45,405.0
la_maison,5,Andrew Scheer,45,405.0
je_souhaite,22,Andrew Scheer,45,388.0
je_souhaite,12,Justin Trudeau,45,388.0
je_souhaite,11,Jagmeet Singh,45,388.0
en_savoir,29,Justin Trudeau,45,402.0
en_savoir,9,Andrew Scheer,45,402.0
en_savoir,4,Maxime Bernier,45,402.0
en_savoir,3,Jagmeet Singh,45,402.0
dont_ils,21,Justin Trudeau,45,387.0
dont_ils,19,Jagmeet Singh,45,387.0
dont_ils,5,Andrew Scheer,45,387.0
des_millions,15,Maxime Bernier,45,398.0
des_millions,13,Jagmeet Singh,45,398.0
des_millions,9,Andrew Scheer,45,398.0
des_millions,8,Justin Trudeau,45,398.0
des_annes,35,Maxime Bernier,45,390.0
des_annes,5,Jagmeet Singh,45,390.0
des_annes,3,Andrew Scheer,45,390.0
des_annes,2,Justin Trudeau,45,390.0
de_leurs,20,Andrew Scheer,45,396.0
de_leurs,13,Jagmeet Singh,45,396.0
de_leurs,7,Justin Trudeau,45,396.0
de_leurs,5,Maxime Bernier,45,396.0
young_people,29,Jagmeet Singh,44,417.0
young_people,9,Justin Trudeau,44,417.0
young_people,3,Elizabeth May,44,417.0
young_people,3,Maxime Bernier,44,417.0
savoir_plus,28,Justin Trudeau,44,416.0
savoir_plus,9,Andrew Scheer,44,416.0
savoir_plus,4,Maxime Bernier,44,416.0
savoir_plus,3,Jagmeet Singh,44,416.0
nos_communauts,18,Andrew Scheer,44,411.0
nos_communauts,16,Justin Trudeau,44,411.0
nos_communauts,10,Jagmeet Singh,44,411.0
ne_devrait,26,Jagmeet Singh,44,412.0
ne_devrait,14,Andrew Scheer,44,412.0
ne_devrait,4,Justin Trudeau,44,412.0
libraux_ont,19,Jagmeet Singh,44,409.0
libraux_ont,18,Andrew Scheer,44,409.0
libraux_ont,7,Maxime Bernier,44,409.0
les_canadiens_et,16,Andrew Scheer,44,419.0
les_canadiens_et,14,Justin Trudeau,44,419.0
les_canadiens_et,10,Jagmeet Singh,44,419.0
les_canadiens_et,4,Maxime Bernier,44,419.0
la_violence,22,Jagmeet Singh,44,418.0
la_violence,12,Maxime Bernier,44,418.0
la_violence,6,Andrew Scheer,44,418.0
la_violence,4,Justin Trudeau,44,418.0
la_chine,23,Andrew Scheer,44,408.0
la_chine,20,Maxime Bernier,44,408.0
la_chine,1,Jagmeet Singh,44,408.0
hier_soir,24,Andrew Scheer,44,414.0
hier_soir,8,Justin Trudeau,44,414.0
hier_soir,7,Maxime Bernier,44,414.0
hier_soir,5,Jagmeet Singh,44,414.0
federal_government,18,Jagmeet Singh,44,413.0
federal_government,14,Elizabeth May,44,413.0
federal_government,6,Maxime Bernier,44,413.0
federal_government,3,Justin Trudeau,44,413.0
federal_government,3,Andrew Scheer,44,413.0
des_milliards,20,Jagmeet Singh,44,410.0
des_milliards,18,Maxime Bernier,44,410.0
des_milliards,6,Andrew Scheer,44,410.0
des_emplois,18,Andrew Scheer,44,420.0
des_emplois,16,Jagmeet Singh,44,420.0
des_emplois,7,Justin Trudeau,44,420.0
des_emplois,3,Maxime Bernier,44,420.0
ceux_qui_ont,15,Justin Trudeau,44,415.0
ceux_qui_ont,13,Andrew Scheer,44,415.0
ceux_qui_ont,12,Jagmeet Singh,44,415.0
ceux_qui_ont,4,Maxime Bernier,44,415.0
travailler_avec,18,Justin Trudeau,43,427.0
travailler_avec,14,Jagmeet Singh,43,427.0
travailler_avec,9,Andrew Scheer,43,427.0
travailler_avec,2,Maxime Bernier,43,427.0
support_need,42,Justin Trudeau,43,428.0
support_need,1,Jagmeet Singh,43,428.0
qui_ne,14,Jagmeet Singh,43,433.0
qui_ne,11,Justin Trudeau,43,433.0
qui_ne,10,Maxime Bernier,43,433.0
qui_ne,8,Andrew Scheer,43,433.0
new_conservative_government,43,Andrew Scheer,43,432.0
ne_pas,16,Jagmeet Singh,43,434.0
ne_pas,16,Maxime Bernier,43,434.0
ne_pas,8,Justin Trudeau,43,434.0
ne_pas,2,Andrew Scheer,43,434.0
ne_pas,1,Elizabeth May,43,434.0
les_nodmocrates,43,Jagmeet Singh,43,423.0
le_temps,13,Andrew Scheer,43,429.0
le_temps,13,Jagmeet Singh,43,429.0
le_temps,9,Maxime Bernier,43,429.0
le_temps,6,Justin Trudeau,43,429.0
le_temps,2,Elizabeth May,43,429.0
le_point,38,Justin Trudeau,43,426.0
le_point,2,Andrew Scheer,43,426.0
le_point,2,Jagmeet Singh,43,426.0
le_point,1,Maxime Bernier,43,426.0
la_propagation,30,Justin Trudeau,43,424.0
la_propagation,9,Andrew Scheer,43,424.0
la_propagation,3,Jagmeet Singh,43,424.0
la_propagation,1,Maxime Bernier,43,424.0
gpc_rt,43,Elizabeth May,43,422.0
face_la,24,Justin Trudeau,43,430.0
face_la,11,Jagmeet Singh,43,430.0
face_la,5,Andrew Scheer,43,430.0
face_la,3,Maxime Bernier,43,430.0
en_savoir_plus,28,Justin Trudeau,43,431.0
en_savoir_plus,8,Andrew Scheer,43,431.0
en_savoir_plus,4,Maxime Bernier,43,431.0
en_savoir_plus,3,Jagmeet Singh,43,431.0
contre_la_covid19,38,Justin Trudeau,43,421.0
contre_la_covid19,4,Andrew Scheer,43,421.0
contre_la_covid19,1,Jagmeet Singh,43,421.0
canadians_get_ahead,43,Andrew Scheer,43,425.0
un_gouvernement_conservateur,42,Andrew Scheer,42,446.0
trudeau_et,21,Andrew Scheer,42,454.0
trudeau_et,15,Jagmeet Singh,42,454.0
trudeau_et,5,Maxime Bernier,42,454.0
trudeau_et,1,Justin Trudeau,42,454.0
small_business,24,Justin Trudeau,42,450.0
small_business,11,Andrew Scheer,42,450.0
small_business,4,Elizabeth May,42,450.0
small_business,3,Jagmeet Singh,42,450.0
rt_davidmerner,42,Elizabeth May,42,444.0
que_des,13,Jagmeet Singh,42,455.0
que_des,11,Justin Trudeau,42,455.0
que_des,11,Maxime Bernier,42,455.0
que_des,7,Andrew Scheer,42,455.0
priode_difficile,31,Justin Trudeau,42,437.0
priode_difficile,8,Andrew Scheer,42,437.0
priode_difficile,3,Jagmeet Singh,42,437.0
prestation_canadienne_durgence,39,Justin Trudeau,42,451.0
prestation_canadienne_durgence,3,Jagmeet Singh,42,451.0
prestation_canadienne,39,Justin Trudeau,42,440.0
prestation_canadienne,3,Jagmeet Singh,42,440.0
plus_tt,35,Justin Trudeau,42,435.0
plus_tt,5,Andrew Scheer,42,435.0
plus_tt,2,Jagmeet Singh,42,435.0
people_need,37,Jagmeet Singh,42,439.0
people_need,4,Elizabeth May,42,439.0
people_need,1,Justin Trudeau,42,439.0
notre_quipe,25,Andrew Scheer,42,449.0
notre_quipe,10,Jagmeet Singh,42,449.0
notre_quipe,4,Justin Trudeau,42,449.0
notre_quipe,3,Maxime Bernier,42,449.0
milliers_de,18,Jagmeet Singh,42,453.0
milliers_de,12,Justin Trudeau,42,453.0
milliers_de,8,Andrew Scheer,42,453.0
milliers_de,4,Maxime Bernier,42,453.0
le_prsident,33,Justin Trudeau,42,442.0
le_prsident,4,Maxime Bernier,42,442.0
le_prsident,3,Andrew Scheer,42,442.0
le_prsident,2,Jagmeet Singh,42,442.0
le_parlement,33,Andrew Scheer,42,436.0
le_parlement,4,Jagmeet Singh,42,436.0
le_parlement,3,Justin Trudeau,42,436.0
le_parlement,2,Maxime Bernier,42,436.0
la_vie_plus,20,Andrew Scheer,42,452.0
la_vie_plus,17,Jagmeet Singh,42,452.0
la_vie_plus,4,Justin Trudeau,42,452.0
la_vie_plus,1,Maxime Bernier,42,452.0
la_famille,18,Jagmeet Singh,42,443.0
la_famille,17,Andrew Scheer,42,443.0
la_famille,7,Justin Trudeau,42,443.0
en_place,18,Jagmeet Singh,42,438.0
en_place,16,Justin Trudeau,42,438.0
en_place,6,Andrew Scheer,42,438.0
en_place,2,Maxime Bernier,42,438.0
dimpt_pour,39,Andrew Scheer,42,448.0
dimpt_pour,3,Justin Trudeau,42,448.0
de_personnes,27,Jagmeet Singh,42,445.0
de_personnes,7,Justin Trudeau,42,445.0
de_personnes,6,Andrew Scheer,42,445.0
de_personnes,2,Maxime Bernier,42,445.0
canadienne_durgence,39,Justin Trudeau,42,441.0
canadienne_durgence,3,Jagmeet Singh,42,441.0
aux_entreprises,13,Justin Trudeau,42,447.0
aux_entreprises,13,Maxime Bernier,42,447.0
aux_entreprises,12,Jagmeet Singh,42,447.0
aux_entreprises,4,Andrew Scheer,42,447.0
un_pays,17,Andrew Scheer,41,457.0
un_pays,11,Maxime Bernier,41,457.0
un_pays,9,Jagmeet Singh,41,457.0
un_pays,4,Justin Trudeau,41,457.0
trop_de,35,Jagmeet Singh,41,469.0
trop_de,4,Andrew Scheer,41,469.0
trop_de,2,Maxime Bernier,41,469.0
pour_leur,20,Andrew Scheer,41,465.0
pour_leur,10,Justin Trudeau,41,465.0
pour_leur,7,Jagmeet Singh,41,465.0
pour_leur,3,Maxime Bernier,41,465.0
pour_leur,1,Elizabeth May,41,465.0
plus_en,19,Maxime Bernier,41,477.0
plus_en,14,Andrew Scheer,41,477.0
plus_en,5,Justin Trudeau,41,477.0
plus_en,3,Jagmeet Singh,41,477.0
plan_help,34,Andrew Scheer,41,474.0
plan_help,4,Justin Trudeau,41,474.0
plan_help,2,Jagmeet Singh,41,474.0
plan_help,1,Elizabeth May,41,474.0
need_help,21,Jagmeet Singh,41,456.0
need_help,11,Justin Trudeau,41,456.0
need_help,6,Andrew Scheer,41,456.0
need_help,3,Elizabeth May,41,456.0
lors_de,20,Justin Trudeau,41,471.0
lors_de,8,Jagmeet Singh,41,471.0
lors_de,6,Andrew Scheer,41,471.0
lors_de,6,Maxime Bernier,41,471.0
lors_de,1,Elizabeth May,41,471.0
les_libraux_ont,19,Jagmeet Singh,41,462.0
les_libraux_ont,15,Andrew Scheer,41,462.0
les_libraux_ont,7,Maxime Bernier,41,462.0
les_femmes,23,Jagmeet Singh,41,470.0
les_femmes,11,Justin Trudeau,41,470.0
les_femmes,7,Andrew Scheer,41,470.0
les_conservateurs_du,41,Andrew Scheer,41,467.0
le_soutien,30,Justin Trudeau,41,475.0
le_soutien,5,Jagmeet Singh,41,475.0
le_soutien,3,Andrew Scheer,41,475.0
le_soutien,2,Maxime Bernier,41,475.0
le_soutien,1,Elizabeth May,41,475.0
la_prestation,36,Justin Trudeau,41,476.0
la_prestation,5,Jagmeet Singh,41,476.0
gouvernement_qui,22,Jagmeet Singh,41,459.0
gouvernement_qui,15,Andrew Scheer,41,459.0
gouvernement_qui,4,Maxime Bernier,41,459.0
est_la,12,Andrew Scheer,41,473.0
est_la,11,Maxime Bernier,41,473.0
est_la,10,Jagmeet Singh,41,473.0
est_la,6,Justin Trudeau,41,473.0
est_la,2,Elizabeth May,41,473.0
est_en,16,Maxime Bernier,41,466.0
est_en,11,Justin Trudeau,41,466.0
est_en,6,Jagmeet Singh,41,466.0
est_en,5,Andrew Scheer,41,466.0
est_en,3,Elizabeth May,41,466.0
en_cette_journe,23,Jagmeet Singh,41,464.0
en_cette_journe,9,Justin Trudeau,41,464.0
en_cette_journe,9,Andrew Scheer,41,464.0
discut_avec,30,Justin Trudeau,41,463.0
discut_avec,9,Andrew Scheer,41,463.0
discut_avec,2,Jagmeet Singh,41,463.0
des_femmes,24,Jagmeet Singh,41,458.0
des_femmes,10,Justin Trudeau,41,458.0
des_femmes,7,Andrew Scheer,41,458.0
de_tous,15,Andrew Scheer,41,461.0
de_tous,13,Justin Trudeau,41,461.0
de_tous,8,Jagmeet Singh,41,461.0
de_tous,4,Maxime Bernier,41,461.0
de_tous,1,Elizabeth May,41,461.0
ce_quil,13,Jagmeet Singh,41,472.0
ce_quil,10,Justin Trudeau,41,472.0
ce_quil,10,Andrew Scheer,41,472.0
ce_quil,8,Maxime Bernier,41,472.0
besoin_daide,22,Jagmeet Singh,41,460.0
besoin_daide,11,Justin Trudeau,41,460.0
besoin_daide,8,Andrew Scheer,41,460.0
aider_les_canadiens,34,Andrew Scheer,41,468.0
aider_les_canadiens,7,Justin Trudeau,41,468.0
soins_de_sant,27,Jagmeet Singh,40,488.0
soins_de_sant,6,Justin Trudeau,40,488.0
soins_de_sant,4,Andrew Scheer,40,488.0
soins_de_sant,3,Maxime Bernier,40,488.0
rt_rosieemery,40,Elizabeth May,40,486.0
rt_cbcnewsbc,40,Elizabeth May,40,479.0
pour_tout,17,Jagmeet Singh,40,485.0
pour_tout,10,Andrew Scheer,40,485.0
pour_tout,9,Justin Trudeau,40,485.0
pour_tout,4,Maxime Bernier,40,485.0
pour_en,30,Justin Trudeau,40,484.0
pour_en,7,Andrew Scheer,40,484.0
pour_en,3,Jagmeet Singh,40,484.0
pandmie_de,31,Justin Trudeau,40,487.0
pandmie_de,7,Andrew Scheer,40,487.0
pandmie_de,2,Maxime Bernier,40,487.0
looking_forward,16,Elizabeth May,40,490.0
looking_forward,9,Andrew Scheer,40,490.0
looking_forward,6,Jagmeet Singh,40,490.0
looking_forward,5,Maxime Bernier,40,490.0
looking_forward,4,Justin Trudeau,40,490.0
earlier_today,32,Justin Trudeau,40,481.0
earlier_today,4,Jagmeet Singh,40,481.0
earlier_today,2,Andrew Scheer,40,481.0
earlier_today,1,Elizabeth May,40,481.0
earlier_today,1,Maxime Bernier,40,481.0
des_solutions,17,Jagmeet Singh,40,483.0
des_solutions,15,Andrew Scheer,40,483.0
des_solutions,4,Justin Trudeau,40,483.0
des_solutions,4,Maxime Bernier,40,483.0
contre_le,16,Maxime Bernier,40,489.0
contre_le,10,Jagmeet Singh,40,489.0
contre_le,7,Justin Trudeau,40,489.0
contre_le,6,Andrew Scheer,40,489.0
contre_le,1,Elizabeth May,40,489.0
canadiens_ont,28,Andrew Scheer,40,478.0
canadiens_ont,9,Justin Trudeau,40,478.0
canadiens_ont,3,Jagmeet Singh,40,478.0
beaucoup_de,18,Jagmeet Singh,40,482.0
beaucoup_de,12,Justin Trudeau,40,482.0
beaucoup_de,5,Andrew Scheer,40,482.0
beaucoup_de,4,Maxime Bernier,40,482.0
beaucoup_de,1,Elizabeth May,40,482.0
afin_que,18,Jagmeet Singh,40,480.0
afin_que,13,Andrew Scheer,40,480.0
afin_que,9,Justin Trudeau,40,480.0
w_rt,23,Elizabeth May,39,520.0
w_rt,10,Justin Trudeau,39,520.0
w_rt,5,Maxime Bernier,39,520.0
w_rt,1,Andrew Scheer,39,520.0
trudeau_ne,25,Andrew Scheer,39,497.0
trudeau_ne,11,Jagmeet Singh,39,497.0
trudeau_ne,3,Maxime Bernier,39,497.0
trudeau_est,26,Andrew Scheer,39,498.0
trudeau_est,10,Maxime Bernier,39,498.0
trudeau_est,3,Jagmeet Singh,39,498.0
tout_en,18,Jagmeet Singh,39,511.0
tout_en,10,Andrew Scheer,39,511.0
tout_en,6,Justin Trudeau,39,511.0
tout_en,5,Maxime Bernier,39,511.0
sont_pas,11,Jagmeet Singh,39,518.0
sont_pas,11,Maxime Bernier,39,518.0
sont_pas,9,Justin Trudeau,39,518.0
sont_pas,8,Andrew Scheer,39,518.0
rt_maximebernier_la,39,Maxime Bernier,39,491.0
que_justin_trudeau,31,Andrew Scheer,39,503.0
que_justin_trudeau,8,Jagmeet Singh,39,503.0
que_justin,31,Andrew Scheer,39,519.0
que_justin,8,Jagmeet Singh,39,519.0
protger_notre,31,Andrew Scheer,39,504.0
protger_notre,4,Justin Trudeau,39,504.0
protger_notre,3,Jagmeet Singh,39,504.0
protger_notre,1,Maxime Bernier,39,504.0
maximebernier_la,39,Maxime Bernier,39,512.0
mais_il,13,Andrew Scheer,39,506.0
mais_il,12,Jagmeet Singh,39,506.0
mais_il,9,Maxime Bernier,39,506.0
mais_il,5,Justin Trudeau,39,506.0
les_droits,21,Jagmeet Singh,39,492.0
les_droits,8,Andrew Scheer,39,492.0
les_droits,5,Justin Trudeau,39,492.0
les_droits,4,Maxime Bernier,39,492.0
les_droits,1,Elizabeth May,39,492.0
les_aider,19,Justin Trudeau,39,494.0
les_aider,16,Andrew Scheer,39,494.0
les_aider,4,Jagmeet Singh,39,494.0
le_racisme,21,Jagmeet Singh,39,513.0
le_racisme,7,Maxime Bernier,39,513.0
le_racisme,4,Justin Trudeau,39,513.0
le_racisme,4,Elizabeth May,39,513.0
le_racisme,3,Andrew Scheer,39,513.0
le_ppc,39,Maxime Bernier,39,509.0
la_pandmie_de,30,Justin Trudeau,39,516.0
la_pandmie_de,7,Andrew Scheer,39,516.0
la_pandmie_de,2,Maxime Bernier,39,516.0
la_justice,34,Jagmeet Singh,39,517.0
la_justice,3,Andrew Scheer,39,517.0
la_justice,2,Maxime Bernier,39,517.0
h_rt,22,Elizabeth May,39,510.0
h_rt,11,Justin Trudeau,39,510.0
h_rt,5,Maxime Bernier,39,510.0
h_rt,1,Jagmeet Singh,39,510.0
gouvernement_libral,23,Jagmeet Singh,39,500.0
gouvernement_libral,16,Andrew Scheer,39,500.0
gens_qui,29,Jagmeet Singh,39,493.0
gens_qui,7,Justin Trudeau,39,493.0
gens_qui,3,Andrew Scheer,39,493.0
fight_covid19,36,Justin Trudeau,39,505.0
fight_covid19,2,Jagmeet Singh,39,505.0
fight_covid19,1,Elizabeth May,39,505.0
familles_et,16,Andrew Scheer,39,496.0
familles_et,12,Jagmeet Singh,39,496.0
familles_et,10,Justin Trudeau,39,496.0
familles_et,1,Maxime Bernier,39,496.0
en_sant,17,Justin Trudeau,39,508.0
en_sant,10,Jagmeet Singh,39,508.0
en_sant,8,Maxime Bernier,39,508.0
en_sant,4,Andrew Scheer,39,508.0
elxn43_rt,38,Jagmeet Singh,39,515.0
elxn43_rt,1,Maxime Bernier,39,515.0
depuis_des,23,Maxime Bernier,39,501.0
depuis_des,11,Jagmeet Singh,39,501.0
depuis_des,5,Andrew Scheer,39,501.0
de_largent,16,Maxime Bernier,39,514.0
de_largent,12,Jagmeet Singh,39,514.0
de_largent,10,Andrew Scheer,39,514.0
de_largent,1,Justin Trudeau,39,514.0
ceux_et_celles,32,Jagmeet Singh,39,507.0
ceux_et_celles,5,Andrew Scheer,39,507.0
ceux_et_celles,2,Justin Trudeau,39,507.0
ceux_et,32,Jagmeet Singh,39,502.0
ceux_et,5,Andrew Scheer,39,502.0
ceux_et,2,Justin Trudeau,39,502.0
ce_moment,25,Justin Trudeau,39,495.0
ce_moment,7,Jagmeet Singh,39,495.0
ce_moment,5,Maxime Bernier,39,495.0
ce_moment,2,Andrew Scheer,39,495.0
business_owners,26,Justin Trudeau,39,499.0
