screen_name,phrase,count
JustinTrudeau,like thank,5
JustinTrudeau,talked covid19,5
JustinTrudeau,international coordination,8
JustinTrudeau,working make,7
JustinTrudeau,working make sure,5
JustinTrudeau,surgical masks,5
JustinTrudeau,morning spoke,7
JustinTrudeau,funding help,7
JustinTrudeau,details todays,6
JustinTrudeau,todays announcement,9
JustinTrudeau,details todays announcement,6
JustinTrudeau,live info,7
JustinTrudeau,thoughts family,8
JustinTrudeau,thoughts family friends,5
JustinTrudeau,know youre,9
JustinTrudeau,announced today,8
JustinTrudeau,today announcing,8
JustinTrudeau,mental health,10
JustinTrudeau,announcing new,12
JustinTrudeau,help family,5
JustinTrudeau,wash hands,7
JustinTrudeau,workers country,5
JustinTrudeau,response covid19,12
JustinTrudeau,slow spread,11
JustinTrudeau,spread covid19,15
JustinTrudeau,slow spread covid19,10
JustinTrudeau,live details,5
JustinTrudeau,emergency commercial,7
JustinTrudeau,canada emergency commercial,7
JustinTrudeau,emergency commercial rent,7
JustinTrudeau,canada emergency commercial rent,7
JustinTrudeau,emergency commercial rent assistance,7
JustinTrudeau,canada emergency commercial rent assistance,7
JustinTrudeau,want help,5
JustinTrudeau,spread virus,7
JustinTrudeau,things like,6
JustinTrudeau,taking steps,7
JustinTrudeau,safe watch,8
JustinTrudeau,safe watch live,6
JustinTrudeau,keeping thoughts,6
JustinTrudeau,team canada,8
JustinTrudeau,giving update governments,5
JustinTrudeau,doesnt matter,5
JustinTrudeau,covid19 need,6
JustinTrudeau,help small,8
JustinTrudeau,help small businesses,5
JustinTrudeau,able apply,5
JustinTrudeau,protect jobs,5
JustinTrudeau,weve got,8
JustinTrudeau,difficult time,21
JustinTrudeau,spoke today,7
JustinTrudeau,read statement,7
JustinTrudeau,legacy live,5
JustinTrudeau,thoughts loved,5
JustinTrudeau,thoughts loved ones,5
JustinTrudeau,canada child,7
JustinTrudeau,child benefit,7
JustinTrudeau,young people,9
JustinTrudeau,canada child benefit,7
JustinTrudeau,time watch,5
JustinTrudeau,youre student,5
JustinTrudeau,covid19 help,5
JustinTrudeau,dr tam,5
JustinTrudeau,challenging times,5
JustinTrudeau,farmers food,5
JustinTrudeau,food processors,6
JustinTrudeau,help businesses,5
JustinTrudeau,benefit help,8
JustinTrudeau,youre making,7
JustinTrudeau,new measures,6
JustinTrudeau,new support,5
JustinTrudeau,today im announcing,5
JustinTrudeau,im announcing new,6
JustinTrudeau,update covid19,6
JustinTrudeau,canadians country,6
JustinTrudeau,need right,6
JustinTrudeau,supply chains,5
JustinTrudeau,vaccines treatments,6
JustinTrudeau,food producers,7
JustinTrudeau,tough time,5
JustinTrudeau,today announced,5
JustinTrudeau,working clock,13
JustinTrudeau,happening im,11
JustinTrudeau,im speaking,9
JustinTrudeau,happening im speaking,5
JustinTrudeau,spoke premier,7
JustinTrudeau,stay touch,6
JustinTrudeau,quickly possible,7
JustinTrudeau,house commons,6
JustinTrudeau,going help,6
JustinTrudeau,situation continues,7
JustinTrudeau,continues evolve,7
JustinTrudeau,situation continues evolve,7
JustinTrudeau,staying home,5
JustinTrudeau,right country,11
JustinTrudeau,thanks sharing,7
JustinTrudeau,people canada,7
JustinTrudeau,watch announcement,6
JustinTrudeau,announcement live,6
JustinTrudeau,watch announcement live,6
JustinTrudeau,million canadians,7
JustinTrudeau,help difficult,5
JustinTrudeau,help difficult time,5
JustinTrudeau,cash flow,5
JustinTrudeau,challenging time,7
JustinTrudeau,new year,9
JustinTrudeau,support safe,5
JustinTrudeau,measures taking,7
JustinTrudeau,happening im giving,5
JustinTrudeau,covid19 outbreak,9
JustinTrudeau,speaking rideau,7
JustinTrudeau,rideau cottage,10
JustinTrudeau,im speaking rideau,7
JustinTrudeau,speaking rideau cottage,7
JustinTrudeau,im speaking rideau cottage,7
JustinTrudeau,lost income,6
JustinTrudeau,flight 752,5
JustinTrudeau,premier francoislegault,5
JustinTrudeau,youre home,5
JustinTrudeau,canadians safe,8
JustinTrudeau,continue work,8
JustinTrudeau,live im,7
JustinTrudeau,cottage covid19,6
JustinTrudeau,watch live im,5
JustinTrudeau,rideau cottage covid19,6
JustinTrudeau,covid19 situation continues,5
JustinTrudeau,covid19 situation continues evolve,5
JustinTrudeau,come home,6
JustinTrudeau,social distancing,6
JustinTrudeau,canada world,5
JustinTrudeau,limit spread,5
JustinTrudeau,today talk,5
JustinTrudeau,lifted poverty,5
JustinTrudeau,new nafta,10
JustinTrudeau,incident response,9
JustinTrudeau,response group,9
JustinTrudeau,rail service,9
JustinTrudeau,incident response group,9
JustinTrudeau,fighting climate,6
JustinTrudeau,fighting climate change,6
JustinTrudeau,issues matter,5
