word,count,handle,total_count,rank
message,2,JustinTrudeau,12,353.0
message,1,AndrewScheer,12,353.0
left,10,MaximeBernier,12,342.0
left,2,ElizabethMay,12,342.0
justice,7,ElizabethMay,12,352.0
justice,2,theJagmeetSingh,12,352.0
justice,1,MaximeBernier,12,352.0
justice,1,AndrewScheer,12,352.0
justice,1,JustinTrudeau,12,352.0
increase,4,MaximeBernier,12,354.0
increase,4,AndrewScheer,12,354.0
increase,3,JustinTrudeau,12,354.0
increase,1,theJagmeetSingh,12,354.0
history,7,ElizabethMay,12,346.0
history,3,JustinTrudeau,12,346.0
history,1,MaximeBernier,12,346.0
history,1,theJagmeetSingh,12,346.0
event,6,MaximeBernier,12,331.0
event,4,ElizabethMay,12,331.0
event,1,theJagmeetSingh,12,331.0
event,1,AndrewScheer,12,331.0
environment,10,JustinTrudeau,12,357.0
environment,1,ElizabethMay,12,357.0
environment,1,AndrewScheer,12,357.0
emergency,6,MaximeBernier,12,336.0
emergency,5,ElizabethMay,12,336.0
emergency,1,theJagmeetSingh,12,336.0
early,9,theJagmeetSingh,12,359.0
early,3,ElizabethMay,12,359.0
buy,8,MaximeBernier,12,340.0
buy,3,JustinTrudeau,12,340.0
buy,1,AndrewScheer,12,340.0
businesses,4,AndrewScheer,12,338.0
businesses,3,MaximeBernier,12,338.0
businesses,3,theJagmeetSingh,12,338.0
businesses,2,JustinTrudeau,12,338.0
bring,5,AndrewScheer,12,347.0
bring,2,MaximeBernier,12,347.0
bring,2,ElizabethMay,12,347.0
bring,2,JustinTrudeau,12,347.0
bring,1,theJagmeetSingh,12,347.0
andrewscheer,9,MaximeBernier,12,348.0
andrewscheer,1,theJagmeetSingh,12,348.0
andrewscheer,1,ElizabethMay,12,348.0
andrewscheer,1,JustinTrudeau,12,348.0
winnipeg,6,AndrewScheer,11,392.0
winnipeg,2,theJagmeetSingh,11,392.0
winnipeg,1,MaximeBernier,11,392.0
winnipeg,1,ElizabethMay,11,392.0
winnipeg,1,JustinTrudeau,11,392.0
welcome,4,AndrewScheer,11,382.0
welcome,3,MaximeBernier,11,382.0
welcome,2,JustinTrudeau,11,382.0
welcome,1,theJagmeetSingh,11,382.0
welcome,1,ElizabethMay,11,382.0
victoria,6,theJagmeetSingh,11,389.0
victoria,3,ElizabethMay,11,389.0
victoria,2,JustinTrudeau,11,389.0
trust,5,MaximeBernier,11,394.0
trust,5,AndrewScheer,11,394.0
trust,1,ElizabethMay,11,394.0
thanksgiving,3,theJagmeetSingh,11,364.0
thanksgiving,3,ElizabethMay,11,364.0
thanksgiving,3,JustinTrudeau,11,364.0
thanksgiving,1,MaximeBernier,11,364.0
thanksgiving,1,AndrewScheer,11,364.0
standing,5,theJagmeetSingh,11,365.0
standing,3,ElizabethMay,11,365.0
standing,1,MaximeBernier,11,365.0
standing,1,AndrewScheer,11,365.0
standing,1,JustinTrudeau,11,365.0
singh,6,ElizabethMay,11,390.0
singh,3,MaximeBernier,11,390.0
singh,1,theJagmeetSingh,11,390.0
singh,1,JustinTrudeau,11,390.0
service,5,AndrewScheer,11,376.0
service,4,theJagmeetSingh,11,376.0
service,2,ElizabethMay,11,376.0
safe,5,JustinTrudeau,11,372.0
safe,3,AndrewScheer,11,372.0
safe,2,ElizabethMay,11,372.0
safe,1,theJagmeetSingh,11,372.0
reduce,5,AndrewScheer,11,384.0
reduce,3,MaximeBernier,11,384.0
reduce,2,JustinTrudeau,11,384.0
reduce,1,theJagmeetSingh,11,384.0
provincial,9,MaximeBernier,11,385.0
provincial,1,theJagmeetSingh,11,385.0
provincial,1,AndrewScheer,11,385.0
progress,10,JustinTrudeau,11,387.0
progress,1,ElizabethMay,11,387.0
possible,4,ElizabethMay,11,360.0
possible,3,MaximeBernier,11,360.0
possible,3,JustinTrudeau,11,360.0
possible,1,theJagmeetSingh,11,360.0
policy,5,MaximeBernier,11,378.0
policy,5,ElizabethMay,11,378.0
policy,1,AndrewScheer,11,378.0
peoples,6,MaximeBernier,11,375.0
peoples,2,JustinTrudeau,11,375.0
peoples,1,theJagmeetSingh,11,375.0
peoples,1,ElizabethMay,11,375.0
peoples,1,AndrewScheer,11,375.0
movement,4,MaximeBernier,11,374.0
movement,4,JustinTrudeau,11,374.0
movement,3,AndrewScheer,11,374.0
minority,5,ElizabethMay,11,371.0
minority,4,MaximeBernier,11,371.0
minority,2,JustinTrudeau,11,371.0
middle,9,JustinTrudeau,11,393.0
middle,1,ElizabethMay,11,393.0
middle,1,AndrewScheer,11,393.0
matter,4,theJagmeetSingh,11,381.0
matter,3,MaximeBernier,11,381.0
matter,2,JustinTrudeau,11,381.0
matter,1,ElizabethMay,11,381.0
matter,1,AndrewScheer,11,381.0
long,7,theJagmeetSingh,11,383.0
long,2,AndrewScheer,11,383.0
long,1,MaximeBernier,11,383.0
long,1,ElizabethMay,11,383.0
line,6,AndrewScheer,11,373.0
line,3,theJagmeetSingh,11,373.0
line,2,ElizabethMay,11,373.0
issues,8,MaximeBernier,11,369.0
issues,2,ElizabethMay,11,369.0
issues,1,theJagmeetSingh,11,369.0
halifax,3,theJagmeetSingh,11,370.0
halifax,2,MaximeBernier,11,370.0
halifax,2,ElizabethMay,11,370.0
halifax,2,AndrewScheer,11,370.0
halifax,2,JustinTrudeau,11,370.0
got,5,theJagmeetSingh,11,380.0
got,3,JustinTrudeau,11,380.0
got,2,ElizabethMay,11,380.0
got,1,MaximeBernier,11,380.0
fun,7,theJagmeetSingh,11,366.0
fun,4,ElizabethMay,11,366.0
firstdebate,8,theJagmeetSingh,11,379.0
firstdebate,3,AndrewScheer,11,379.0
fairness,7,AndrewScheer,11,395.0
fairness,3,MaximeBernier,11,395.0
fairness,1,ElizabethMay,11,395.0
dedicated,4,ElizabethMay,11,367.0
dedicated,4,AndrewScheer,11,367.0
dedicated,2,JustinTrudeau,11,367.0
dedicated,1,theJagmeetSingh,11,367.0
decades,6,MaximeBernier,11,363.0
decades,2,theJagmeetSingh,11,363.0
decades,2,JustinTrudeau,11,363.0
decades,1,ElizabethMay,11,363.0
deal,7,theJagmeetSingh,11,386.0
deal,3,JustinTrudeau,11,386.0
deal,1,MaximeBernier,11,386.0
could,6,ElizabethMay,11,388.0
could,3,theJagmeetSingh,11,388.0
could,1,MaximeBernier,11,388.0
could,1,JustinTrudeau,11,388.0
choices,9,theJagmeetSingh,11,368.0
choices,2,MaximeBernier,11,368.0
believe,5,theJagmeetSingh,11,377.0
believe,4,MaximeBernier,11,377.0
believe,2,JustinTrudeau,11,377.0
ban,8,JustinTrudeau,11,391.0
ban,2,MaximeBernier,11,391.0
ban,1,ElizabethMay,11,391.0
attack,6,MaximeBernier,11,361.0
attack,2,AndrewScheer,11,361.0
attack,1,theJagmeetSingh,11,361.0
attack,1,ElizabethMay,11,361.0
attack,1,JustinTrudeau,11,361.0
2015,7,JustinTrudeau,11,362.0
2015,3,ElizabethMay,11,362.0
2015,1,MaximeBernier,11,362.0
words,3,ElizabethMay,10,414.0
words,2,MaximeBernier,10,414.0
words,2,theJagmeetSingh,10,414.0
words,2,JustinTrudeau,10,414.0
words,1,AndrewScheer,10,414.0
wont,4,MaximeBernier,10,439.0
wont,3,JustinTrudeau,10,439.0
wont,2,theJagmeetSingh,10,439.0
wont,1,AndrewScheer,10,439.0
wishes,8,AndrewScheer,10,399.0
wishes,1,theJagmeetSingh,10,399.0
wishes,1,JustinTrudeau,10,399.0
welfare,8,MaximeBernier,10,417.0
welfare,2,AndrewScheer,10,417.0
voice,4,JustinTrudeau,10,427.0
voice,2,MaximeBernier,10,427.0
voice,2,theJagmeetSingh,10,427.0
voice,1,ElizabethMay,10,427.0
voice,1,AndrewScheer,10,427.0
video,6,MaximeBernier,10,407.0
video,2,theJagmeetSingh,10,407.0
video,1,ElizabethMay,10,407.0
video,1,JustinTrudeau,10,407.0
values,5,MaximeBernier,10,398.0
values,3,JustinTrudeau,10,398.0
values,1,ElizabethMay,10,398.0
values,1,AndrewScheer,10,398.0
transit,10,AndrewScheer,10,437.0
tell,6,theJagmeetSingh,10,396.0
tell,3,MaximeBernier,10,396.0
tell,1,AndrewScheer,10,396.0
target,8,ElizabethMay,10,397.0
target,2,MaximeBernier,10,397.0
steps,5,JustinTrudeau,10,435.0
steps,3,AndrewScheer,10,435.0
steps,2,theJagmeetSingh,10,435.0
started,5,JustinTrudeau,10,434.0
started,3,theJagmeetSingh,10,434.0
started,1,MaximeBernier,10,434.0
started,1,AndrewScheer,10,434.0
stage,4,theJagmeetSingh,10,401.0
stage,4,JustinTrudeau,10,401.0
stage,2,ElizabethMay,10,401.0
spend,4,MaximeBernier,10,420.0
spend,2,theJagmeetSingh,10,420.0
spend,2,AndrewScheer,10,420.0
spend,1,ElizabethMay,10,420.0
spend,1,JustinTrudeau,10,420.0
special,7,theJagmeetSingh,10,428.0
special,2,JustinTrudeau,10,428.0
special,1,ElizabethMay,10,428.0
raising,5,JustinTrudeau,10,441.0
raising,3,AndrewScheer,10,441.0
raising,1,MaximeBernier,10,441.0
raising,1,ElizabethMay,10,441.0
putting,7,AndrewScheer,10,425.0
putting,1,MaximeBernier,10,425.0
putting,1,theJagmeetSingh,10,425.0
putting,1,JustinTrudeau,10,425.0
promise,5,ElizabethMay,10,410.0
promise,2,MaximeBernier,10,410.0
promise,2,theJagmeetSingh,10,410.0
promise,1,JustinTrudeau,10,410.0
projects,9,AndrewScheer,10,436.0
projects,1,JustinTrudeau,10,436.0
progressive,4,theJagmeetSingh,10,406.0
progressive,3,JustinTrudeau,10,406.0
progressive,2,MaximeBernier,10,406.0
progressive,1,ElizabethMay,10,406.0
please,3,MaximeBernier,10,400.0
please,3,ElizabethMay,10,400.0
please,2,theJagmeetSingh,10,400.0
please,2,JustinTrudeau,10,400.0
nations,4,theJagmeetSingh,10,432.0
nations,2,MaximeBernier,10,432.0
nations,2,ElizabethMay,10,432.0
nations,2,JustinTrudeau,10,432.0
million,7,theJagmeetSingh,10,430.0
million,2,JustinTrudeau,10,430.0
million,1,ElizabethMay,10,430.0
members,4,MaximeBernier,10,426.0
members,3,AndrewScheer,10,426.0
members,2,theJagmeetSingh,10,426.0
members,1,ElizabethMay,10,426.0
laws,6,AndrewScheer,10,443.0
laws,3,JustinTrudeau,10,443.0
laws,1,ElizabethMay,10,443.0
join,5,AndrewScheer,10,409.0
join,2,ElizabethMay,10,409.0
join,2,JustinTrudeau,10,409.0
join,1,MaximeBernier,10,409.0
ive,4,theJagmeetSingh,10,412.0
ive,2,AndrewScheer,10,412.0
ive,2,JustinTrudeau,10,412.0
ive,1,MaximeBernier,10,412.0
ive,1,ElizabethMay,10,412.0
identity,8,MaximeBernier,10,402.0
identity,1,AndrewScheer,10,402.0
identity,1,JustinTrudeau,10,402.0
heres,4,theJagmeetSingh,10,405.0
heres,4,JustinTrudeau,10,405.0
heres,1,MaximeBernier,10,405.0
heres,1,AndrewScheer,10,405.0
heard,5,JustinTrudeau,10,429.0
heard,2,theJagmeetSingh,10,429.0
heard,1,MaximeBernier,10,429.0
heard,1,ElizabethMay,10,429.0
heard,1,AndrewScheer,10,429.0
hamilton,8,MaximeBernier,10,433.0
hamilton,1,theJagmeetSingh,10,433.0
hamilton,1,AndrewScheer,10,433.0
governments,6,theJagmeetSingh,10,404.0
governments,2,MaximeBernier,10,404.0
governments,1,AndrewScheer,10,404.0
governments,1,JustinTrudeau,10,404.0
faceafacetva,10,JustinTrudeau,10,413.0
enough,4,JustinTrudeau,10,438.0
enough,3,ElizabethMay,10,438.0
enough,2,AndrewScheer,10,438.0
enough,1,MaximeBernier,10,438.0
deficits,9,MaximeBernier,10,423.0
deficits,1,AndrewScheer,10,423.0
debates,4,MaximeBernier,10,411.0
debates,4,ElizabethMay,10,411.0
debates,1,theJagmeetSingh,10,411.0
debates,1,AndrewScheer,10,411.0
courage,5,theJagmeetSingh,10,408.0
courage,2,AndrewScheer,10,408.0
courage,1,MaximeBernier,10,408.0
courage,1,ElizabethMay,10,408.0
courage,1,JustinTrudeau,10,408.0
cost,3,theJagmeetSingh,10,440.0
cost,3,AndrewScheer,10,440.0
cost,2,MaximeBernier,10,440.0
cost,2,JustinTrudeau,10,440.0
class,9,JustinTrudeau,10,415.0
class,1,AndrewScheer,10,415.0
cell,8,JustinTrudeau,10,442.0
cell,1,theJagmeetSingh,10,442.0
cell,1,AndrewScheer,10,442.0
business,5,AndrewScheer,10,421.0
business,4,JustinTrudeau,10,421.0
business,1,theJagmeetSingh,10,421.0
behind,7,AndrewScheer,10,431.0
behind,1,MaximeBernier,10,431.0
behind,1,theJagmeetSingh,10,431.0
behind,1,JustinTrudeau,10,431.0
become,6,MaximeBernier,10,418.0
become,2,theJagmeetSingh,10,418.0
become,1,ElizabethMay,10,418.0
become,1,AndrewScheer,10,418.0
assault,8,JustinTrudeau,10,416.0
assault,1,MaximeBernier,10,416.0
assault,1,AndrewScheer,10,416.0
already,4,ElizabethMay,10,403.0
already,3,JustinTrudeau,10,403.0
already,2,MaximeBernier,10,403.0
already,1,AndrewScheer,10,403.0
alarmism,10,MaximeBernier,10,419.0
abortion,6,ElizabethMay,10,422.0
abortion,3,theJagmeetSingh,10,422.0
abortion,1,JustinTrudeau,10,422.0
21,7,JustinTrudeau,10,424.0
21,2,ElizabethMay,10,424.0
21,1,theJagmeetSingh,10,424.0
vision,4,JustinTrudeau,9,483.0
vision,3,AndrewScheer,9,483.0
vision,1,theJagmeetSingh,9,483.0
vision,1,ElizabethMay,9,483.0
trying,6,MaximeBernier,9,470.0
trying,1,theJagmeetSingh,9,470.0
trying,1,ElizabethMay,9,470.0
trying,1,AndrewScheer,9,470.0
times,7,AndrewScheer,9,453.0
times,1,ElizabethMay,9,453.0
times,1,JustinTrudeau,9,453.0
threats,5,AndrewScheer,9,487.0
threats,2,MaximeBernier,9,487.0
threats,1,theJagmeetSingh,9,487.0
threats,1,JustinTrudeau,9,487.0
start,4,theJagmeetSingh,9,449.0
start,2,AndrewScheer,9,449.0
start,1,MaximeBernier,9,449.0
start,1,ElizabethMay,9,449.0
start,1,JustinTrudeau,9,449.0
spoke,4,ElizabethMay,9,489.0
spoke,4,AndrewScheer,9,489.0
spoke,1,JustinTrudeau,9,489.0
soon,3,ElizabethMay,9,446.0
soon,3,JustinTrudeau,9,446.0
soon,2,MaximeBernier,9,446.0
soon,1,AndrewScheer,9,446.0
society,3,MaximeBernier,9,462.0
society,3,ElizabethMay,9,462.0
society,2,JustinTrudeau,9,462.0
society,1,theJagmeetSingh,9,462.0
since,6,JustinTrudeau,9,469.0
since,2,MaximeBernier,9,469.0
since,1,theJagmeetSingh,9,469.0
sense,6,MaximeBernier,9,450.0
sense,3,theJagmeetSingh,9,450.0
sector,5,AndrewScheer,9,475.0
sector,4,MaximeBernier,9,475.0
safer,6,JustinTrudeau,9,461.0
safer,3,AndrewScheer,9,461.0
remember,2,theJagmeetSingh,9,452.0
remember,2,ElizabethMay,9,452.0
remember,2,AndrewScheer,9,452.0
remember,2,JustinTrudeau,9,452.0
remember,1,MaximeBernier,9,452.0
recognize,4,AndrewScheer,9,480.0
recognize,3,JustinTrudeau,9,480.0
recognize,2,MaximeBernier,9,480.0
question,3,theJagmeetSingh,9,492.0
question,3,ElizabethMay,9,492.0
question,3,AndrewScheer,9,492.0
priorities,5,JustinTrudeau,9,477.0
priorities,3,theJagmeetSingh,9,477.0
priorities,1,AndrewScheer,9,477.0
poverty,4,ElizabethMay,9,482.0
poverty,4,JustinTrudeau,9,482.0
poverty,1,MaximeBernier,9,482.0
pm,4,JustinTrudeau,9,448.0
pm,3,theJagmeetSingh,9,448.0
pm,1,ElizabethMay,9,448.0
pm,1,AndrewScheer,9,448.0
past,6,JustinTrudeau,9,491.0
past,1,theJagmeetSingh,9,491.0
past,1,ElizabethMay,9,491.0
past,1,AndrewScheer,9,491.0
oil,4,MaximeBernier,9,455.0
oil,2,theJagmeetSingh,9,455.0
oil,2,JustinTrudeau,9,455.0
oil,1,AndrewScheer,9,455.0
offer,3,ElizabethMay,9,460.0
offer,2,theJagmeetSingh,9,460.0
offer,2,JustinTrudeau,9,460.0
offer,1,MaximeBernier,9,460.0
offer,1,AndrewScheer,9,460.0
market,4,AndrewScheer,9,445.0
market,3,theJagmeetSingh,9,445.0
market,1,MaximeBernier,9,445.0
market,1,JustinTrudeau,9,445.0
makes,3,AndrewScheer,9,488.0
makes,2,theJagmeetSingh,9,488.0
makes,2,ElizabethMay,9,488.0
makes,1,MaximeBernier,9,488.0
makes,1,JustinTrudeau,9,488.0
lost,4,AndrewScheer,9,467.0
lost,3,JustinTrudeau,9,467.0
lost,1,MaximeBernier,9,467.0
lost,1,theJagmeetSingh,9,467.0
let,3,MaximeBernier,9,494.0
let,3,JustinTrudeau,9,494.0
let,2,theJagmeetSingh,9,494.0
let,1,AndrewScheer,9,494.0
investing,8,JustinTrudeau,9,458.0
investing,1,theJagmeetSingh,9,458.0
introduce,8,AndrewScheer,9,481.0
introduce,1,ElizabethMay,9,481.0
inspiring,5,ElizabethMay,9,476.0
inspiring,4,JustinTrudeau,9,476.0
hundreds,4,ElizabethMay,9,472.0
hundreds,4,AndrewScheer,9,472.0
hundreds,1,theJagmeetSingh,9,472.0
huge,5,ElizabethMay,9,474.0
huge,3,AndrewScheer,9,474.0
huge,1,theJagmeetSingh,9,474.0
hold,7,ElizabethMay,9,444.0
hold,1,theJagmeetSingh,9,444.0
hold,1,AndrewScheer,9,444.0
heating,9,AndrewScheer,9,479.0
half,4,theJagmeetSingh,9,457.0
half,3,ElizabethMay,9,457.0
half,2,MaximeBernier,9,457.0
grow,5,JustinTrudeau,9,465.0
grow,2,MaximeBernier,9,465.0
grow,1,theJagmeetSingh,9,465.0
grow,1,ElizabethMay,9,465.0
govt,7,AndrewScheer,9,493.0
govt,1,theJagmeetSingh,9,493.0
govt,1,JustinTrudeau,9,493.0
former,3,ElizabethMay,9,490.0
former,3,AndrewScheer,9,490.0
former,1,MaximeBernier,9,490.0
former,1,theJagmeetSingh,9,490.0
former,1,JustinTrudeau,9,490.0
focused,6,JustinTrudeau,9,456.0
focused,1,MaximeBernier,9,456.0
focused,1,ElizabethMay,9,456.0
focused,1,AndrewScheer,9,456.0
five,5,MaximeBernier,9,471.0
five,2,ElizabethMay,9,471.0
five,1,AndrewScheer,9,471.0
five,1,JustinTrudeau,9,471.0
familys,7,AndrewScheer,9,486.0
familys,2,JustinTrudeau,9,486.0
difference,4,theJagmeetSingh,9,451.0
difference,3,MaximeBernier,9,451.0
difference,1,AndrewScheer,9,451.0
difference,1,JustinTrudeau,9,451.0
debt,7,MaximeBernier,9,464.0
debt,1,theJagmeetSingh,9,464.0
debt,1,ElizabethMay,9,464.0
credits,6,AndrewScheer,9,466.0
credits,3,MaximeBernier,9,466.0
corporations,8,theJagmeetSingh,9,473.0
corporations,1,MaximeBernier,9,473.0
calgary,4,MaximeBernier,9,463.0
calgary,3,AndrewScheer,9,463.0
calgary,1,ElizabethMay,9,463.0
calgary,1,JustinTrudeau,9,463.0
based,8,MaximeBernier,9,459.0
based,1,ElizabethMay,9,459.0
balance,6,MaximeBernier,9,447.0
balance,2,ElizabethMay,9,447.0
balance,1,AndrewScheer,9,447.0
announcement,4,JustinTrudeau,9,468.0
announcement,2,ElizabethMay,9,468.0
announcement,2,AndrewScheer,9,468.0
announcement,1,theJagmeetSingh,9,468.0
afternoon,5,AndrewScheer,9,478.0
afternoon,3,JustinTrudeau,9,478.0
afternoon,1,theJagmeetSingh,9,478.0
access,4,theJagmeetSingh,9,454.0
access,3,JustinTrudeau,9,454.0
access,1,MaximeBernier,9,454.0
access,1,ElizabethMay,9,454.0
9,6,JustinTrudeau,9,485.0
9,2,theJagmeetSingh,9,485.0
9,1,ElizabethMay,9,485.0
100dayactionplan,9,AndrewScheer,9,484.0
wonderful,7,ElizabethMay,8,522.0
wonderful,1,AndrewScheer,8,522.0
windsor,3,theJagmeetSingh,8,526.0
windsor,3,JustinTrudeau,8,526.0
windsor,2,MaximeBernier,8,526.0
water,5,theJagmeetSingh,8,497.0
water,2,JustinTrudeau,8,497.0
water,1,MaximeBernier,8,497.0
veterans,5,AndrewScheer,8,500.0
veterans,3,MaximeBernier,8,500.0
un,8,MaximeBernier,8,518.0
ultrarich,8,theJagmeetSingh,8,508.0
tough,5,AndrewScheer,8,495.0
tough,3,JustinTrudeau,8,495.0
tonights,4,theJagmeetSingh,8,528.0
tonights,3,AndrewScheer,8,528.0
tonights,1,ElizabethMay,8,528.0
thankful,5,AndrewScheer,8,551.0
thankful,2,JustinTrudeau,8,551.0
thankful,1,MaximeBernier,8,551.0
stopped,5,AndrewScheer,8,502.0
stopped,2,MaximeBernier,8,502.0
stopped,1,JustinTrudeau,8,502.0
school,4,JustinTrudeau,8,496.0
school,2,theJagmeetSingh,8,496.0
school,2,ElizabethMay,8,496.0
rifles,8,JustinTrudeau,8,525.0
retirement,5,JustinTrudeau,8,549.0
retirement,3,AndrewScheer,8,549.0
record,3,JustinTrudeau,8,536.0
record,2,AndrewScheer,8,536.0
record,1,MaximeBernier,8,536.0
record,1,theJagmeetSingh,8,536.0
record,1,ElizabethMay,8,536.0
reconciliation,4,ElizabethMay,8,507.0
reconciliation,3,theJagmeetSingh,8,507.0
reconciliation,1,JustinTrudeau,8,507.0
prosperity,4,MaximeBernier,8,499.0
prosperity,4,AndrewScheer,8,499.0
premier,3,AndrewScheer,8,519.0
premier,2,JustinTrudeau,8,519.0
premier,1,MaximeBernier,8,519.0
premier,1,theJagmeetSingh,8,519.0
premier,1,ElizabethMay,8,519.0
positive,5,AndrewScheer,8,537.0
positive,2,ElizabethMay,8,537.0
positive,1,JustinTrudeau,8,537.0
politicians,7,AndrewScheer,8,498.0
politicians,1,JustinTrudeau,8,498.0
pipelines,4,MaximeBernier,8,523.0
pipelines,3,ElizabethMay,8,523.0
pipelines,1,theJagmeetSingh,8,523.0
nova,4,AndrewScheer,8,510.0
nova,2,ElizabethMay,8,510.0
nova,2,JustinTrudeau,8,510.0
mr,4,theJagmeetSingh,8,524.0
mr,2,JustinTrudeau,8,524.0
mr,1,ElizabethMay,8,524.0
mr,1,AndrewScheer,8,524.0
lots,5,theJagmeetSingh,8,520.0
lots,3,JustinTrudeau,8,520.0
look,3,JustinTrudeau,8,515.0
look,2,MaximeBernier,8,515.0
look,1,theJagmeetSingh,8,515.0
look,1,ElizabethMay,8,515.0
look,1,AndrewScheer,8,515.0
longer,2,MaximeBernier,8,535.0
longer,2,theJagmeetSingh,8,535.0
longer,2,ElizabethMay,8,535.0
longer,2,AndrewScheer,8,535.0
learn,4,AndrewScheer,8,531.0
learn,4,JustinTrudeau,8,531.0
law,6,AndrewScheer,8,529.0
law,2,JustinTrudeau,8,529.0
kill,6,MaximeBernier,8,503.0
kill,2,AndrewScheer,8,503.0
jagmeet,4,ElizabethMay,8,539.0
jagmeet,2,theJagmeetSingh,8,539.0
jagmeet,1,MaximeBernier,8,539.0
jagmeet,1,JustinTrudeau,8,539.0
jack,4,ElizabethMay,8,505.0
jack,3,theJagmeetSingh,8,505.0
jack,1,MaximeBernier,8,505.0
implement,3,AndrewScheer,8,527.0
implement,3,JustinTrudeau,8,527.0
implement,1,theJagmeetSingh,8,527.0
implement,1,ElizabethMay,8,527.0
hope,4,ElizabethMay,8,540.0
hope,3,theJagmeetSingh,8,540.0
hope,1,MaximeBernier,8,540.0
honoured,7,ElizabethMay,8,552.0
honoured,1,theJagmeetSingh,8,552.0
helping,5,JustinTrudeau,8,511.0
helping,2,AndrewScheer,8,511.0
helping,1,ElizabethMay,8,511.0
heart,3,JustinTrudeau,8,547.0
heart,2,theJagmeetSingh,8,547.0
heart,2,ElizabethMay,8,547.0
heart,1,MaximeBernier,8,547.0
grateful,4,ElizabethMay,8,517.0
grateful,2,JustinTrudeau,8,517.0
grateful,1,theJagmeetSingh,8,517.0
grateful,1,AndrewScheer,8,517.0
gender,5,JustinTrudeau,8,544.0
gender,2,MaximeBernier,8,544.0
gender,1,theJagmeetSingh,8,544.0
farm,4,AndrewScheer,8,506.0
farm,2,JustinTrudeau,8,506.0
farm,1,theJagmeetSingh,8,506.0
farm,1,ElizabethMay,8,506.0
face,4,theJagmeetSingh,8,514.0
face,2,JustinTrudeau,8,514.0
face,1,ElizabethMay,8,514.0
face,1,AndrewScheer,8,514.0
equalization,8,MaximeBernier,8,516.0
economic,7,MaximeBernier,8,543.0
economic,1,JustinTrudeau,8,543.0
democrats,8,theJagmeetSingh,8,509.0
deliver,3,theJagmeetSingh,8,546.0
deliver,3,AndrewScheer,8,546.0
deliver,2,ElizabethMay,8,546.0
deficit,8,MaximeBernier,8,538.0
critical,5,theJagmeetSingh,8,521.0
critical,3,AndrewScheer,8,521.0
commute,8,AndrewScheer,8,541.0
commitment,3,theJagmeetSingh,8,530.0
commitment,2,MaximeBernier,8,530.0
commitment,2,ElizabethMay,8,530.0
commitment,1,AndrewScheer,8,530.0
cleaner,8,JustinTrudeau,8,504.0
celebrate,6,JustinTrudeau,8,533.0
celebrate,1,ElizabethMay,8,533.0
celebrate,1,AndrewScheer,8,533.0
bus,3,ElizabethMay,8,501.0
bus,2,theJagmeetSingh,8,501.0
bus,2,JustinTrudeau,8,501.0
bus,1,MaximeBernier,8,501.0
brampton,4,theJagmeetSingh,8,534.0
brampton,4,AndrewScheer,8,534.0
bill,4,ElizabethMay,8,550.0
bill,3,AndrewScheer,8,550.0
bill,1,JustinTrudeau,8,550.0
behalf,5,AndrewScheer,8,532.0
behalf,2,ElizabethMay,8,532.0
behalf,1,theJagmeetSingh,8,532.0
beautiful,2,theJagmeetSingh,8,513.0
beautiful,2,ElizabethMay,8,513.0
beautiful,2,AndrewScheer,8,513.0
beautiful,2,JustinTrudeau,8,513.0
away,3,theJagmeetSingh,8,512.0
away,3,AndrewScheer,8,512.0
away,1,ElizabethMay,8,512.0
away,1,JustinTrudeau,8,512.0
attacks,3,ElizabethMay,8,548.0
attacks,2,MaximeBernier,8,548.0
attacks,2,AndrewScheer,8,548.0
attacks,1,JustinTrudeau,8,548.0
antifa,8,MaximeBernier,8,542.0
53,8,JustinTrudeau,8,545.0
youve,4,theJagmeetSingh,7,601.0
youve,3,JustinTrudeau,7,601.0
yet,4,ElizabethMay,7,566.0
yet,1,MaximeBernier,7,566.0
yet,1,theJagmeetSingh,7,566.0
yet,1,JustinTrudeau,7,566.0
wish,4,ElizabethMay,7,595.0
wish,3,AndrewScheer,7,595.0
weekend,2,theJagmeetSingh,7,606.0
weekend,2,ElizabethMay,7,606.0
weekend,2,JustinTrudeau,7,606.0
weekend,1,AndrewScheer,7,606.0
wants,4,MaximeBernier,7,605.0
wants,2,ElizabethMay,7,605.0
wants,1,JustinTrudeau,7,605.0
volunteer,4,MaximeBernier,7,612.0
volunteer,3,AndrewScheer,7,612.0
tva,4,ElizabethMay,7,560.0
tva,1,MaximeBernier,7,560.0
tva,1,theJagmeetSingh,7,560.0
tva,1,AndrewScheer,7,560.0
towards,5,JustinTrudeau,7,588.0
towards,2,theJagmeetSingh,7,588.0
thousands,3,theJagmeetSingh,7,569.0
thousands,2,JustinTrudeau,7,569.0
thousands,1,MaximeBernier,7,569.0
thousands,1,ElizabethMay,7,569.0
surrey,2,theJagmeetSingh,7,565.0
surrey,2,AndrewScheer,7,565.0
surrey,2,JustinTrudeau,7,565.0
surrey,1,MaximeBernier,7,565.0
subsidies,4,theJagmeetSingh,7,564.0
subsidies,3,MaximeBernier,7,564.0
strengthen,6,JustinTrudeau,7,567.0
strengthen,1,AndrewScheer,7,567.0
spent,3,theJagmeetSingh,7,577.0
spent,2,MaximeBernier,7,577.0
spent,1,AndrewScheer,7,577.0
spent,1,JustinTrudeau,7,577.0
short,4,ElizabethMay,7,600.0
short,2,MaximeBernier,7,600.0
