word,count,handle,total_count,rank
clinic,1,ElizabethMay,3,1463.0
clearly,2,MaximeBernier,3,1470.0
clearly,1,JustinTrudeau,3,1470.0
claims,1,MaximeBernier,3,1489.0
claims,1,theJagmeetSingh,3,1489.0
claims,1,AndrewScheer,3,1489.0
chose,2,theJagmeetSingh,3,1377.0
chose,1,JustinTrudeau,3,1377.0
childrens,3,AndrewScheer,3,1351.0
childhood,2,ElizabethMay,3,1256.0
childhood,1,AndrewScheer,3,1256.0
childcare,3,ElizabethMay,3,1446.0
chatima,1,theJagmeetSingh,3,1410.0
chatima,1,AndrewScheer,3,1410.0
chatima,1,JustinTrudeau,3,1410.0
chag,3,AndrewScheer,3,1206.0
centrist,3,MaximeBernier,3,1302.0
cblackst,3,ElizabethMay,3,1185.0
car,2,AndrewScheer,3,1244.0
car,1,MaximeBernier,3,1244.0
cancel,2,AndrewScheer,3,1189.0
cancel,1,ElizabethMay,3,1189.0
campbell,2,theJagmeetSingh,3,1261.0
campbell,1,ElizabethMay,3,1261.0
calling,2,ElizabethMay,3,1439.0
calling,1,MaximeBernier,3,1439.0
cabinet,2,ElizabethMay,3,1166.0
cabinet,1,theJagmeetSingh,3,1166.0
buyers,2,MaximeBernier,3,1387.0
buyers,1,theJagmeetSingh,3,1387.0
buyer,3,JustinTrudeau,3,1245.0
burnaby,3,theJagmeetSingh,3,1305.0
broke,2,AndrewScheer,3,1145.0
broke,1,theJagmeetSingh,3,1145.0
breaks,2,JustinTrudeau,3,1334.0
breaks,1,theJagmeetSingh,3,1334.0
boosting,3,AndrewScheer,3,1416.0
boost,2,AndrewScheer,3,1462.0
boost,1,JustinTrudeau,3,1462.0
books,2,AndrewScheer,3,1195.0
books,1,JustinTrudeau,3,1195.0
board,3,MaximeBernier,3,1263.0
beyond,1,MaximeBernier,3,1153.0
beyond,1,theJagmeetSingh,3,1153.0
beyond,1,ElizabethMay,3,1153.0
berniers,3,MaximeBernier,3,1178.0
beginning,1,MaximeBernier,3,1286.0
beginning,1,theJagmeetSingh,3,1286.0
beginning,1,AndrewScheer,3,1286.0
beat,2,MaximeBernier,3,1155.0
beat,1,AndrewScheer,3,1155.0
bars,3,AndrewScheer,3,1333.0
barriers,3,theJagmeetSingh,3,1317.0
backward,3,JustinTrudeau,3,1265.0
background,2,MaximeBernier,3,1497.0
background,1,ElizabethMay,3,1497.0
autonomy,3,MaximeBernier,3,1159.0
assessment,2,JustinTrudeau,3,1320.0
assessment,1,ElizabethMay,3,1320.0
asked,2,theJagmeetSingh,3,1391.0
asked,1,JustinTrudeau,3,1391.0
ask,2,theJagmeetSingh,3,1417.0
ask,1,MaximeBernier,3,1417.0
ashcroft,3,ElizabethMay,3,1226.0
arent,2,AndrewScheer,3,1471.0
arent,1,ElizabethMay,3,1471.0
approved,1,ElizabethMay,3,1322.0
approved,1,AndrewScheer,3,1322.0
approved,1,JustinTrudeau,3,1322.0
approve,1,MaximeBernier,3,1224.0
approve,1,theJagmeetSingh,3,1224.0
approve,1,ElizabethMay,3,1224.0
approach,2,MaximeBernier,3,1484.0
approach,1,ElizabethMay,3,1484.0
announcing,2,AndrewScheer,3,1485.0
announcing,1,JustinTrudeau,3,1485.0
ambitious,3,JustinTrudeau,3,1332.0
along,2,JustinTrudeau,3,1273.0
along,1,AndrewScheer,3,1273.0
ally,3,theJagmeetSingh,3,1381.0
agrees,2,MaximeBernier,3,1386.0
agrees,1,JustinTrudeau,3,1386.0
agreement,2,AndrewScheer,3,1150.0
agreement,1,MaximeBernier,3,1150.0
advocates,2,MaximeBernier,3,1240.0
advocates,1,JustinTrudeau,3,1240.0
active,3,AndrewScheer,3,1258.0
accessible,1,theJagmeetSingh,3,1434.0
accessible,1,AndrewScheer,3,1434.0
accessible,1,JustinTrudeau,3,1434.0
ability,3,JustinTrudeau,3,1186.0
911,1,theJagmeetSingh,3,1222.0
911,1,AndrewScheer,3,1222.0
911,1,JustinTrudeau,3,1222.0
8pm,2,theJagmeetSingh,3,1289.0
8pm,1,AndrewScheer,3,1289.0
87,2,JustinTrudeau,3,1451.0
87,1,theJagmeetSingh,3,1451.0
65,2,JustinTrudeau,3,1347.0
65,1,AndrewScheer,3,1347.0
60,3,ElizabethMay,3,1212.0
500000,2,theJagmeetSingh,3,1494.0
500000,1,ElizabethMay,3,1494.0
50000,3,JustinTrudeau,3,1364.0
45,2,theJagmeetSingh,3,1181.0
45,1,AndrewScheer,3,1181.0
3800,3,AndrewScheer,3,1329.0
38,2,JustinTrudeau,3,1210.0
38,1,ElizabethMay,3,1210.0
21st,1,theJagmeetSingh,3,1312.0
21st,1,ElizabethMay,3,1312.0
21st,1,AndrewScheer,3,1312.0
2050,2,JustinTrudeau,3,1373.0
2050,1,ElizabethMay,3,1373.0
2021,3,JustinTrudeau,3,1504.0
20,2,theJagmeetSingh,3,1357.0
20,1,ElizabethMay,3,1357.0
17,3,JustinTrudeau,3,1366.0
15b,2,MaximeBernier,3,1200.0
15b,1,AndrewScheer,3,1200.0
11,3,JustinTrudeau,3,1464.0
yesterdays,1,MaximeBernier,2,2013.0
yesterdays,1,AndrewScheer,2,2013.0
yes,1,theJagmeetSingh,2,1904.0
yes,1,ElizabethMay,2,1904.0
xav,2,JustinTrudeau,2,2086.0
wow,1,MaximeBernier,2,2073.0
wow,1,AndrewScheer,2,2073.0
worst,1,MaximeBernier,2,1809.0
worst,1,ElizabethMay,2,1809.0
worry,1,AndrewScheer,2,2183.0
worry,1,JustinTrudeau,2,2183.0
worker,2,MaximeBernier,2,1798.0
wing,2,MaximeBernier,2,1789.0
wildly,2,ElizabethMay,2,1792.0
wife,2,AndrewScheer,2,2199.0
widows,2,JustinTrudeau,2,2217.0
wholl,2,JustinTrudeau,2,2028.0
whipped,2,ElizabethMay,2,1911.0
wherever,1,theJagmeetSingh,2,1594.0
wherever,1,AndrewScheer,2,1594.0
wellpaying,1,ElizabethMay,2,2198.0
wellpaying,1,JustinTrudeau,2,2198.0
web,2,JustinTrudeau,2,2017.0
wearing,2,AndrewScheer,2,2066.0
wear,2,AndrewScheer,2,2101.0
weaken,2,JustinTrudeau,2,1985.0
weak,2,ElizabethMay,2,1916.0
wave,1,MaximeBernier,2,2157.0
wave,1,AndrewScheer,2,2157.0
waste,1,MaximeBernier,2,1803.0
waste,1,ElizabethMay,2,1803.0
warnings,2,ElizabethMay,2,1921.0
warming,2,ElizabethMay,2,1930.0
war,2,MaximeBernier,2,1562.0
walking,1,theJagmeetSingh,2,2053.0
walking,1,AndrewScheer,2,2053.0
waging,2,MaximeBernier,2,1704.0
vital,2,AndrewScheer,2,2122.0
views,1,theJagmeetSingh,2,2113.0
views,1,JustinTrudeau,2,2113.0
victoryisknocking,2,AndrewScheer,2,1519.0
verner,2,MaximeBernier,2,1530.0
vaughan,2,JustinTrudeau,2,1959.0
valley,2,AndrewScheer,2,2051.0
urgency,2,theJagmeetSingh,2,1739.0
update,2,AndrewScheer,2,2079.0
university,1,MaximeBernier,2,1766.0
university,1,theJagmeetSingh,2,1766.0
unique,2,MaximeBernier,2,1615.0
uncle,2,theJagmeetSingh,2,1760.0
type,1,MaximeBernier,2,1665.0
type,1,ElizabethMay,2,1665.0
tweeting,2,JustinTrudeau,2,2024.0
tweet,1,ElizabethMay,2,2091.0
tweet,1,JustinTrudeau,2,2091.0
turkey,1,theJagmeetSingh,2,1907.0
turkey,1,ElizabethMay,2,1907.0
tunnel,2,AndrewScheer,2,1523.0
trusted,1,MaximeBernier,2,1558.0
trusted,1,AndrewScheer,2,1558.0
trumps,1,ElizabethMay,2,1589.0
trumps,1,AndrewScheer,2,1589.0
troisrivires,1,AndrewScheer,2,2015.0
troisrivires,1,JustinTrudeau,2,2015.0
triple,2,AndrewScheer,2,1512.0
tribute,1,theJagmeetSingh,2,2097.0
tribute,1,JustinTrudeau,2,2097.0
treatment,1,MaximeBernier,2,1507.0
treatment,1,AndrewScheer,2,1507.0
transition,2,JustinTrudeau,2,2009.0
transform,2,MaximeBernier,2,1906.0
train,2,ElizabethMay,2,1892.0
traditions,2,AndrewScheer,2,2056.0
track,2,MaximeBernier,2,1633.0
toxic,1,MaximeBernier,2,1864.0
toxic,1,ElizabethMay,2,1864.0
tourism,2,MaximeBernier,2,1828.0
totally,2,ElizabethMay,2,1936.0
torah,2,AndrewScheer,2,2077.0
tools,2,ElizabethMay,2,1806.0
tolerant,2,MaximeBernier,2,1637.0
tirelessly,1,MaximeBernier,2,1572.0
tirelessly,1,AndrewScheer,2,1572.0
tireless,2,theJagmeetSingh,2,1768.0
thunder,1,theJagmeetSingh,2,2039.0
thunder,1,JustinTrudeau,2,2039.0
throughout,1,theJagmeetSingh,2,1528.0
throughout,1,AndrewScheer,2,1528.0
thrive,1,theJagmeetSingh,2,1961.0
thrive,1,JustinTrudeau,2,1961.0
threaten,2,MaximeBernier,2,1804.0
thompson,1,AndrewScheer,2,1980.0
thompson,1,JustinTrudeau,2,1980.0
third,1,MaximeBernier,2,1994.0
third,1,AndrewScheer,2,1994.0
theyll,1,MaximeBernier,2,2075.0
theyll,1,JustinTrudeau,2,2075.0
tetsu,2,theJagmeetSingh,2,1759.0
test,1,MaximeBernier,2,1635.0
test,1,theJagmeetSingh,2,1635.0
terrorist,1,theJagmeetSingh,2,1967.0
terrorist,1,JustinTrudeau,2,1967.0
territories,1,ElizabethMay,2,2205.0
territories,1,JustinTrudeau,2,2205.0
tens,2,MaximeBernier,2,1764.0
technologies,2,JustinTrudeau,2,2158.0
tart,2,theJagmeetSingh,2,1780.0
talks,1,theJagmeetSingh,2,1571.0
talks,1,AndrewScheer,2,1571.0
syria,1,ElizabethMay,2,1962.0
syria,1,AndrewScheer,2,1962.0
synagogue,1,theJagmeetSingh,2,2088.0
synagogue,1,JustinTrudeau,2,2088.0
surprised,1,MaximeBernier,2,1796.0
surprised,1,ElizabethMay,2,1796.0
supposed,2,MaximeBernier,2,1850.0
sunday,1,MaximeBernier,2,2054.0
sunday,1,AndrewScheer,2,2054.0
sun,2,MaximeBernier,2,1622.0
successful,1,theJagmeetSingh,2,2210.0
successful,1,JustinTrudeau,2,2210.0
success,2,JustinTrudeau,2,1970.0
stuff,1,MaximeBernier,2,2021.0
stuff,1,JustinTrudeau,2,2021.0
striking,2,theJagmeetSingh,2,1753.0
strikes,1,MaximeBernier,2,1709.0
strikes,1,ElizabethMay,2,1709.0
strikers,2,ElizabethMay,2,1672.0
stress,1,AndrewScheer,2,2196.0
stress,1,JustinTrudeau,2,2196.0
streaming,2,JustinTrudeau,2,2147.0
strategic,2,ElizabethMay,2,1825.0
straight,1,ElizabethMay,2,1630.0
straight,1,AndrewScheer,2,1630.0
storm,1,MaximeBernier,2,2141.0
storm,1,JustinTrudeau,2,2141.0
stephen,2,JustinTrudeau,2,2204.0
status,2,ElizabethMay,2,1919.0
stars,1,MaximeBernier,2,2124.0
stars,1,JustinTrudeau,2,2124.0
st,1,ElizabethMay,2,1628.0
st,1,AndrewScheer,2,1628.0
speculators,2,theJagmeetSingh,2,1730.0
speak,1,MaximeBernier,2,1993.0
speak,1,AndrewScheer,2,1993.0
source,1,MaximeBernier,2,1727.0
source,1,theJagmeetSingh,2,1727.0
son,1,MaximeBernier,2,2014.0
son,1,JustinTrudeau,2,2014.0
sold,1,MaximeBernier,2,1624.0
sold,1,AndrewScheer,2,1624.0
socalled,2,MaximeBernier,2,1508.0
snapshot,2,ElizabethMay,2,1893.0
smear,2,ElizabethMay,2,1868.0
smaller,2,MaximeBernier,2,1885.0
slowly,2,ElizabethMay,2,1681.0
slanders,2,MaximeBernier,2,1587.0
sky,2,MaximeBernier,2,1918.0
simchat,2,AndrewScheer,2,2103.0
sign,1,MaximeBernier,2,1643.0
sign,1,ElizabethMay,2,1643.0
shy,2,theJagmeetSingh,2,1742.0
shows,1,MaximeBernier,2,1652.0
shows,1,ElizabethMay,2,1652.0
shown,1,MaximeBernier,2,1657.0
shown,1,ElizabethMay,2,1657.0
shot,1,theJagmeetSingh,2,2031.0
shot,1,JustinTrudeau,2,2031.0
shortages,2,JustinTrudeau,2,2132.0
shine,1,ElizabethMay,2,2148.0
shine,1,JustinTrudeau,2,2148.0
shethenorth,2,JustinTrudeau,2,2125.0
shemini,2,AndrewScheer,2,2110.0
shape,2,JustinTrudeau,2,2167.0
served,1,ElizabethMay,2,2171.0
served,1,JustinTrudeau,2,2171.0
senator,1,AndrewScheer,2,2179.0
senator,1,JustinTrudeau,2,2179.0
seen,1,theJagmeetSingh,2,1655.0
seen,1,ElizabethMay,2,1655.0
second,1,ElizabethMay,2,2209.0
second,1,JustinTrudeau,2,2209.0
scrapping,2,AndrewScheer,2,1616.0
scientists,1,MaximeBernier,2,1660.0
scientists,1,ElizabethMay,2,1660.0
schools,1,theJagmeetSingh,2,2164.0
schools,1,AndrewScheer,2,2164.0
scenario,2,theJagmeetSingh,2,1726.0
scare,2,theJagmeetSingh,2,1763.0
saw,1,theJagmeetSingh,2,1514.0
saw,1,AndrewScheer,2,1514.0
saskatoon,1,theJagmeetSingh,2,2173.0
saskatoon,1,AndrewScheer,2,2173.0
salimmansurlnc,2,MaximeBernier,2,1839.0
sainthyacinthe,2,theJagmeetSingh,2,1722.0
sacrifice,2,AndrewScheer,2,2150.0
ryerson,2,theJagmeetSingh,2,1773.0
russell,2,ElizabethMay,2,1685.0
rupikaur,2,theJagmeetSingh,2,1748.0
rugbycanada,1,AndrewScheer,2,2191.0
rugbycanada,1,JustinTrudeau,2,2191.0
rudyturtlendp,2,theJagmeetSingh,2,1729.0
roxham,2,AndrewScheer,2,2012.0
roof,2,theJagmeetSingh,2,1733.0
roads,1,MaximeBernier,2,2137.0
roads,1,JustinTrudeau,2,2137.0
risk,1,theJagmeetSingh,2,1949.0
risk,1,JustinTrudeau,2,1949.0
ridings,2,ElizabethMay,2,1818.0
riding,2,AndrewScheer,2,1605.0
richpowerful,2,theJagmeetSingh,2,1716.0
richard,1,MaximeBernier,2,2062.0
richard,1,AndrewScheer,2,2062.0
ric,2,theJagmeetSingh,2,1717.0
reviewed,1,ElizabethMay,2,2117.0
reviewed,1,AndrewScheer,2,2117.0
revenues,2,MaximeBernier,2,1816.0
result,1,theJagmeetSingh,2,1674.0
result,1,ElizabethMay,2,1674.0
restore,2,AndrewScheer,2,2018.0
restants,2,theJagmeetSingh,2,1786.0
responsibilities,2,MaximeBernier,2,1876.0
response,1,theJagmeetSingh,2,1545.0
response,1,AndrewScheer,2,1545.0
respecting,1,MaximeBernier,2,1683.0
respecting,1,ElizabethMay,2,1683.0
reserve,2,JustinTrudeau,2,2201.0
research,1,MaximeBernier,2,2145.0
research,1,JustinTrudeau,2,2145.0
rescue,2,AndrewScheer,2,2203.0
requires,1,ElizabethMay,2,1946.0
requires,1,JustinTrudeau,2,1946.0
requirement,2,ElizabethMay,2,1896.0
requests,2,MaximeBernier,2,1573.0
represent,1,AndrewScheer,2,2025.0
represent,1,JustinTrudeau,2,2025.0
report,1,MaximeBernier,2,1888.0
report,1,ElizabethMay,2,1888.0
replacement,2,AndrewScheer,2,1527.0
repeat,2,MaximeBernier,2,1532.0
repeal,2,AndrewScheer,2,2037.0
renovation,2,AndrewScheer,2,1576.0
renovated,2,JustinTrudeau,2,2214.0
reminds,1,MaximeBernier,2,2059.0
reminds,1,AndrewScheer,2,2059.0
reminder,1,ElizabethMay,2,1618.0
reminder,1,AndrewScheer,2,1618.0
remain,1,ElizabethMay,2,2094.0
remain,1,AndrewScheer,2,2094.0
religious,2,MaximeBernier,2,1559.0
religion,2,MaximeBernier,2,1540.0
relief,2,AndrewScheer,2,1591.0
released,1,ElizabethMay,2,1963.0
released,1,AndrewScheer,2,1963.0
rejeanne2019,2,AndrewScheer,2,1602.0
region,1,AndrewScheer,2,2172.0
region,1,JustinTrudeau,2,2172.0
reflect,1,AndrewScheer,2,2004.0
reflect,1,JustinTrudeau,2,2004.0
recovery,1,AndrewScheer,2,1996.0
recovery,1,JustinTrudeau,2,1996.0
recorded,2,MaximeBernier,2,1848.0
recognized,2,JustinTrudeau,2,2116.0
recession,2,MaximeBernier,2,1832.0
recent,2,MaximeBernier,2,1802.0
receiving,2,MaximeBernier,2,1851.0
received,1,MaximeBernier,2,1586.0
received,1,AndrewScheer,2,1586.0
realistic,2,MaximeBernier,2,1938.0
reading,1,MaximeBernier,2,1905.0
reading,1,ElizabethMay,2,1905.0
radically,2,MaximeBernier,2,1567.0
quickly,1,MaximeBernier,2,1694.0
quickly,1,ElizabethMay,2,1694.0
qualified,1,ElizabethMay,2,2074.0
qualified,1,AndrewScheer,2,2074.0
pushing,1,ElizabethMay,2,2092.0
pushing,1,JustinTrudeau,2,2092.0
push,2,MaximeBernier,2,1639.0
pulling,2,JustinTrudeau,2,2050.0
puglaas,2,ElizabethMay,2,1830.0
protection,1,theJagmeetSingh,2,2151.0
protection,1,AndrewScheer,2,2151.0
proposes,1,MaximeBernier,2,1702.0
proposes,1,ElizabethMay,2,1702.0
propose,2,MaximeBernier,2,1870.0
proportion,2,MaximeBernier,2,1812.0
promote,2,JustinTrudeau,2,2142.0
project,2,AndrewScheer,2,1546.0
program,2,MaximeBernier,2,1691.0
products,2,MaximeBernier,2,1913.0
productive,2,MaximeBernier,2,1815.0
principled,2,MaximeBernier,2,1926.0
pride,2,AndrewScheer,2,1585.0
priced,2,AndrewScheer,2,1517.0
pretending,1,MaximeBernier,2,1737.0
pretending,1,theJagmeetSingh,2,1737.0
pretend,2,MaximeBernier,2,1807.0
presented,1,ElizabethMay,2,1991.0
presented,1,JustinTrudeau,2,1991.0
present,1,AndrewScheer,2,2128.0
present,1,JustinTrudeau,2,2128.0
presence,2,MaximeBernier,2,1831.0
prescription,2,JustinTrudeau,2,2027.0
prep,1,theJagmeetSingh,2,2047.0
prep,1,JustinTrudeau,2,2047.0
premiere,2,JustinTrudeau,2,2156.0
ppc2019,2,MaximeBernier,2,1700.0
pour,1,MaximeBernier,2,1757.0
pour,1,theJagmeetSingh,2,1757.0
potential,2,MaximeBernier,2,1710.0
police,2,AndrewScheer,2,1782.0
poisoning,1,theJagmeetSingh,2,1677.0
poisoning,1,ElizabethMay,2,1677.0
pledge,1,MaximeBernier,2,2016.0
pledge,1,AndrewScheer,2,2016.0
pleasure,1,MaximeBernier,2,1569.0
pleasure,1,AndrewScheer,2,1569.0
playing,1,MaximeBernier,2,2200.0
playing,1,AndrewScheer,2,2200.0
plastic,2,JustinTrudeau,2,2115.0
planes,1,MaximeBernier,2,2218.0
planes,1,AndrewScheer,2,2218.0
picking,1,AndrewScheer,2,1989.0
picking,1,JustinTrudeau,2,1989.0
photo,1,ElizabethMay,2,1971.0
photo,1,JustinTrudeau,2,1971.0
phoenix,2,ElizabethMay,2,1937.0
pharmainsurance,2,theJagmeetSingh,2,1734.0
peterborough,1,AndrewScheer,2,2089.0
peterborough,1,JustinTrudeau,2,2089.0
personalities,2,MaximeBernier,2,1645.0
personal,2,ElizabethMay,2,1791.0
periods,1,MaximeBernier,2,1535.0
periods,1,AndrewScheer,2,1535.0
perfect,1,ElizabethMay,2,1986.0
perfect,1,JustinTrudeau,2,1986.0
percent,2,JustinTrudeau,2,2033.0
paycheck,2,JustinTrudeau,2,2043.0
passionate,1,theJagmeetSingh,2,1978.0
passionate,1,JustinTrudeau,2,1978.0
passion,1,MaximeBernier,2,1743.0
passion,1,theJagmeetSingh,2,1743.0
partner,1,ElizabethMay,2,2002.0
partner,1,JustinTrudeau,2,2002.0
participating,1,MaximeBernier,2,1609.0
participating,1,AndrewScheer,2,1609.0
parrysoundmuskoka,2,ElizabethMay,2,1668.0
parksville,2,AndrewScheer,2,1549.0
park,1,theJagmeetSingh,2,1862.0
park,1,ElizabethMay,2,1862.0
paris,2,MaximeBernier,2,1845.0
parental,1,AndrewScheer,2,2186.0
parental,1,JustinTrudeau,2,2186.0
papineau,1,AndrewScheer,2,2030.0
papineau,1,JustinTrudeau,2,2030.0
paint,1,ElizabethMay,2,1581.0
paint,1,AndrewScheer,2,1581.0
owning,2,AndrewScheer,2,1509.0
ownership,1,theJagmeetSingh,2,1966.0
ownership,1,JustinTrudeau,2,1966.0
overdose,2,ElizabethMay,2,1861.0
outside,1,MaximeBernier,2,2085.0
outside,1,JustinTrudeau,2,2085.0
ottawacentre,2,theJagmeetSingh,2,1731.0
otherwise,1,ElizabethMay,2,2153.0
otherwise,1,JustinTrudeau,2,2153.0
orillia,2,JustinTrudeau,2,1960.0
organizations,1,MaximeBernier,2,2087.0
organizations,1,JustinTrudeau,2,2087.0
opinion,2,MaximeBernier,2,1593.0
openly,2,MaximeBernier,2,1890.0
opening,1,ElizabethMay,2,1943.0
opening,1,JustinTrudeau,2,1943.0
onceproud,2,AndrewScheer,2,2020.0
olivia,1,theJagmeetSingh,2,1661.0
olivia,1,ElizabethMay,2,1661.0
old,1,theJagmeetSingh,2,1701.0
old,1,ElizabethMay,2,1701.0
officers,1,theJagmeetSingh,2,1940.0
officers,1,AndrewScheer,2,1940.0
offers,2,MaximeBernier,2,1787.0
oceans,2,JustinTrudeau,2,2090.0
obstruction,1,MaximeBernier,2,1636.0
obstruction,1,AndrewScheer,2,1636.0
observe,1,theJagmeetSingh,2,1992.0
observe,1,AndrewScheer,2,1992.0
obligation,2,MaximeBernier,2,1698.0
oas,1,AndrewScheer,2,2168.0
oas,1,JustinTrudeau,2,2168.0
notion,2,MaximeBernier,2,1849.0
notice,2,ElizabethMay,2,1935.0
nonpartisan,2,ElizabethMay,2,1925.0
nipissingtimiskaming,2,MaximeBernier,2,1597.0
nice,1,MaximeBernier,2,2174.0
nice,1,JustinTrudeau,2,2174.0
niagara,2,JustinTrudeau,2,1958.0
neonazi,2,MaximeBernier,2,1601.0
neighbours,1,AndrewScheer,2,2123.0
neighbours,1,JustinTrudeau,2,2123.0
negative,2,ElizabethMay,2,1903.0
necessary,2,ElizabethMay,2,1928.0
natural,1,MaximeBernier,2,2067.0
natural,1,AndrewScheer,2,2067.0
nationbuilding,2,AndrewScheer,2,1543.0
nationalseniorsday,1,ElizabethMay,2,2121.0
nationalseniorsday,1,JustinTrudeau,2,2121.0
nanaimoladysmith,2,ElizabethMay,2,1686.0
nanaimo,2,ElizabethMay,2,1824.0
named,1,MaximeBernier,2,1976.0
named,1,AndrewScheer,2,1976.0
mudslinger,2,MaximeBernier,2,1671.0
muchneeded,2,AndrewScheer,2,1592.0
moved,1,MaximeBernier,2,1852.0
moved,1,ElizabethMay,2,1852.0
mother,1,MaximeBernier,2,1688.0
mother,1,ElizabethMay,2,1688.0
mortgage,2,AndrewScheer,2,1563.0
morally,2,MaximeBernier,2,1767.0
moodycoquitlam,2,theJagmeetSingh,2,1752.0
mondaymotivation,2,JustinTrudeau,2,2139.0
momsdads,2,theJagmeetSingh,2,1775.0
modern,1,MaximeBernier,2,2114.0
modern,1,JustinTrudeau,2,2114.0
mmiwg,2,ElizabethMay,2,1840.0
mistake,1,theJagmeetSingh,2,2224.0
mistake,1,JustinTrudeau,2,2224.0
missionmatsquifrasercanyon,2,ElizabethMay,2,1877.0
missing,2,ElizabethMay,2,1841.0
missed,1,MaximeBernier,2,1873.0
missed,1,ElizabethMay,2,1873.0
minimal,2,MaximeBernier,2,1843.0
mind,1,ElizabethMay,2,2138.0
mind,1,JustinTrudeau,2,2138.0
miller,2,ElizabethMay,2,1670.0
merci,1,MaximeBernier,2,1984.0
merci,1,JustinTrudeau,2,1984.0
mental,2,JustinTrudeau,2,1964.0
memory,1,MaximeBernier,2,1968.0
memory,1,JustinTrudeau,2,1968.0
memorial,1,AndrewScheer,2,2180.0
memorial,1,JustinTrudeau,2,2180.0
melodie,2,theJagmeetSingh,2,1746.0
medical,2,AndrewScheer,2,1538.0
meddling,2,MaximeBernier,2,1874.0
mean,1,theJagmeetSingh,2,2071.0
mean,1,AndrewScheer,2,2071.0
mayorbarrow,2,AndrewScheer,2,2011.0
mavis,1,ElizabethMay,2,2146.0
mavis,1,AndrewScheer,2,2146.0
massively,1,MaximeBernier,2,1891.0
massively,1,ElizabethMay,2,1891.0
massive,1,MaximeBernier,2,1684.0
massive,1,ElizabethMay,2,1684.0
massey,2,AndrewScheer,2,1520.0
masai,2,JustinTrudeau,2,2170.0
markkingppc,2,MaximeBernier,2,1626.0
margaretatwood,1,ElizabethMay,2,2003.0
margaretatwood,1,JustinTrudeau,2,2003.0
mans,1,MaximeBernier,2,2081.0
mans,1,AndrewScheer,2,2081.0
management,2,MaximeBernier,2,1912.0
maintain,2,AndrewScheer,2,2032.0
mail,2,MaximeBernier,2,1663.0
magic,1,ElizabethMay,2,1952.0
magic,1,JustinTrudeau,2,1952.0
lucky,1,theJagmeetSingh,2,1924.0
lucky,1,ElizabethMay,2,1924.0
lowers,1,MaximeBernier,2,1942.0
lowers,1,JustinTrudeau,2,1942.0
lowered,2,JustinTrudeau,2,1999.0
loving,1,theJagmeetSingh,2,1689.0
loving,1,ElizabethMay,2,1689.0
losing,1,MaximeBernier,2,1682.0
losing,1,ElizabethMay,2,1682.0
longterm,2,JustinTrudeau,2,2152.0
lists,2,AndrewScheer,2,1555.0
list,1,MaximeBernier,2,1894.0
list,1,ElizabethMay,2,1894.0
link,2,MaximeBernier,2,1531.0
linguistic,2,JustinTrudeau,2,2225.0
lilly,1,theJagmeetSingh,2,2161.0
lilly,1,JustinTrudeau,2,2161.0
likely,2,MaximeBernier,2,1653.0
libconcorruption,2,MaximeBernier,2,1669.0
libcon,2,MaximeBernier,2,1882.0
lib,2,MaximeBernier,2,1844.0
liar,2,MaximeBernier,2,1667.0
lhwitsum,2,ElizabethMay,2,1836.0
lgbtq2,2,JustinTrudeau,2,2035.0
lgbtq,1,theJagmeetSingh,2,1955.0
lgbtq,1,AndrewScheer,2,1955.0
letter,1,MaximeBernier,2,1987.0
letter,1,JustinTrudeau,2,1987.0
lessons,2,AndrewScheer,2,1629.0
lehoux,1,MaximeBernier,2,2064.0
lehoux,1,AndrewScheer,2,2064.0
legitimate,1,MaximeBernier,2,2144.0
legitimate,1,JustinTrudeau,2,2144.0
legislation,1,AndrewScheer,2,1990.0
legislation,1,JustinTrudeau,2,1990.0
legal,2,ElizabethMay,2,1897.0
legacy,1,theJagmeetSingh,2,2109.0
legacy,1,JustinTrudeau,2,2109.0
leftists,2,MaximeBernier,2,1898.0
lawyer,1,MaximeBernier,2,1654.0
lawyer,1,ElizabethMay,2,1654.0
launched,1,ElizabethMay,2,1537.0
launched,1,AndrewScheer,2,1537.0
latest,2,AndrewScheer,2,2048.0
larger,1,MaximeBernier,2,1673.0
larger,1,ElizabethMay,2,1673.0
large,2,MaximeBernier,2,1811.0
langley,2,AndrewScheer,2,1974.0
ladysmith,1,theJagmeetSingh,2,1819.0
ladysmith,1,ElizabethMay,2,1819.0
lady,1,ElizabethMay,2,1598.0
lady,1,AndrewScheer,2,1598.0
labour,2,JustinTrudeau,2,2134.0
la,2,AndrewScheer,2,2108.0
knocking,1,ElizabethMay,2,2052.0
knocking,1,JustinTrudeau,2,2052.0
kidding,1,MaximeBernier,2,1680.0
kidding,1,ElizabethMay,2,1680.0
kid,2,JustinTrudeau,2,2010.0
kicked,2,AndrewScheer,2,1997.0
khayhoe,2,JustinTrudeau,2,2111.0
kelowna,2,AndrewScheer,2,1588.0
keeping,1,ElizabethMay,2,1973.0
keeping,1,AndrewScheer,2,1973.0
k12,2,JustinTrudeau,2,2216.0
justiceforgrassynarrows,1,theJagmeetSingh,2,1676.0
justiceforgrassynarrows,1,ElizabethMay,2,1676.0
jurisdiction,2,MaximeBernier,2,1522.0
judgement,2,ElizabethMay,2,1695.0
jours,2,theJagmeetSingh,2,1771.0
journey,1,ElizabethMay,2,1534.0
journey,1,AndrewScheer,2,1534.0
johns,2,ElizabethMay,2,1878.0
