,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,source,urls,user,user_mentions,handle
70,Sun Aug 18 23:50:17 +0000 2019,2215,"Justin Trudeau has spent the last four years helping his political insiders get ahead.

I'm running for Prime Minister so *you* can get ahead. https://t.co/nuc5VnbFVb",[],1163236705228525568,1163236705228525568,en,,"{'created_at': 'Fri Aug 16 21:46:00 +0000 2019', 'favorite_count': 235, 'full_text': 'NP View: Unacceptable behaviour from a stubborn and wilful man https://t.co/EFgDiOfSeJ https://t.co/8TBhfSJzWj', 'hashtags': [], 'id': 1162480656443723777, 'id_str': '1162480656443723777', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/8TBhfSJzWj', 'expanded_url': 'https://twitter.com/nationalpost/status/1162480656443723777/photo/1', 'id': 1162480653700599808, 'media_url': 'http://pbs.twimg.com/media/ECH1_tYWkAAx9_8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECH1_tYWkAAx9_8.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1000, 'h': 750, 'resize': 'fit'}, 'large': {'w': 1000, 'h': 750, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/8TBhfSJzWj'}], 'retweet_count': 140, 'source': '<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox Social</a>', 'urls': [{'expanded_url': 'https://nationalpost.com/opinion/np-view-unacceptable-behaviour-from-a-stubborn-and-wilful-man?utm_medium=Social&utm_source=Twitter#Echobox=1565991960', 'url': 'https://t.co/EFgDiOfSeJ'}], 'user': {'id': 14216661, 'id_str': '14216661'}, 'user_mentions': []}",1.1624806564437238e+18,1162480656443723777,653.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://twitter.com/nationalpost/status/1162480656443723777', 'url': 'https://t.co/nuc5VnbFVb'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
72,Sun Aug 18 17:39:00 +0000 2019,178,"What a show! Last night we went to the Gold Cup &amp; Saucer with our Charlottetown candidate, Robert Campbell. We watched some of the fastest horses and best drivers in all of Eastern Canada. Very impressive to see what they could do on the track. https://t.co/vdfCUSKmSQ",[],1163143268714131457,1163143268714131457,en,"[{'display_url': 'pic.twitter.com/vdfCUSKmSQ', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163143268714131457/photo/1', 'id': 1163143262477148160, 'media_url': 'http://pbs.twimg.com/media/ECRQonbW4AAUsG3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECRQonbW4AAUsG3.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/vdfCUSKmSQ'}, {'display_url': 'pic.twitter.com/vdfCUSKmSQ', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163143268714131457/photo/1', 'id': 1163143262963666945, 'media_url': 'http://pbs.twimg.com/media/ECRQopPWkAEPhZX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECRQopPWkAEPhZX.jpg', 'sizes': {'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/vdfCUSKmSQ'}, {'display_url': 'pic.twitter.com/vdfCUSKmSQ', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163143268714131457/photo/1', 'id': 1163143263374729216, 'media_url': 'http://pbs.twimg.com/media/ECRQoqxW4AAyUHN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECRQoqxW4AAyUHN.jpg', 'sizes': {'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/vdfCUSKmSQ'}, {'display_url': 'pic.twitter.com/vdfCUSKmSQ', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163143268714131457/photo/1', 'id': 1163143264146546688, 'media_url': 'http://pbs.twimg.com/media/ECRQotpX4AAtGrr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECRQotpX4AAtGrr.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/vdfCUSKmSQ'}]",,,,38.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
74,Sun Aug 18 16:51:37 +0000 2019,1581,"If Trudeau is re-elected, his carbon tax will only go up - and make everyday essentials like gasoline, groceries, and home-heating even more expensive. https://t.co/doTPbRlrgt",[],1163131345368944641,1163131345368944641,en,,"{'created_at': 'Sat Aug 17 17:33:35 +0000 2019', 'favorite_count': 62, 'full_text': ""Scheer's plan to repeal carbon tax wins applause from Cornwall crowd https://t.co/umgPwQ2L29 #pei https://t.co/jXT1ggf2PY"", 'hashtags': [{'text': 'pei'}], 'id': 1162779521046777857, 'id_str': '1162779521046777857', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/jXT1ggf2PY', 'expanded_url': 'https://twitter.com/CBCPEI/status/1162779521046777857/photo/1', 'id': 1162779519834566658, 'media_url': 'http://pbs.twimg.com/media/ECMF0AfWsAIaj08.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECMF0AfWsAIaj08.jpg', 'sizes': {'medium': {'w': 460, 'h': 259, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 460, 'h': 259, 'resize': 'fit'}, 'small': {'w': 460, 'h': 259, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/jXT1ggf2PY'}], 'retweet_count': 26, 'source': '<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>', 'urls': [{'expanded_url': 'https://ift.tt/2MmlhVm', 'url': 'https://t.co/umgPwQ2L29'}], 'user': {'id': 18999995, 'id_str': '18999995'}, 'user_mentions': []}",1.1627795210467779e+18,1162779521046777857,497.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/CBCPEI/status/1162779521046777857', 'url': 'https://t.co/doTPbRlrgt'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
76,Sun Aug 18 14:58:47 +0000 2019,927,"Everywhere I go in Atlantic Canada I hear that the 32 Liberal MPs here have failed to stand up for you. Instead, Liberals are helping insiders and their well connected friends. Canada’s Conservatives will fight for you. https://t.co/3Rbnjh233n",[],1163102951965122561,1163102951965122561,en,"[{'display_url': 'pic.twitter.com/3Rbnjh233n', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1163102951965122561/photo/1', 'id': 1163102945392693248, 'media_url': 'http://pbs.twimg.com/media/ECQr92lXkAAkFa9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECQr92lXkAAkFa9.jpg', 'sizes': {'medium': {'w': 1024, 'h': 576, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 576, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/3Rbnjh233n'}]",,,,270.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
78,Sun Aug 18 00:56:10 +0000 2019,295,"We have a strong Conservative team across the country that is fighting for you. Today I am on PEI where I joined @StephenMalpeque, Robert Campbell, @electlogan2019, and Wayne Phelan to talk about our plan to help you get ahead. https://t.co/4GfaRF2C1Y",[],1162890899803836417,1162890899803836417,en,"[{'display_url': 'pic.twitter.com/4GfaRF2C1Y', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162890899803836417/photo/1', 'id': 1162890414619279369, 'media_url': 'http://pbs.twimg.com/media/ECNqq7wWwAkwuUB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECNqq7wWwAkwuUB.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1739, 'h': 1158, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/4GfaRF2C1Y'}, {'display_url': 'pic.twitter.com/4GfaRF2C1Y', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162890899803836417/photo/1', 'id': 1162890415189762048, 'media_url': 'http://pbs.twimg.com/media/ECNqq94XoAAR_j2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECNqq94XoAAR_j2.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1804, 'h': 1202, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/4GfaRF2C1Y'}, {'display_url': 'pic.twitter.com/4GfaRF2C1Y', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162890899803836417/photo/1', 'id': 1162890415420391426, 'media_url': 'http://pbs.twimg.com/media/ECNqq-vWwAI9pOB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECNqq-vWwAI9pOB.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1826, 'h': 1217, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/4GfaRF2C1Y'}]",,,,62.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 1133772083983474691, 'id_str': '1133772083983474691', 'name': 'Stephen Stewart', 'screen_name': 'StephenMalpeque'}, {'id': 1083030706710892544, 'id_str': '1083030706710892544', 'name': 'Logan McLellan', 'screen_name': 'electlogan2019'}]",@AndrewScheer
80,Sat Aug 17 22:34:35 +0000 2019,223,"I sat down with our candidate, Wayne Phelan, over a cup of coffee. We talked about the Conservatives plan to help all Canadians get ahead, not just get by. https://t.co/FHj3nJ3h4Q",[],1162855269954703362,1162855269954703362,en,"[{'display_url': 'pic.twitter.com/FHj3nJ3h4Q', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162855269954703362/photo/1', 'id': 1162855069332725760, 'media_url': 'http://pbs.twimg.com/media/ECNKhkTW4AA9CmJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECNKhkTW4AA9CmJ.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1866, 'h': 1244, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/FHj3nJ3h4Q'}]",,,,46.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
82,Sat Aug 17 18:33:54 +0000 2019,284,Earlier today I sat down to talk with Premier @dennyking about how we can make life more affordable while creating the opportunities Prince Edward Islanders and all Canadians need to get ahead. Great to meet with you on beautiful PEI. https://t.co/h2OgLAWgY9,[],1162794700300083201,1162794700300083201,en,"[{'display_url': 'pic.twitter.com/h2OgLAWgY9', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162794700300083201/photo/1', 'id': 1162794671904567301, 'media_url': 'http://pbs.twimg.com/media/ECMTl-WWsAUAPfH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECMTl-WWsAUAPfH.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 814, 'resize': 'fit'}, 'large': {'w': 1649, 'h': 1118, 'resize': 'fit'}, 'small': {'w': 680, 'h': 461, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/h2OgLAWgY9'}]",,,,62.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 1206179328, 'id_str': '1206179328', 'name': 'Dennis King', 'screen_name': 'dennyking'}]",@AndrewScheer
84,Sat Aug 17 13:34:14 +0000 2019,929,"Canadians need a government that upholds the rule of law, respects our democratic institutions, and helps all Canadians get ahead. Today I am on PEI and speaking about my vision for Canada. Watch Live: https://t.co/pFOief5mdN",[],1162719284491149312,1162719284491149312,en,,,,,231.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/videos/2078067289163146/', 'url': 'https://t.co/pFOief5mdN'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
86,Sat Aug 17 03:12:53 +0000 2019,1970,My family and I geared up and hit the open waters of the Atlantic Ocean this afternoon. My Prairie-born kids loved being able to fish for mackerel on a big “lake” with no land in sight. https://t.co/g4bzJavrlr,[],1162562916056555523,1162562916056555523,en,"[{'display_url': 'pic.twitter.com/g4bzJavrlr', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162562916056555523/photo/1', 'id': 1162562884615966720, 'media_url': 'http://pbs.twimg.com/media/ECJAyLaWkAAXgb1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECJAyLaWkAAXgb1.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1771, 'h': 1180, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/g4bzJavrlr'}, {'display_url': 'pic.twitter.com/g4bzJavrlr', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162562916056555523/photo/1', 'id': 1162562884725104640, 'media_url': 'http://pbs.twimg.com/media/ECJAyL0X4AAAUY_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECJAyL0X4AAAUY_.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1743, 'h': 1161, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/g4bzJavrlr'}, {'display_url': 'pic.twitter.com/g4bzJavrlr', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162562916056555523/photo/1', 'id': 1162562884901265408, 'media_url': 'http://pbs.twimg.com/media/ECJAyMeX4AAILAY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECJAyMeX4AAILAY.jpg', 'sizes': {'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1280, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/g4bzJavrlr'}]",,,,224.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
88,Sat Aug 17 00:59:57 +0000 2019,1253,Justin Trudeau has spent the last four years helping his political insiders get ahead. I’ll put Canadians’ interests first. https://t.co/WwKf5PTxQI,[],1162529462195560450,1162529462195560450,en,,,1.1621005863025828e+18,1162100586302582805,395.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/CPC_HQ/status/1162100586302582805', 'url': 'https://t.co/WwKf5PTxQI'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
90,Fri Aug 16 22:54:50 +0000 2019,1115,Glad to hear the RCMP has looked into the SNC-Lavalin corruption scandal. Canadians want to see Justin Trudeau held accountable for his actions. https://t.co/zMQFmyLRSt,[],1162497975635124224,1162497975635124224,en,"[{'display_url': 'pic.twitter.com/zMQFmyLRSt', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162497975635124224/photo/1', 'id': 1162497841534836736, 'media_url': 'http://pbs.twimg.com/media/ECIFoLDXoAAIdX-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECIFoLDXoAAIdX-.jpg', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/zMQFmyLRSt'}]",,,,383.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
92,Fri Aug 16 20:39:17 +0000 2019,506,The best time is always family time. https://t.co/mcrVO5hzG1,[],1162463864082112513,1162463864082112513,en,"[{'display_url': 'pic.twitter.com/mcrVO5hzG1', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162463864082112513/photo/1', 'id': 1162463791625461760, 'media_url': 'http://pbs.twimg.com/media/ECHmqNQW4AAM9L7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECHmqNQW4AAM9L7.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1280, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/mcrVO5hzG1'}, {'display_url': 'pic.twitter.com/mcrVO5hzG1', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162463864082112513/photo/1', 'id': 1162463791633895424, 'media_url': 'http://pbs.twimg.com/media/ECHmqNSXkAAKJ6X.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECHmqNSXkAAKJ6X.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'large': {'w': 1650, 'h': 1099, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/mcrVO5hzG1'}]",,,,48.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
94,Fri Aug 16 20:09:09 +0000 2019,228,"BBQ, sun, family &amp; good company is what summer is about. Huge congrats to all the vendors at Summerside’s RibFest, the ribs were fantastic! Thank you to everyone who came up to say hi &amp; offer their support, Conservatives are fighting for the opportunities you need to get ahead. https://t.co/sOaug35OVz",[],1162456279241150464,1162456279241150464,en,"[{'display_url': 'pic.twitter.com/sOaug35OVz', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162456279241150464/photo/1', 'id': 1162456261276950528, 'media_url': 'http://pbs.twimg.com/media/ECHfz4hXYAArd2Q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECHfz4hXYAArd2Q.jpg', 'sizes': {'large': {'w': 1920, 'h': 1280, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/sOaug35OVz'}, {'display_url': 'pic.twitter.com/sOaug35OVz', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162456279241150464/photo/1', 'id': 1162456261323034625, 'media_url': 'http://pbs.twimg.com/media/ECHfz4sWkAEmS6X.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECHfz4sWkAEmS6X.jpg', 'sizes': {'large': {'w': 1631, 'h': 1086, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/sOaug35OVz'}, {'display_url': 'pic.twitter.com/sOaug35OVz', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162456279241150464/photo/1', 'id': 1162456261394423809, 'media_url': 'http://pbs.twimg.com/media/ECHfz49X4AEvQjS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECHfz49X4AEvQjS.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'large': {'w': 1372, 'h': 914, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'type': 'photo', 'url': 'https://t.co/sOaug35OVz'}, {'display_url': 'pic.twitter.com/sOaug35OVz', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162456279241150464/photo/1', 'id': 1162456261616648192, 'media_url': 'http://pbs.twimg.com/media/ECHfz5yWwAAqYt7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECHfz5yWwAAqYt7.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1679, 'h': 1119, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/sOaug35OVz'}]",,,,48.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
96,Fri Aug 16 18:21:21 +0000 2019,4081,I wonder if Justin Trudeau is still going to sue me. Gosh I sure hope he does. https://t.co/hxisyaw9Za,[],1162429153813106689,1162429153813106689,en,"[{'display_url': 'pic.twitter.com/hxisyaw9Za', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162429153813106689/photo/1', 'id': 1162429147521650689, 'media_url': 'http://pbs.twimg.com/media/ECHHJp6WkAETlG1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECHHJp6WkAETlG1.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 304, 'h': 680, 'resize': 'fit'}, 'large': {'w': 700, 'h': 1564, 'resize': 'fit'}, 'medium': {'w': 537, 'h': 1200, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/hxisyaw9Za'}]",,,,1346.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
98,Fri Aug 16 16:26:16 +0000 2019,1747,"It should have been a great day, but Canada’s PM was just found guilty – again – of breaking federal ethics law. It is incredibly troubling that Justin Trudeau doesn’t understand how serious this is and that he keeps helping his political insiders get ahead, instead of Canadians. https://t.co/ozVZWG1V1P",[],1162400190822801412,1162400190822801412,en,,"{'created_at': 'Fri Aug 16 11:00:00 +0000 2019', 'favorite_count': 3585, 'full_text': '.@AndrewScheer bumped into Justin Trudeau yesterday in New Brunswick. Scheer had a blunt message that Trudeau needed to start being honest with Canadians about his SNC-Lavalin scandal and cover-up. #cdnpoli https://t.co/3gTCIfxXhW', 'hashtags': [{'text': 'cdnpoli'}], 'id': 1162318083115159552, 'id_str': '1162318083115159552', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/3gTCIfxXhW', 'expanded_url': 'https://twitter.com/CPC_HQ/status/1162318083115159552/video/1', 'id': 1162200143204143104, 'media_url': 'http://pbs.twimg.com/media/ECD3yePUIAA4HL2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECD3yePUIAA4HL2.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/3gTCIfxXhW', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 11875, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1162200143204143104/pl/yXIKfvtUy6Bh1Dy0.m3u8?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1162200143204143104/vid/1280x720/fGyc2qWMQAP_YtmN.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1162200143204143104/vid/480x270/2KQJR0HKE1TTzq5Q.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1162200143204143104/vid/640x360/RySw5vlYOSGGKak8.mp4?tag=13'}]}}], 'retweet_count': 1910, 'source': '<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>', 'urls': [], 'user': {'id': 190817371, 'id_str': '190817371'}, 'user_mentions': [{'id': 256360738, 'id_str': '256360738', 'name': 'Andrew Scheer', 'screen_name': 'AndrewScheer'}]}",1.1623180831151596e+18,1162318083115159552,730.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/CPC_HQ/status/1162318083115159552', 'url': 'https://t.co/ozVZWG1V1P'}]","{'id': 256360738, 'id_str': '256360738'}",[],@AndrewScheer
100,Fri Aug 16 15:33:34 +0000 2019,197,".@SenAndreychuk is a fellow Saskatchewanian and friend. She has been a driving force in the Senate for many years and I am inspired by her dedication. 

You will be greatly missed and enjoy your retirement, you have earned it! https://t.co/mV34dmPZzV",[],1162386929880580096,1162386929880580096,en,"[{'display_url': 'pic.twitter.com/mV34dmPZzV', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1162386929880580096/photo/1', 'id': 1162386875371393025, 'media_url': 'http://pbs.twimg.com/media/ECGgtF4WkAExZ1k.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ECGgtF4WkAExZ1k.jpg', 'sizes': {'medium': {'w': 1200, 'h': 790, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1348, 'resize': 'fit'}, 'small': {'w': 680, 'h': 447, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/mV34dmPZzV'}]",,,,33.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 902575098, 'id_str': '902575098', 'name': 'Raynell Andreychuk', 'screen_name': 'SenAndreychuk'}]",@AndrewScheer
