,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,source,urls,user,user_mentions,handle
61,Mon Jul 15 18:11:51 +0000 2019,4929,"Flying can be expensive and stressful, and you deserve to be treated with respect if your flight is overbooked, delayed, or something happens to your bags. That’s why we’ve implemented clear and fair air passenger rights – and they come into effect today. https://t.co/stSOvmoZam",[],1150830351473885186,1150830351473885186,en,,,,,830.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'expanded_url': 'https://globalnews.ca/news/5494611/air-passenger-bill-or-rights/', 'url': 'https://t.co/stSOvmoZam'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
63,Mon Jul 15 16:15:57 +0000 2019,896,"Starting today, new Air Passenger Rights set out rules to protect you when you travel: 
✈️Clear communication about your rights
✈️Fair compensation for overbooked flights &amp; lost or damaged baggage
✈️Better treatment during tarmac delays https://t.co/vYBxayQE0s",[],1150801183025573888,1150801183025573888,en,"[{'display_url': 'pic.twitter.com/vYBxayQE0s', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150801183025573888/photo/1', 'id': 1150799951062097923, 'media_url': 'http://pbs.twimg.com/media/D_h2dVKX4AMRDLO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_h2dVKX4AMRDLO.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/vYBxayQE0s'}]",,,,194.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
65,Mon Jul 15 15:18:33 +0000 2019,668,"Happy World Youth Skills Day! I've seen firsthand the passion &amp; determination that drives young people across Canada &amp; around the globe. You are the leaders of today, and our government will keep fighting for you – and with you – to build a better future. https://t.co/bcB9wmCPMC",[],1150786737133760512,1150786737133760512,en,,,,,125.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'expanded_url': 'https://pm.gc.ca/eng/news/2019/07/15/statement-prime-minister-world-youth-skills-day', 'url': 'https://t.co/bcB9wmCPMC'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
67,Sun Jul 14 17:53:49 +0000 2019,2766,"Canada condemns the terrorist attack in Somalia. Our thoughts are with all the victims and their families, including Somali-Canadian Hodan Nalayeh. Her loss is deeply felt in Canada and in Somali &amp; journalistic communities around the world. https://t.co/l2TWTDkTx2",[],1150463424247341063,1150463424247341063,en,,,,,788.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://pm.gc.ca/eng/news/2019/07/14/statement-prime-minister-terrorist-attack-somalia', 'url': 'https://t.co/l2TWTDkTx2'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
69,Sun Jul 14 15:53:07 +0000 2019,2988,"Great news: The Canada Child Benefit is going up next Saturday! That means more money, tax-free, for moms and dads across the country to spend where you and your kids need it most. https://t.co/k1jEqeP4Fe",[],1150433050418978816,1150433050418978816,en,"[{'display_url': 'pic.twitter.com/k1jEqeP4Fe', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150433050418978816/photo/1', 'id': 1150433043573878793, 'media_url': 'http://pbs.twimg.com/media/D_cowgQXsAk1m7P.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_cowgQXsAk1m7P.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 801, 'resize': 'fit'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'large': {'w': 1487, 'h': 992, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/k1jEqeP4Fe'}]",,,,557.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
71,Sun Jul 14 14:52:07 +0000 2019,3731,"Pancakes, anyone? Had a great time at the @SunaltaYYC Stampede Breakfast yesterday! https://t.co/84Vj4wDbmU",[],1150417698888781824,1150417698888781824,en,"[{'display_url': 'pic.twitter.com/84Vj4wDbmU', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150417698888781824/photo/1', 'id': 1150417693650108420, 'media_url': 'http://pbs.twimg.com/media/D_cazBVWwAQYqJt.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_cazBVWwAQYqJt.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 682, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 682, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/84Vj4wDbmU'}, {'display_url': 'pic.twitter.com/84Vj4wDbmU', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150417698888781824/photo/1', 'id': 1150417693650096128, 'media_url': 'http://pbs.twimg.com/media/D_cazBVWkAAUovm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_cazBVWkAAUovm.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 682, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 682, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/84Vj4wDbmU'}, {'display_url': 'pic.twitter.com/84Vj4wDbmU', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150417698888781824/photo/1', 'id': 1150417693645950976, 'media_url': 'http://pbs.twimg.com/media/D_cazBUXUAADIs6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_cazBUXUAADIs6.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 682, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 682, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/84Vj4wDbmU'}]",,,,312.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 262190316, 'id_str': '262190316', 'name': 'Sunalta Community', 'screen_name': 'SunaltaYYC'}]",@JustinTrudeau
73,Sat Jul 13 02:32:07 +0000 2019,3372,"Growing our economy today and investing in a cleaner tomorrow – that’s how Canada is going to succeed. And that’s what we’re doing with the Trans Mountain Expansion. It will create good, middle class jobs &amp; we’ll invest every dollar earned into our clean energy transition. https://t.co/FPhPOUY4LQ",[],1149869082034020352,1149869082034020352,en,"[{'display_url': 'pic.twitter.com/FPhPOUY4LQ', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149869082034020352/video/1', 'id': 1149863116244750336, 'media_url': 'http://pbs.twimg.com/media/D_Uj2emXkAEEixf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_Uj2emXkAEEixf.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/FPhPOUY4LQ', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 60102, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1149863116244750336/vid/480x270/o9yTBjo4yostym5o.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1149863116244750336/vid/1280x720/kdEoK6oUB8U9vqZe.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1149863116244750336/vid/640x360/RKszY5QnozVCn7JG.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1149863116244750336/pl/T65XhdTIURiV0Ba1.m3u8?tag=13'}]}}]",,,,591.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
75,Fri Jul 12 21:44:58 +0000 2019,938,"I dropped by @TheBeltliner today for some good food, great conversations, and a few high fives! Thanks to @kenthehr and the lunch crowd for welcoming me back to Calgary. https://t.co/AlUGL9x1jT",[],1149796817187610624,1149796817187610624,en,"[{'display_url': 'pic.twitter.com/AlUGL9x1jT', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149796817187610624/photo/1', 'id': 1149796813542776833, 'media_url': 'http://pbs.twimg.com/media/D_TmHCsX4AEIlr0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_TmHCsX4AEIlr0.jpg', 'sizes': {'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 1685, 'h': 1124, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/AlUGL9x1jT'}, {'display_url': 'pic.twitter.com/AlUGL9x1jT', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149796817187610624/photo/1', 'id': 1149796813517545489, 'media_url': 'http://pbs.twimg.com/media/D_TmHCmW4BENCXg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_TmHCmW4BENCXg.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1659, 'h': 1106, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/AlUGL9x1jT'}, {'display_url': 'pic.twitter.com/AlUGL9x1jT', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149796817187610624/photo/1', 'id': 1149796813509185536, 'media_url': 'http://pbs.twimg.com/media/D_TmHCkXUAAjhvR.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_TmHCkXUAAjhvR.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1722, 'h': 1148, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/AlUGL9x1jT'}]",,,,131.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 576322004, 'id_str': '576322004', 'name': 'The Beltliner', 'screen_name': 'TheBeltliner'}, {'id': 18736221, 'id_str': '18736221', 'name': 'Kent Hehr 🇨🇦', 'screen_name': 'kenthehr'}]",@JustinTrudeau
77,Fri Jul 12 19:00:29 +0000 2019,785,"The Trans Mountain Expansion project is going forward, and work is getting started this construction season. That means thousands of good, middle class jobs for workers here in Alberta and right across the country. https://t.co/dJrUaXd5kW",[],1149755424515792898,1149755424515792898,en,"[{'display_url': 'pic.twitter.com/dJrUaXd5kW', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149755424515792898/photo/1', 'id': 1149754776797753344, 'media_url': 'http://pbs.twimg.com/media/D_S_4LnWsAAxZc3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_S_4LnWsAAxZc3.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 1591, 'h': 1061, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/dJrUaXd5kW'}, {'display_url': 'pic.twitter.com/dJrUaXd5kW', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149755424515792898/photo/1', 'id': 1149754799015047169, 'media_url': 'http://pbs.twimg.com/media/D_S_5eYXsAE_Sf1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_S_5eYXsAE_Sf1.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1715, 'h': 1143, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/dJrUaXd5kW'}]",,,,128.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
79,Fri Jul 12 13:45:12 +0000 2019,1671,"We're investing in seniors &amp; all Canadians who want a good retirement:
✔️Enhanced the Canada Pension Plan
✔️Boosted retirement benefits &amp; moved the age from 67 to 65
✔️More support for caregivers, home care &amp; low-income seniors
✔️Helping seniors stay involved in their communities https://t.co/AhkU3ING5A",[],1149676083824025600,1149676083824025600,en,"[{'display_url': 'pic.twitter.com/AhkU3ING5A', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149676083824025600/photo/1', 'id': 1149675321471295493, 'media_url': 'http://pbs.twimg.com/media/D_R3nRdUYAU_5Ct.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_R3nRdUYAU_5Ct.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 676, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/AhkU3ING5A'}]",,,,348.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
81,Thu Jul 11 20:30:14 +0000 2019,1404,Thanks to @CanTeachersFed for having a former teacher at your #AGM2019AGA. Teachers have a huge impact on our communities – that's why we're investing in programs that make a real difference for you &amp; building a future where all your students have a fair &amp; equal shot at success. https://t.co/NbN6aTOYCk,[{'text': 'AGM2019AGA'}],1149415622658416640,1149415622658416640,en,"[{'display_url': 'pic.twitter.com/NbN6aTOYCk', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149415622658416640/photo/1', 'id': 1149415617193230336, 'media_url': 'http://pbs.twimg.com/media/D_OLafoWwAAPZE5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_OLafoWwAAPZE5.jpg', 'sizes': {'large': {'w': 2048, 'h': 1524, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 893, 'resize': 'fit'}, 'small': {'w': 680, 'h': 506, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/NbN6aTOYCk'}, {'display_url': 'pic.twitter.com/NbN6aTOYCk', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149415622658416640/photo/1', 'id': 1149415617210015744, 'media_url': 'http://pbs.twimg.com/media/D_OLafsW4AAw6BV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_OLafsW4AAw6BV.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/NbN6aTOYCk'}, {'display_url': 'pic.twitter.com/NbN6aTOYCk', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149415622658416640/photo/1', 'id': 1149415617214255107, 'media_url': 'http://pbs.twimg.com/media/D_OLaftXkAMdKhP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_OLaftXkAMdKhP.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/NbN6aTOYCk'}]",,,,216.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 46117888, 'id_str': '46117888', 'name': 'CTF/FCE', 'screen_name': 'CanTeachersFed'}]",@JustinTrudeau
83,Thu Jul 11 01:15:54 +0000 2019,1062,"Welcome to the team, @s_guilbeault! Together we’ll keep working to grow the middle class, fight climate change, and build a better, cleaner future for Quebecers – and all Canadians. https://t.co/FZ0CB3d6yW",[],1149125127847776256,1149125127847776256,en,"[{'display_url': 'pic.twitter.com/FZ0CB3d6yW', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149125127847776256/photo/1', 'id': 1149124257127051264, 'media_url': 'http://pbs.twimg.com/media/D_KCbGzXsAAgnZB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_KCbGzXsAAgnZB.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/FZ0CB3d6yW'}]",,,,142.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 276713213, 'id_str': '276713213', 'name': 'steven guilbeault', 'screen_name': 's_guilbeault'}]",@JustinTrudeau
85,Wed Jul 10 23:37:34 +0000 2019,580,"I had a productive meeting in Montreal today with community &amp; economic organizations from Hochelaga &amp; the East End. Thanks for the conversation about the issues that matter most to people here – like public transportation, access to affordable housing, food security &amp; good jobs. https://t.co/Ym4sV7aleL",[],1149100379159900161,1149100379159900161,en,"[{'display_url': 'pic.twitter.com/Ym4sV7aleL', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1149100379159900161/photo/1', 'id': 1149100359404724224, 'media_url': 'http://pbs.twimg.com/media/D_JssE2XoAA_2Bs.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_JssE2XoAA_2Bs.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/Ym4sV7aleL'}]",,,,66.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
87,Wed Jul 10 20:18:26 +0000 2019,1536,"Nicholas Kasirer has led an exceptional 30-year career as a judge and professor of law. Today, we announce his nomination to the Supreme Court of Canada – I know he will serve Canadians well in this role. https://t.co/xyXjhiUaAL",[],1149050267134046208,1149050267134046208,en,,,,,353.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'expanded_url': 'https://pm.gc.ca/eng/news/2019/07/10/prime-minister-announces-nomination-honourable-nicholas-kasirer-supreme-court-canada', 'url': 'https://t.co/xyXjhiUaAL'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
89,Wed Jul 10 17:06:27 +0000 2019,422,"Next week @eucopresident &amp; @JunckerEU will join me in Montreal for the Canada-EU Summit, where we’ll focus on creating good jobs for the middle class &amp; new opportunities for people on both sides of the Atlantic through CETA, &amp; fighting climate change. https://t.co/X2s8ShsCQ2",[],1149001952833036294,1149001952833036294,en,,,,,91.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://pm.gc.ca/eng/news/2019/07/10/canada-host-canada-european-union-summit-montreal', 'url': 'https://t.co/X2s8ShsCQ2'}]","{'id': 14260960, 'id_str': '14260960'}","[{'id': 196994616, 'id_str': '196994616', 'name': 'Donald Tusk', 'screen_name': 'eucopresident'}, {'id': 169426475, 'id_str': '169426475', 'name': 'Jean-Claude Juncker', 'screen_name': 'JunckerEU'}]",@JustinTrudeau
1,Wed Jul 10 13:28:03 +0000 2019,426,"The @NATO Secretary General, @jensstoltenberg, will visit Canada from July 14 to 16 – we’ll talk about global challenges, and how we’ll work together to advance peace &amp; security around the world. Looking forward to welcoming you next week, Jens. https://t.co/xIyR1xKYgP",[],1148946990614667265,1148946990614667265,en,,,,,91.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://pm.gc.ca/eng/news/2019/07/10/secretary-general-north-atlantic-treaty-organization-visit-canada', 'url': 'https://t.co/xIyR1xKYgP'}]","{'id': 14260960, 'id_str': '14260960'}","[{'id': 83795099, 'id_str': '83795099', 'name': 'NATO', 'screen_name': 'NATO'}, {'id': 20796069, 'id_str': '20796069', 'name': 'Jens Stoltenberg', 'screen_name': 'jensstoltenberg'}]",@JustinTrudeau
3,Tue Jul 09 17:47:27 +0000 2019,2413,"Buying your first home is a big step, and we want to make it easier and more affordable. The new First-Time Home Buyer Incentive will help you with your down payment and lower your mortgage – so you can make your dream of owning a home a reality. https://t.co/HzpiooGrZv",[],1148649883089420294,1148649883089420294,en,"[{'display_url': 'pic.twitter.com/HzpiooGrZv', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1148649883089420294/video/1', 'id': 1148648183343566848, 'media_url': 'http://pbs.twimg.com/media/D_DRlYPXYAAef3Q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_DRlYPXYAAef3Q.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 960, 'h': 720, 'resize': 'fit'}, 'large': {'w': 960, 'h': 720, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/HzpiooGrZv', 'video_info': {'aspect_ratio': [4, 3], 'duration_millis': 17967, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1148648183343566848/vid/480x360/zhu2xhz-l1DR6gDm.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1148648183343566848/vid/960x720/0_XxqkqiwZsRAutY.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1148648183343566848/pl/cCxG9BWzRp_SRE5V.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1148648183343566848/vid/360x270/jNNMY5ol1LV_HSyp.mp4?tag=13'}]}}]",,,,453.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
5,Mon Jul 08 21:50:19 +0000 2019,766,"Congratulations to @kmitsotakis on your electoral victory. Canada and Greece share a deep partnership, and I look forward to working with you to strengthen our economic ties &amp; trade through CETA, and create more jobs &amp; opportunities for people in both our countries. Sinharitiria!",[],1148348613870923776,1148348613870923776,en,,,,,102.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 14283525, 'id_str': '14283525', 'name': 'Kyriakos Mitsotakis', 'screen_name': 'kmitsotakis'}]",@JustinTrudeau
7,Mon Jul 08 20:36:14 +0000 2019,1896,"We were elected on a plan to invest in Canadians, and that’s what we’ll keep doing – to create more jobs, grow the middle class, and make life more affordable for families. https://t.co/bsWYQikCtH",[],1148329971569569792,1148329971569569792,en,"[{'display_url': 'pic.twitter.com/bsWYQikCtH', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1148329971569569792/photo/1', 'id': 1148329245162332161, 'media_url': 'http://pbs.twimg.com/media/D--vXUcX4AEU8l4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D--vXUcX4AEU8l4.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 1200, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/bsWYQikCtH'}]",,,,279.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
9,Mon Jul 08 15:46:23 +0000 2019,905,"Thanks to Premier @dennyking for sitting down in Ottawa today. We had a productive first meeting focused on building stronger communities &amp; affordable housing, fighting climate change, and how we’re going to work together to create jobs &amp; opportunities for Islanders. https://t.co/gVmNk4voAQ",[],1148257026767806464,1148257026767806464,en,"[{'display_url': 'pic.twitter.com/gVmNk4voAQ', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1148257026767806464/photo/1', 'id': 1148255054933254145, 'media_url': 'http://pbs.twimg.com/media/D-9r44TX4AEUvM9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D-9r44TX4AEUvM9.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/gVmNk4voAQ'}]",,,,116.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 1206179328, 'id_str': '1206179328', 'name': 'Dennis King', 'screen_name': 'dennyking'}]",@JustinTrudeau
11,Sun Jul 07 13:01:01 +0000 2019,3442,"The Ahmadiyya community exemplifies what it really means to be there for our neighbours and have “love for all, hatred for none.” It was great to be back at the 43rd Jalsa Salana of the Ahmadiyya Muslim Jama`at Canada - thank you for having me yesterday. https://t.co/FRdG77vJRS",[],1147853021902245890,1147853021902245890,en,"[{'display_url': 'pic.twitter.com/FRdG77vJRS', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1147853021902245890/photo/1', 'id': 1147853009512292354, 'media_url': 'http://pbs.twimg.com/media/D-3-OwZX4AI1gLx.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D-3-OwZX4AI1gLx.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/FRdG77vJRS'}]",,,,1360.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau
