,Unnamed: 0,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,source,urls,user,user_mentions,handle,date_time,date,date_week,clean_tweet,break_tweet
226,17,Wed Jul 17 18:29:30 +0000 2019,730,"Today in Montreal, I met with @Bell CEO George Cope about the work we’re doing to connect more rural communities to broadband &amp; lower wireless costs for Canadians. Thanks for the meeting, George. https://t.co/J5wBoghRN9",[],1151559565646995459,1151559565646995459,en,"[{'display_url': 'pic.twitter.com/J5wBoghRN9', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1151559565646995459/photo/1', 'id': 1151557633041666050, 'media_url': 'http://pbs.twimg.com/media/D_snkOfWkAIw4aJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_snkOfWkAIw4aJ.jpg', 'sizes': {'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/J5wBoghRN9'}]",,,,103.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 38807340, 'id_str': '38807340', 'name': 'Bell', 'screen_name': 'Bell'}]",@JustinTrudeau,2019-07-17 18:29:30+00:00,2019-07-17,2019-07-15,today montreal meet bell ceo george cope work ’ connect rural community broadband amp low wireles cost canadian thank meeting george http t.co/j5wboghrn9,"Today in Montreal, I met with @Bell CEO George Cope about th<br>e work we’re doing to connect more rural communities to broa<br>dband &amp; lower wireless costs for Canadians. Thanks for t<br>he meeting, George. https://t.co/J5wBoghRN<br>"
227,19,Wed Jul 17 17:50:07 +0000 2019,1986,"When we launched the #CanadaChildBenefit, people called it a “game-changer.” And after helping lift nearly 300,000 kids out of poverty – it still is. We're increasing it this Saturday, so it can keep changing the game &amp; making life more affordable for millions of families. https://t.co/Qw4GPaQWSY",[{'text': 'CanadaChildBenefit'}],1151549655685242880,1151549655685242880,en,,"{'created_at': 'Mon Jul 04 22:45:12 +0000 2016', 'favorite_count': 578, 'full_text': '""Canada child benefit a game-changer for women and children,"" by @YWCAToronto https://t.co/wWEIAuyKBj via @HuffPostCanada', 'hashtags': [], 'id': 750098163525120000, 'id_str': '750098163525120000', 'lang': 'en', 'retweet_count': 200, 'source': '<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>', 'urls': [{'expanded_url': 'http://www.huffingtonpost.ca/ywca-toronto/canada-child-benefit_b_10758290.html', 'url': 'https://t.co/wWEIAuyKBj'}], 'user': {'id': 14260960, 'id_str': '14260960'}, 'user_mentions': [{'id': 229521349, 'id_str': '229521349', 'name': 'YWCA Toronto', 'screen_name': 'YWCAToronto'}, {'id': 289998339, 'id_str': '289998339', 'name': 'HuffPost Canada', 'screen_name': 'HuffPostCanada'}]}",7.5009816352512e+17,7.5009816352512e+17,423.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'expanded_url': 'https://twitter.com/JustinTrudeau/status/750098163525120000', 'url': 'https://t.co/Qw4GPaQWSY'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-07-17 17:50:07+00:00,2019-07-17,2019-07-15,"launch canadachildbenefit person call “ game-changer ” help lift nearly 300,000 kid poverty – still 're increase thi saturday keep change game amp make life affordable million family http t.co/qw4gpaqwsy","When we launched the #CanadaChildBenefit, people called it a<br> “game-changer.” And after helping lift nearly 300,000 kids <br>out of poverty – it still is. We're increasing it this Satur<br>day, so it can keep changing the game &amp; making life more<br> affordable for millions of families. https://t.co/Qw4GPaQWS<br><br>"
228,21,Wed Jul 17 15:04:25 +0000 2019,549,Russell Mirasty is an outstanding leader who served 36 years in the RCMP and paved the way for Indigenous peoples in the national police force. I know he’ll keep making a difference for people in Saskatchewan in his new role as Lieutenant Governor. https://t.co/TfXbdniyYX,[],1151507955600306176,1151507955600306176,en,,,,,107.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'expanded_url': 'https://pm.gc.ca/eng/news/2019/07/17/prime-minister-announces-new-lieutenant-governor-saskatchewan', 'url': 'https://t.co/TfXbdniyYX'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-07-17 15:04:25+00:00,2019-07-17,2019-07-15,russell mirasty outstanding leader serve 36 year rcmp pave way indigenou people national polouse force know ’ keep make difference person saskatchewan hi new role lieutenant governor http t.co/tfxbdniyyx,Russell Mirasty is an outstanding leader who served 36 years<br> in the RCMP and paved the way for Indigenous peoples in the<br> national police force. I know he’ll keep making a differenc<br>e for people in Saskatchewan in his new role as Lieutenant G<br>overnor. https://t.co/TfXbdniyY<br>
229,23,Wed Jul 17 02:43:39 +0000 2019,5745,"There's no question that women should have the right to equal pay, financial security, freedom from violence, and to choose what they do with their own bodies. I met with women’s organization leaders today to hear their ideas on upholding these rights &amp; advancing gender equality. https://t.co/x2vQSKBMiJ",[],1151321536189620225,1151321536189620225,en,"[{'display_url': 'pic.twitter.com/x2vQSKBMiJ', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1151321536189620225/photo/1', 'id': 1151320686159441922, 'media_url': 'http://pbs.twimg.com/media/D_pQEGkXsAIl1cn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_pQEGkXsAIl1cn.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/x2vQSKBMiJ'}]",,,,1005.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-07-17 02:43:39+00:00,2019-07-17,2019-07-15,question woman right equal pay financial security freedom violence choose body meet woman ’ organization leader today hear idea uphold right amp advance gender equality http t.co/x2vqskbmij,"There's no question that women should have the right to equa<br>l pay, financial security, freedom from violence, and to cho<br>ose what they do with their own bodies. I met with women’s o<br>rganization leaders today to hear their ideas on upholding t<br>hese rights &amp; advancing gender equality. https://t.co/x2<br>vQSKBMi<br>"
230,25,Wed Jul 17 02:12:42 +0000 2019,953,"Greek Canadians make significant contributions to our country every day, and have for generations. Thanks to the members of Hellenic organizations for sitting down with me today to talk about how we’ll keep working together to strengthen communities in Quebec. https://t.co/Y64YtVgumu",[],1151313747664916480,1151313747664916480,en,"[{'display_url': 'pic.twitter.com/Y64YtVgumu', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1151313747664916480/photo/1', 'id': 1151313744707956736, 'media_url': 'http://pbs.twimg.com/media/D_pJwDpXsAAhMJC.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_pJwDpXsAAhMJC.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/Y64YtVgumu'}]",,,,118.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-07-17 02:12:42+00:00,2019-07-17,2019-07-15,greek canadian make significant contribution country every day generation thank member hellenic organization sit today talk ’ keep work together strengthen community quebec http t.co/y64ytvgumu,"Greek Canadians make significant contributions to our countr<br>y every day, and have for generations. Thanks to the members<br> of Hellenic organizations for sitting down with me today to<br> talk about how we’ll keep working together to strengthen co<br>mmunities in Quebec. https://t.co/Y64YtVgum<br>"
231,27,Tue Jul 16 13:16:19 +0000 2019,1854,"The #CanadaChildBenefit by the numbers:
⬆️9 out of 10 families have more money than under the old system
👨‍👩‍👧‍👦Nearly 3.7 million families have benefitted
👶It’s helped lift nearly 300,000 kids out of poverty
🎉And in 4 days, it’s getting even more generous! https://t.co/qADJtuJZhR",[{'text': 'CanadaChildBenefit'}],1151118363525025792,1151118363525025792,en,"[{'display_url': 'pic.twitter.com/qADJtuJZhR', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1151118363525025792/photo/1', 'id': 1151117496197533696, 'media_url': 'http://pbs.twimg.com/media/D_mXQ4-XUAATqnk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_mXQ4-XUAATqnk.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/qADJtuJZhR'}]",,,,442.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-07-16 13:16:19+00:00,2019-07-16,2019-07-15,"canadachildbenefit number 10 family money old system 👨‍👩‍👧‍👦nearly 3.7 million family benefit 👶it ’ help lift nearly 300,000 kid poverty 🎉and 4 day ’ get even generou http t.co/qadjtujzhr","The #CanadaChildBenefit by the numbers:
⬆️9 out of 10 famili<br>es have more money than under the old system
👨‍👩‍👧‍👦Nearly 3<br>.7 million families have benefitted
👶It’s helped lift nearly<br> 300,000 kids out of poverty
🎉And in 4 days, it’s getting ev<br>en more generous! https://t.co/qADJtuJZh<br>"
232,29,Tue Jul 16 00:42:41 +0000 2019,466,"This is what #BuildingCanada is about: investing in local infrastructure projects that have a real impact. For people in @Greater_Napanee, that means a cleaner Napanee River that will make their community stronger &amp; healthier for generations to come. https://t.co/iplLTNtRlb",[{'text': 'BuildingCanada'}],1150928704794779650,1150928704794779650,en,,"{'created_at': 'Mon Jul 15 17:57:39 +0000 2019', 'favorite_count': 26, 'full_text': '.@Greater_Napanee residents to benefit from a cleaner #Napanee River, with improvements and expansion of the Water Pollution Control Plant https://t.co/9Jwf288GvU #BuildingCanada #RuralOpportunity https://t.co/vMM7qIzxLG', 'hashtags': [{'text': 'Napanee'}, {'text': 'BuildingCanada'}, {'text': 'RuralOpportunity'}], 'id': 1150826775938830339, 'id_str': '1150826775938830339', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/vMM7qIzxLG', 'expanded_url': 'https://twitter.com/MikeBossio/status/1150826775938830339/photo/1', 'id': 1150826470840963072, 'media_url': 'http://pbs.twimg.com/media/D_iOk_CXkAAn3TS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_iOk_CXkAAn3TS.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1182, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 693, 'resize': 'fit'}, 'small': {'w': 680, 'h': 392, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/vMM7qIzxLG'}], 'place': {'id': '7c080be8b8fc0e44', 'url': 'https://api.twitter.com/1.1/geo/id/7c080be8b8fc0e44.json', 'place_type': 'city', 'name': 'Greater Napanee', 'full_name': 'Greater Napanee, Ontario', 'country_code': 'CA', 'country': 'Canada', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-77.138845, 44.043084], [-76.807291, 44.043084], [-76.807291, 44.419985], [-77.138845, 44.419985]]]}, 'attributes': {}}, 'retweet_count': 12, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'urls': [{'expanded_url': 'https://mbossio.infolib.ca/news-nouvelles/improved-and-expanded-water-pollution-control-plant-to-protect-napanee-river-and-benefit-greater-napanee-residents/', 'url': 'https://t.co/9Jwf288GvU'}], 'user': {'id': 1117211622, 'id_str': '1117211622'}, 'user_mentions': [{'id': 1341953450, 'id_str': '1341953450', 'name': 'Greater Napanee', 'screen_name': 'Greater_Napanee'}]}",1.1508267759388303e+18,1.1508267759388303e+18,101.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://twitter.com/MikeBossio/status/1150826775938830339', 'url': 'https://t.co/iplLTNtRlb'}]","{'id': 14260960, 'id_str': '14260960'}","[{'id': 1341953450, 'id_str': '1341953450', 'name': 'Greater Napanee', 'screen_name': 'Greater_Napanee'}]",@JustinTrudeau,2019-07-16 00:42:41+00:00,2019-07-16,2019-07-15,thi buildingcanada invest local infrastructure project real impact person greater_napanee mean clean napanee river make community strong amp healthy generation come http t.co/iplltntrlb,"This is what #BuildingCanada is about: investing in local in<br>frastructure projects that have a real impact. For people in<br> @Greater_Napanee, that means a cleaner Napanee River that w<br>ill make their community stronger &amp; healthier for genera<br>tions to come. https://t.co/iplLTNtRl<br>"
233,31,Tue Jul 16 00:21:17 +0000 2019,2039,"Serving up lunch in Petawawa with @jensstoltenberg – a small way to say thank you to the women and men of the @CanadianForces who bravely stand up and serve for Canadians &amp; our @NATO allies. You protect our most fundamental values, and we will keep supporting you &amp; your families. https://t.co/PaDJ2t1zEN",[],1150923322324148224,1150923322324148224,en,"[{'display_url': 'pic.twitter.com/PaDJ2t1zEN', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150923322324148224/photo/1', 'id': 1150923315319640066, 'media_url': 'http://pbs.twimg.com/media/D_jmqE1XkAIn_Eb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_jmqE1XkAIn_Eb.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/PaDJ2t1zEN'}, {'display_url': 'pic.twitter.com/PaDJ2t1zEN', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150923322324148224/photo/1', 'id': 1150923315319623680, 'media_url': 'http://pbs.twimg.com/media/D_jmqE1XUAA4jMb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_jmqE1XUAA4jMb.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/PaDJ2t1zEN'}, {'display_url': 'pic.twitter.com/PaDJ2t1zEN', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150923322324148224/photo/1', 'id': 1150923315323789314, 'media_url': 'http://pbs.twimg.com/media/D_jmqE2W4AIE5l1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_jmqE2W4AIE5l1.jpg', 'sizes': {'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/PaDJ2t1zEN'}]",,,,306.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 20796069, 'id_str': '20796069', 'name': 'Jens Stoltenberg', 'screen_name': 'jensstoltenberg'}, {'id': 16708161, 'id_str': '16708161', 'name': 'Canadian Forces', 'screen_name': 'CanadianForces'}, {'id': 83795099, 'id_str': '83795099', 'name': 'NATO', 'screen_name': 'NATO'}]",@JustinTrudeau,2019-07-16 00:21:17+00:00,2019-07-16,2019-07-15,serve lunch petawawa jensstoltenberg – small way say thank woman man canadianforce bravely stand serve canadian amp nato ally protect fundamental value keep support amp ymy family http t.co/padj2t1zen,"Serving up lunch in Petawawa with @jensstoltenberg – a small<br> way to say thank you to the women and men of the @CanadianF<br>orces who bravely stand up and serve for Canadians &amp; our<br> @NATO allies. You protect our most fundamental values, and <br>we will keep supporting you &amp; your families. https://t.c<br>o/PaDJ2t1zE<br>"
234,33,Tue Jul 16 00:02:27 +0000 2019,1626,#NATO was built on a very Canadian ideal: we’re stronger together. The alliance can count on Canada – we've always worked side by side to protect our citizens and everyone who dreams of a brighter tomorrow. Thanks to @jensstoltenberg for the productive meeting in Petawawa today. https://t.co/6SB5sr59GB,[{'text': 'NATO'}],1150918583012286466,1150918583012286466,en,"[{'display_url': 'pic.twitter.com/6SB5sr59GB', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150918583012286466/photo/1', 'id': 1150918578243276805, 'media_url': 'http://pbs.twimg.com/media/D_jiWV2WkAUfZSF.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_jiWV2WkAUfZSF.jpg', 'sizes': {'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/6SB5sr59GB'}]",,,,210.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 20796069, 'id_str': '20796069', 'name': 'Jens Stoltenberg', 'screen_name': 'jensstoltenberg'}]",@JustinTrudeau,2019-07-16 00:02:27+00:00,2019-07-16,2019-07-15,nato wa build canadian ideal ’ strong together alliance count canada – 've alway work side side protect citizen everyone dream brighter tomorrow thank jensstoltenberg productive meeting petawawa today http t.co/6sb5sr59gb,#NATO was built on a very Canadian ideal: we’re stronger tog<br>ether. The alliance can count on Canada – we've always worke<br>d side by side to protect our citizens and everyone who drea<br>ms of a brighter tomorrow. Thanks to @jensstoltenberg for th<br>e productive meeting in Petawawa today. https://t.co/6SB5sr5<br>9G<br>
235,35,Mon Jul 15 18:11:51 +0000 2019,4924,"Flying can be expensive and stressful, and you deserve to be treated with respect if your flight is overbooked, delayed, or something happens to your bags. That’s why we’ve implemented clear and fair air passenger rights – and they come into effect today. https://t.co/stSOvmoZam",[],1150830351473885186,1150830351473885186,en,,,,,827.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'expanded_url': 'https://globalnews.ca/news/5494611/air-passenger-bill-or-rights/', 'url': 'https://t.co/stSOvmoZam'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-07-15 18:11:51+00:00,2019-07-15,2019-07-15,fly expensive stressful deserve treat respect ymy flight overbooked delayed something happen ymy bag ’ ’ implement clear fair air passenger right – come effect today http t.co/stsovmozam,"Flying can be expensive and stressful, and you deserve to be<br> treated with respect if your flight is overbooked, delayed,<br> or something happens to your bags. That’s why we’ve impleme<br>nted clear and fair air passenger rights – and they come int<br>o effect today. https://t.co/stSOvmoZa<br>"
236,37,Mon Jul 15 16:15:57 +0000 2019,895,"Starting today, new Air Passenger Rights set out rules to protect you when you travel: 
✈️Clear communication about your rights
✈️Fair compensation for overbooked flights &amp; lost or damaged baggage
✈️Better treatment during tarmac delays https://t.co/vYBxayQE0s",[],1150801183025573888,1150801183025573888,en,"[{'display_url': 'pic.twitter.com/vYBxayQE0s', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150801183025573888/photo/1', 'id': 1150799951062097923, 'media_url': 'http://pbs.twimg.com/media/D_h2dVKX4AMRDLO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_h2dVKX4AMRDLO.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/vYBxayQE0s'}]",,,,194.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-07-15 16:15:57+00:00,2019-07-15,2019-07-15,start today new air passenger right set rule protect travel ✈️clear communication ymy right ✈️fair compensation overbooked flight amp lose damage baggage ✈️better treatment tarmac delay http t.co/vybxayqe0,"Starting today, new Air Passenger Rights set out rules to pr<br>otect you when you travel: 
✈️Clear communication about your<br> rights
✈️Fair compensation for overbooked flights &amp; los<br>t or damaged baggage
✈️Better treatment during tarmac delays<br> https://t.co/vYBxayQE0<br>"
237,39,Mon Jul 15 15:18:33 +0000 2019,668,"Happy World Youth Skills Day! I've seen firsthand the passion &amp; determination that drives young people across Canada &amp; around the globe. You are the leaders of today, and our government will keep fighting for you – and with you – to build a better future. https://t.co/bcB9wmCPMC",[],1150786737133760512,1150786737133760512,en,,,,,125.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'expanded_url': 'https://pm.gc.ca/eng/news/2019/07/15/statement-prime-minister-world-youth-skills-day', 'url': 'https://t.co/bcB9wmCPMC'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-07-15 15:18:33+00:00,2019-07-15,2019-07-15,happy world youth skill day 've see firsthand passion amp determination drife young person acros canada amp around globe leader today government keep fight – – build good future http t.co/bcb9wmcpmc,"Happy World Youth Skills Day! I've seen firsthand the passio<br>n &amp; determination that drives young people across Canada<br> &amp; around the globe. You are the leaders of today, and o<br>ur government will keep fighting for you – and with you – to<br> build a better future. https://t.co/bcB9wmCPM<br>"
238,41,Sun Jul 14 17:53:49 +0000 2019,2760,"Canada condemns the terrorist attack in Somalia. Our thoughts are with all the victims and their families, including Somali-Canadian Hodan Nalayeh. Her loss is deeply felt in Canada and in Somali &amp; journalistic communities around the world. https://t.co/l2TWTDkTx2",[],1150463424247341063,1150463424247341063,en,,,,,784.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://pm.gc.ca/eng/news/2019/07/14/statement-prime-minister-terrorist-attack-somalia', 'url': 'https://t.co/l2TWTDkTx2'}]","{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-07-14 17:53:49+00:00,2019-07-14,2019-07-08,canada condemn terrorist attack somalium think victim family include somali-canadian hodan nalayeh los deeply felt canada somali amp journalistic community around world http t.co/l2twtdktx2,"Canada condemns the terrorist attack in Somalia. Our thought<br>s are with all the victims and their families, including Som<br>ali-Canadian Hodan Nalayeh. Her loss is deeply felt in Canad<br>a and in Somali &amp; journalistic communities around the wo<br>rld. https://t.co/l2TWTDkTx<br>"
239,43,Sun Jul 14 15:53:07 +0000 2019,2980,"Great news: The Canada Child Benefit is going up next Saturday! That means more money, tax-free, for moms and dads across the country to spend where you and your kids need it most. https://t.co/k1jEqeP4Fe",[],1150433050418978816,1150433050418978816,en,"[{'display_url': 'pic.twitter.com/k1jEqeP4Fe', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150433050418978816/photo/1', 'id': 1150433043573878793, 'media_url': 'http://pbs.twimg.com/media/D_cowgQXsAk1m7P.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_cowgQXsAk1m7P.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 801, 'resize': 'fit'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'large': {'w': 1487, 'h': 992, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/k1jEqeP4Fe'}]",,,,554.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],@JustinTrudeau,2019-07-14 15:53:07+00:00,2019-07-14,2019-07-08,great news canada child benefit go next saturday mean money tax-free mom dad acros country spend ymy kid need http t.co/k1jeqep4fe,"Great news: The Canada Child Benefit is going up next Saturd<br>ay! That means more money, tax-free, for moms and dads acros<br>s the country to spend where you and your kids need it most.<br> https://t.co/k1jEqeP4F<br>"
240,45,Sun Jul 14 14:52:07 +0000 2019,3725,"Pancakes, anyone? Had a great time at the @SunaltaYYC Stampede Breakfast yesterday! https://t.co/84Vj4wDbmU",[],1150417698888781824,1150417698888781824,en,"[{'display_url': 'pic.twitter.com/84Vj4wDbmU', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150417698888781824/photo/1', 'id': 1150417693650108420, 'media_url': 'http://pbs.twimg.com/media/D_cazBVWwAQYqJt.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_cazBVWwAQYqJt.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 682, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 682, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/84Vj4wDbmU'}, {'display_url': 'pic.twitter.com/84Vj4wDbmU', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150417698888781824/photo/1', 'id': 1150417693650096128, 'media_url': 'http://pbs.twimg.com/media/D_cazBVWkAAUovm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_cazBVWkAAUovm.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 682, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 682, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/84Vj4wDbmU'}, {'display_url': 'pic.twitter.com/84Vj4wDbmU', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1150417698888781824/photo/1', 'id': 1150417693645950976, 'media_url': 'http://pbs.twimg.com/media/D_cazBUXUAADIs6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D_cazBUXUAADIs6.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 682, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 682, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/84Vj4wDbmU'}]",,,,310.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 262190316, 'id_str': '262190316', 'name': 'Sunalta Community', 'screen_name': 'SunaltaYYC'}]",@JustinTrudeau,2019-07-14 14:52:07+00:00,2019-07-14,2019-07-08,pancake anyone great time sunaltayyc stampede breakfast yesterday http t.co/84vj4wdbmu,"Pancakes, anyone? Had a great time at the @SunaltaYYC Stampe<br>de Breakfast yesterday! https://t.co/84Vj4wDbm<br>"
