phrase,count,handle,total_count,rank
back_conservative,2,JustinTrudeau,2,2794.0
away_record_instead,2,AndrewScheer,2,1018.0
away_record,2,AndrewScheer,2,1086.0
avoid_climate,2,ElizabethMay,2,1585.0
attack_dog,2,MaximeBernier,2,1642.0
assault_rifles_place,2,JustinTrudeau,2,1808.0
around_world_know,2,JustinTrudeau,2,2469.0
arnold_chan,1,ElizabethMay,2,1338.0
arnold_chan,1,JustinTrudeau,2,1338.0
armed_forces,2,AndrewScheer,2,1750.0
arent_getting_built,2,AndrewScheer,2,1884.0
arent_getting,2,AndrewScheer,2,1080.0
another_week,2,AndrewScheer,2,1195.0
announced_plan,2,theJagmeetSingh,2,1291.0
andrew_scheers,2,JustinTrudeau,2,2328.0
andrew_scheer_conservative,2,MaximeBernier,2,1658.0
ambitious_plan_actually,2,JustinTrudeau,2,2800.0
ambitious_plan,2,JustinTrudeau,2,2024.0
always_support,2,JustinTrudeau,2,975.0
always_pull_together,2,JustinTrudeau,2,2122.0
always_pull,2,JustinTrudeau,2,1983.0
always_good_come,2,theJagmeetSingh,2,1773.0
also_fun,2,theJagmeetSingh,2,1693.0
already_made,1,MaximeBernier,2,1353.0
already_made,1,ElizabethMay,2,1353.0
aid_save,1,MaximeBernier,2,2687.0
aid_save,1,theJagmeetSingh,2,2687.0
ahead_yesterday,2,AndrewScheer,2,2683.0
ahead_universal_tax,2,AndrewScheer,2,1295.0
ahead_universal,2,AndrewScheer,2,2484.0
ahead_today_im,2,AndrewScheer,2,1848.0
ahead_thats_announced,2,AndrewScheer,2,945.0
ahead_thanks,2,AndrewScheer,2,2707.0
ahead_small_businesses,2,AndrewScheer,2,2815.0
ahead_small,2,AndrewScheer,2,2725.0
ahead_positive,2,AndrewScheer,2,2668.0
ahead_plan,2,AndrewScheer,2,1797.0
ahead_join,2,AndrewScheer,2,1180.0
ahead_great,2,AndrewScheer,2,1147.0
ahead_fiscal_update,2,AndrewScheer,2,1548.0
ahead_fiscal,2,AndrewScheer,2,1340.0
ahead_create_national,2,AndrewScheer,2,2209.0
ahead_create,2,AndrewScheer,2,2159.0
ahead_conservatives,1,AndrewScheer,2,1864.0
ahead_conservatives,1,JustinTrudeau,2,1864.0
ahead_conservative_government,2,AndrewScheer,2,1901.0
ahead_choice_clear,2,AndrewScheer,2,1863.0
ahead_choice,2,AndrewScheer,2,1192.0
age_65,1,AndrewScheer,2,1862.0
age_65,1,JustinTrudeau,2,1862.0
affordable_watch,2,JustinTrudeau,2,1062.0
affordable_canadian_families,2,JustinTrudeau,2,1655.0
affordable_canadian,2,JustinTrudeau,2,2004.0
afford_home,1,theJagmeetSingh,2,2188.0
afford_home,1,AndrewScheer,2,2188.0
afford_go,2,JustinTrudeau,2,1025.0
advisoriestrack_eliminate_rest,2,JustinTrudeau,2,2823.0
advisoriestrack_eliminate,2,JustinTrudeau,2,2441.0
advance_voting,2,JustinTrudeau,2,2746.0
actually_going_fight,2,theJagmeetSingh,2,1592.0
activities_time,2,AndrewScheer,2,2412.0
active_kids,2,AndrewScheer,2,2390.0
action_plan,2,AndrewScheer,2,1694.0
action_happens_ones,2,JustinTrudeau,2,2797.0
action_happens,2,JustinTrudeau,2,2028.0
across_country_time,2,AndrewScheer,2,1597.0
across_canada_october,2,JustinTrudeau,2,2336.0
account_team_wholl,2,JustinTrudeau,2,2078.0
access_family_doctor,2,JustinTrudeau,2,1175.0
access_family,2,JustinTrudeau,2,2571.0
ability_restrict_ban,2,JustinTrudeau,2,1095.0
ability_restrict,2,JustinTrudeau,2,2498.0
abandoned_government,2,theJagmeetSingh,2,1744.0
9_pm,2,JustinTrudeau,2,2709.0
9_days,1,theJagmeetSingh,2,2658.0
9_days,1,JustinTrudeau,2,2658.0
87_longterm_drinking,2,JustinTrudeau,2,2852.0
87_longterm,2,JustinTrudeau,2,2416.0
7_pm_et,2,JustinTrudeau,2,2773.0
7_pm,2,JustinTrudeau,2,1139.0
60_2005_levels,2,ElizabethMay,2,1132.0
60_2005,2,ElizabethMay,2,1845.0
50_tax_sale,2,JustinTrudeau,2,1022.0
50_tax,2,JustinTrudeau,2,2018.0
45_billion_pipeline,2,theJagmeetSingh,2,1347.0
45_billion,2,theJagmeetSingh,2,2897.0
43b_todays_dollars,2,MaximeBernier,2,2297.0
43b_todays,2,MaximeBernier,2,1515.0
400_conservatives,2,AndrewScheer,2,1900.0
3_click_stream,2,JustinTrudeau,2,2322.0
3_click,2,JustinTrudeau,2,1038.0
30b_deficit_equivalent,2,MaximeBernier,2,2304.0
30b_deficit,2,MaximeBernier,2,1519.0
2y_lower_taxes,2,MaximeBernier,2,1259.0
2y_lower,2,MaximeBernier,2,2383.0
2_click,2,JustinTrudeau,2,2160.0
26_years_well,2,theJagmeetSingh,2,943.0
22_days,1,ElizabethMay,2,2775.0
22_days,1,AndrewScheer,2,2775.0
21_clear_election,2,JustinTrudeau,2,2112.0
21_clear,2,JustinTrudeau,2,2048.0
2021_codeveloped_new,2,JustinTrudeau,2,2827.0
2021_codeveloped,2,JustinTrudeau,2,2437.0
2015_justintrudeau,1,ElizabethMay,2,2392.0
2015_justintrudeau,1,JustinTrudeau,2,2392.0
2005_levels_2030,2,ElizabethMay,2,1135.0
2005_levels,2,ElizabethMay,2,1843.0
20000_politicians_break,2,AndrewScheer,2,1605.0
20000_politicians,2,AndrewScheer,2,1574.0
1b_towards_16100,2,JustinTrudeau,2,2881.0
1b_towards,2,JustinTrudeau,2,2419.0
1997_two_years,2,MaximeBernier,2,2313.0
1997_two,2,MaximeBernier,2,1508.0
1995_1997_two,2,MaximeBernier,2,2264.0
1995_1997,2,MaximeBernier,2,1507.0
17_billion_dollars,2,JustinTrudeau,2,2285.0
16100_new_renovated,2,JustinTrudeau,2,2917.0
16100_new,2,JustinTrudeau,2,2384.0
15b_corporate,1,MaximeBernier,2,2175.0
15b_corporate,1,AndrewScheer,2,2175.0
15_billion,2,AndrewScheer,2,2005.0
1500_familys_pocket,2,JustinTrudeau,2,2732.0
1500_familys,2,JustinTrudeau,2,2380.0
10_years,2,JustinTrudeau,2,1013.0
10_billion,1,MaximeBernier,2,948.0
10_billion,1,theJagmeetSingh,2,948.0
100_days,2,AndrewScheer,2,1149.0
100_day_action,2,AndrewScheer,2,1527.0
100_day,2,AndrewScheer,2,1681.0
1000_year,2,JustinTrudeau,2,1299.0
ziyatong_going_surprise,1,ElizabethMay,1,4637.0
ziyatong_going,1,ElizabethMay,1,22735.0
zero_overdose_crisis,1,ElizabethMay,1,5447.0
zero_overdose,1,ElizabethMay,1,20450.0
zero_impact_may,1,MaximeBernier,1,14698.0
zero_impact,1,MaximeBernier,1,29648.0
zero_chooseforward_grassroots,1,JustinTrudeau,1,7464.0
zero_chooseforward,1,JustinTrudeau,1,24248.0
zero_2050_gpc,1,ElizabethMay,1,16839.0
zero_2050,1,ElizabethMay,1,22140.0
zealous_liberal_freelancing,1,ElizabethMay,1,4454.0
zealous_liberal,1,ElizabethMay,1,23090.0
zaya_tong_noticing,1,ElizabethMay,1,4655.0
zaya_tong,1,ElizabethMay,1,22759.0
yyz_trudeauplaneb_sure,1,AndrewScheer,1,10082.0
yyz_trudeauplaneb,1,AndrewScheer,1,26916.0
yyj_thats_demanded,1,ElizabethMay,1,15404.0
yyj_thats,1,ElizabethMay,1,22257.0
yvon_godin_former,1,theJagmeetSingh,1,17220.0
yvon_godin,1,theJagmeetSingh,1,32835.0
yvesfranois_blanchet_says,1,JustinTrudeau,1,30855.0
yvesfranois_blanchet,1,JustinTrudeau,1,24632.0
yves_desjardinssiciliano_lead,1,AndrewScheer,1,10556.0
yves_desjardinssiciliano,1,AndrewScheer,1,26745.0
yummy_local_businesses,1,theJagmeetSingh,1,17975.0
yummy_local,1,theJagmeetSingh,1,35543.0
yrs_today_talked,1,theJagmeetSingh,1,17471.0
yrs_today,1,theJagmeetSingh,1,33082.0
youve_worked_hard,1,JustinTrudeau,1,8213.0
youve_worked,1,JustinTrudeau,1,27286.0
youve_treated_differently,1,theJagmeetSingh,1,18712.0
youve_treated,1,theJagmeetSingh,1,33989.0
youve_made_feel,1,theJagmeetSingh,1,18666.0
youve_made,1,theJagmeetSingh,1,34013.0
youve_four_years,1,theJagmeetSingh,1,18504.0
youve_four,1,theJagmeetSingh,1,32773.0
youve_felt_couldnt,1,theJagmeetSingh,1,18708.0
youve_felt,1,theJagmeetSingh,1,34019.0
youve_done_everything,1,JustinTrudeau,1,31229.0
youve_done,1,JustinTrudeau,1,24801.0
youve_climbed_grousegrind,1,JustinTrudeau,1,31595.0
youve_climbed,1,JustinTrudeau,1,25089.0
youth_practicing_underage,1,ElizabethMay,1,4321.0
youth_practicing,1,ElizabethMay,1,23475.0
youth_power_green,1,ElizabethMay,1,16451.0
youth_power,1,ElizabethMay,1,21877.0
youth_minorities_affected,1,MaximeBernier,1,11030.0
youth_minorities,1,MaximeBernier,1,34632.0
youth_marched_joined,1,ElizabethMay,1,17058.0
youth_marched,1,ElizabethMay,1,22462.0
youth_climate_strikers,1,ElizabethMay,1,16854.0
youth_climate,1,ElizabethMay,1,22319.0
yourmorning_anything_better,1,MaximeBernier,1,14651.0
yourmorning_anything,1,MaximeBernier,1,29769.0
youre_watching_tough,1,AndrewScheer,1,8867.0
youre_watching,1,AndrewScheer,1,26522.0
youre_thank_almost,1,JustinTrudeau,1,31211.0
youre_thank,1,JustinTrudeau,1,24798.0
youre_offering_50000,1,JustinTrudeau,1,30327.0
youre_offering,1,JustinTrudeau,1,24216.0
youre_millionaire_powerful,1,theJagmeetSingh,1,12158.0
youre_millionaire,1,theJagmeetSingh,1,36315.0
youre_loved_matter,1,theJagmeetSingh,1,18627.0
youre_loved,1,theJagmeetSingh,1,34007.0
youre_inspiration_bandreescu,1,JustinTrudeau,1,6454.0
youre_inspiration,1,JustinTrudeau,1,27810.0
youre_helping_francophone,1,JustinTrudeau,1,6348.0
youre_helping,1,JustinTrudeau,1,27842.0
youre_going_pay,1,JustinTrudeau,1,7473.0
youre_going,1,JustinTrudeau,1,24346.0
youre_breaking_barriershelping,1,theJagmeetSingh,1,17867.0
youre_breaking,1,theJagmeetSingh,1,36007.0
youre_big_leagues,1,MaximeBernier,1,13501.0
youre_big,1,MaximeBernier,1,28551.0
youre_beautiful_sainthyacinthe,1,theJagmeetSingh,1,17804.0
youre_beautiful,1,theJagmeetSingh,1,35629.0
youre_bad_trudeau,1,MaximeBernier,1,12660.0
youre_bad,1,MaximeBernier,1,36054.0
youre_already_12,1,JustinTrudeau,1,31310.0
youre_already,1,JustinTrudeau,1,24909.0
younger_generations_totally,1,ElizabethMay,1,16248.0
younger_generations,1,ElizabethMay,1,21697.0
young_voters_vote,1,ElizabethMay,1,4714.0
young_voters,1,ElizabethMay,1,23436.0
young_scientists_heartbreaking,1,ElizabethMay,1,15554.0
young_scientists,1,ElizabethMay,1,33735.0
young_person_mocked,1,theJagmeetSingh,1,18115.0
young_person,1,theJagmeetSingh,1,35848.0
young_people_want,1,theJagmeetSingh,1,17842.0
young_people_suppose,1,theJagmeetSingh,1,18417.0
young_people_students,1,theJagmeetSingh,1,18736.0
young_people_struggling,1,theJagmeetSingh,1,18121.0
young_people_standing,1,theJagmeetSingh,1,19130.0
young_people_need,1,theJagmeetSingh,1,19070.0
young_people_know,1,theJagmeetSingh,1,18786.0
young_people_changing,1,theJagmeetSingh,1,19044.0
young_people_canada,1,theJagmeetSingh,1,17672.0
young_people_ally,1,theJagmeetSingh,1,19024.0
young_momsdads_students,1,theJagmeetSingh,1,18197.0
young_momsdads,1,theJagmeetSingh,1,35980.0
young_lives_standing,1,theJagmeetSingh,1,19271.0
young_lives,1,theJagmeetSingh,1,32806.0
young_families_lots,1,theJagmeetSingh,1,19397.0
young_families,1,theJagmeetSingh,1,32407.0
young_democracy_gpc,1,ElizabethMay,1,16766.0
young_democracy,1,ElizabethMay,1,22523.0
young_canadians_pulling,1,JustinTrudeau,1,31830.0
young_canadians_like,1,JustinTrudeau,1,31617.0
young_canadians_get,1,JustinTrudeau,1,30942.0
young_call_everyone,1,ElizabethMay,1,4518.0
young_call,1,ElizabethMay,1,23146.0
youll_continue_showcasing,1,JustinTrudeau,1,6785.0
youll_continue,1,JustinTrudeau,1,27121.0
youll_able_make,1,JustinTrudeau,1,8267.0
youll_able,1,JustinTrudeau,1,27274.0
york_watch_live,1,AndrewScheer,1,9889.0
york_watch,1,AndrewScheer,1,26234.0
york_tell_something,1,theJagmeetSingh,1,15948.0
york_tell,1,theJagmeetSingh,1,33578.0
york_let_us,1,AndrewScheer,1,8775.0
york_let,1,AndrewScheer,1,26429.0
york_daughter_400k,1,ElizabethMay,1,16744.0
york_daughter,1,ElizabethMay,1,22520.0
york_centre_learn,1,AndrewScheer,1,9932.0
york_centre,1,AndrewScheer,1,26342.0
yom_kippur_today,1,theJagmeetSingh,1,18791.0
yom_kippur_service,1,AndrewScheer,1,10505.0
yom_kippur_im,1,AndrewScheer,1,10266.0
yom_kippur_holiest,1,theJagmeetSingh,1,18755.0
yom_kippur_gmar,1,JustinTrudeau,1,30215.0
yom_kippur_despicable,1,JustinTrudeau,1,30647.0
yfblanchet_walk_fridays,1,ElizabethMay,1,17210.0
yfblanchet_walk,1,ElizabethMay,1,22426.0
yet_theyve_poisoned,1,theJagmeetSingh,1,18495.0
yet_theyve,1,theJagmeetSingh,1,32588.0
yet_released_directly,1,ElizabethMay,1,15471.0
yet_released,1,ElizabethMay,1,33657.0
yet_hes_attending,1,ElizabethMay,1,15430.0
yet_hes,1,ElizabethMay,1,33625.0
yet_greens_ottawa,1,ElizabethMay,1,6157.0
yet_greens,1,ElizabethMay,1,20417.0
yet_facebook_page,1,MaximeBernier,1,13931.0
yet_facebook,1,MaximeBernier,1,29200.0
yet_election_really,1,JustinTrudeau,1,31566.0
yet_election,1,JustinTrudeau,1,25084.0
yet_another_person,1,ElizabethMay,1,16186.0
yet_another,1,ElizabethMay,1,21645.0
yesterdays_macleans_debate,1,MaximeBernier,1,13464.0
yesterdays_macleans,1,MaximeBernier,1,28935.0
yesterdays_attack_yom,1,AndrewScheer,1,10507.0
yesterdays_attack,1,AndrewScheer,1,26719.0
yesterday_xavier_ellagrace,1,JustinTrudeau,1,30662.0
yesterday_xavier,1,JustinTrudeau,1,25468.0
yesterday_working_help,1,AndrewScheer,1,9531.0
yesterday_working,1,AndrewScheer,1,20589.0
yesterday_whitby_ontario,1,AndrewScheer,1,8511.0
yesterday_whitby,1,AndrewScheer,1,20879.0
yesterday_talking_plan,1,AndrewScheer,1,3977.0
yesterday_talking,1,AndrewScheer,1,19798.0
yesterday_talk_plan,1,AndrewScheer,1,9789.0
yesterday_talk,1,AndrewScheer,1,25908.0
yesterday_stopped_sarahfischerdvns,1,AndrewScheer,1,6884.0
yesterday_stopped,1,AndrewScheer,1,27715.0
yesterday_spoke_great,1,AndrewScheer,1,7110.0
yesterday_spoke,1,AndrewScheer,1,27193.0
yesterday_sept_16,1,MaximeBernier,1,12992.0
yesterday_sept,1,MaximeBernier,1,28257.0
yesterday_sampled_amazing,1,AndrewScheer,1,3935.0
yesterday_sampled,1,AndrewScheer,1,19813.0
yesterday_released_plan,1,AndrewScheer,1,10552.0
yesterday_released,1,AndrewScheer,1,26726.0
yesterday_privilege_sit,1,AndrewScheer,1,10171.0
yesterday_privilege,1,AndrewScheer,1,26866.0
yesterday_ppc_smart,1,MaximeBernier,1,13595.0
yesterday_ppc,1,MaximeBernier,1,28623.0
yesterday_much_fun,1,ElizabethMay,1,5414.0
yesterday_much,1,ElizabethMay,1,20367.0
yesterday_moved_see,1,ElizabethMay,1,5479.0
yesterday_moved,1,ElizabethMay,1,20487.0
yesterday_met_veterans,1,AndrewScheer,1,3742.0
yesterday_met,1,AndrewScheer,1,21554.0
yesterday_kelowna_raising,1,AndrewScheer,1,3388.0
yesterday_kelowna,1,AndrewScheer,1,21199.0
yesterday_justin_trudeaus,1,AndrewScheer,1,9106.0
yesterday_justin,1,AndrewScheer,1,20544.0
yesterday_joining_jewish,1,AndrewScheer,1,9840.0
yesterday_joining,1,AndrewScheer,1,26345.0
yesterday_joined_conservative,1,AndrewScheer,1,2961.0
yesterday_joined,1,AndrewScheer,1,21356.0
yesterday_iqaluit_special,1,JustinTrudeau,1,30636.0
yesterday_iqaluit,1,JustinTrudeau,1,25565.0
yesterday_forwardtv_part,1,JustinTrudeau,1,7691.0
yesterday_forwardtv,1,JustinTrudeau,1,24558.0
yesterday_exciting_see,1,ElizabethMay,1,16657.0
yesterday_exciting,1,ElizabethMay,1,22082.0
yesterday_conservative_candidate,1,AndrewScheer,1,9490.0
yesterday_conservative,1,AndrewScheer,1,20944.0
yesterday_commitment_help,1,AndrewScheer,1,3702.0
yesterday_commitment,1,AndrewScheer,1,21242.0
yesterday_celebrating_rosh,1,AndrewScheer,1,9099.0
yesterday_celebrating,1,AndrewScheer,1,20521.0
yesterday_campaign_trail,1,JustinTrudeau,1,32036.0
yesterday_campaign,1,JustinTrudeau,1,25685.0
yesterday_bsansoucynpd_could,1,theJagmeetSingh,1,17790.0
yesterday_bsansoucynpd,1,theJagmeetSingh,1,35945.0
yesterday_announced_new,1,AndrewScheer,1,10123.0
yesterday_announced,1,AndrewScheer,1,26897.0
yesterday_amazing_turnout,1,ElizabethMay,1,16116.0
yesterday_amazing,1,ElizabethMay,1,22308.0
yesterday_alaska_classes,1,JustinTrudeau,1,31780.0
yesterday_alaska,1,JustinTrudeau,1,25782.0
yesterday_afternoon_feel,1,AndrewScheer,1,7040.0
yesterday_afternoon,1,AndrewScheer,1,26193.0
yes_committed_justiceforgrassynarrows,1,theJagmeetSingh,1,17264.0
yes_committed,1,theJagmeetSingh,1,32873.0
yes_climate_gpc,1,ElizabethMay,1,5799.0
yes_climate,1,ElizabethMay,1,23000.0
yell_car_joined,1,AndrewScheer,1,7115.0
yell_car,1,AndrewScheer,1,27634.0
years_whos_always,1,MaximeBernier,1,12377.0
years_whos,1,MaximeBernier,1,34799.0
years_weve_taken,1,JustinTrudeau,1,8250.0
years_weve_created,1,JustinTrudeau,1,31427.0
years_well_get,1,theJagmeetSingh,1,19316.0
years_well_actually,1,theJagmeetSingh,1,19005.0
years_voting_things,1,JustinTrudeau,1,31637.0
years_voting,1,JustinTrudeau,1,25241.0
years_use_surpluses,1,MaximeBernier,1,14838.0
years_use,1,MaximeBernier,1,29947.0
years_unbelievable_way,1,theJagmeetSingh,1,19110.0
years_unbelievable,1,theJagmeetSingh,1,32438.0
years_two_years,1,MaximeBernier,1,14285.0
years_two,1,MaximeBernier,1,29340.0
years_truth_getting,1,JustinTrudeau,1,7145.0
years_truth,1,JustinTrudeau,1,27559.0
years_trudeaus_broken,1,theJagmeetSingh,1,19152.0
years_trudeaus,1,theJagmeetSingh,1,32696.0
years_trudeau_liberals,1,theJagmeetSingh,1,16028.0
years_trudeau_liberal,1,theJagmeetSingh,1,17982.0
years_thats_thats,1,JustinTrudeau,1,7568.0
years_thats_recession,1,MaximeBernier,1,14329.0
years_thats_53,1,JustinTrudeau,1,7657.0
years_thanks_ppc,1,MaximeBernier,1,12453.0
years_thanks,1,MaximeBernier,1,34833.0
years_strong_plan,1,JustinTrudeau,1,32009.0
years_strong,1,JustinTrudeau,1,25404.0
years_spending_cuts,1,MaximeBernier,1,11553.0
years_spending,1,MaximeBernier,1,35466.0
years_says_shes,1,MaximeBernier,1,11253.0
years_says,1,MaximeBernier,1,35162.0
years_resilience_inspired,1,theJagmeetSingh,1,16045.0
years_resilience,1,theJagmeetSingh,1,33535.0
years_protesters_greet,1,MaximeBernier,1,14299.0
years_protesters,1,MaximeBernier,1,29562.0
years_pretend_minimal,1,MaximeBernier,1,13915.0
years_pretend,1,MaximeBernier,1,29294.0
years_party_real,1,JustinTrudeau,1,31393.0
years_party,1,JustinTrudeau,1,25024.0
years_next_40,1,JustinTrudeau,1,28574.0
years_next,1,JustinTrudeau,1,25149.0
years_means_nothing,1,ElizabethMay,1,17000.0
years_means,1,ElizabethMay,1,22481.0
years_lower_taxes,1,MaximeBernier,1,10956.0
years_lower,1,MaximeBernier,1,34520.0
years_liberal_andrew,1,MaximeBernier,1,11326.0
years_liberal,1,MaximeBernier,1,29344.0
years_leaving_provincial,1,MaximeBernier,1,13418.0
years_leaving,1,MaximeBernier,1,28980.0
years_leadership_bcgreens,1,ElizabethMay,1,4764.0
years_leadership,1,ElizabethMay,1,23200.0
years_later_must,1,ElizabethMay,1,16799.0
years_later_im,1,JustinTrudeau,1,6477.0
years_keep_moving,1,JustinTrudeau,1,7844.0
years_keep,1,JustinTrudeau,1,24513.0
years_justintrudeau_leadersdebate2019,1,JustinTrudeau,1,30286.0
years_justintrudeau_dont,1,theJagmeetSingh,1,18503.0
years_job_outside,1,MaximeBernier,1,11240.0
years_job,1,MaximeBernier,1,35093.0
years_interest_pursuing,1,ElizabethMay,1,15531.0
years_interest,1,ElizabethMay,1,33727.0
years_im_choosing,1,JustinTrudeau,1,6552.0
years_im,1,JustinTrudeau,1,27791.0
years_goldstein_polls,1,MaximeBernier,1,10796.0
years_goldstein,1,MaximeBernier,1,35459.0
years_go_fast,1,JustinTrudeau,1,6812.0
years_go,1,JustinTrudeau,1,27161.0
years_gain_women,1,JustinTrudeau,1,31331.0
years_gain,1,JustinTrudeau,1,24898.0
years_foster_division,1,MaximeBernier,1,12288.0
years_foster,1,MaximeBernier,1,34695.0
years_forever_im,1,MaximeBernier,1,11085.0
years_forever,1,MaximeBernier,1,34482.0
years_fight_slowing,1,JustinTrudeau,1,31353.0
years_fight,1,JustinTrudeau,1,25041.0
years_end_subsidies,1,MaximeBernier,1,10668.0
years_end,1,MaximeBernier,1,35348.0
years_empty_promises,1,AndrewScheer,1,8972.0
years_empty,1,AndrewScheer,1,26649.0
years_eliminate_much,1,MaximeBernier,1,13800.0
years_eliminate,1,MaximeBernier,1,28833.0
years_electionsbehind_closed,1,theJagmeetSingh,1,17395.0
years_electionsbehind,1,theJagmeetSingh,1,32957.0
years_cutting_unnecessary,1,MaximeBernier,1,13954.0
years_cutting,1,MaximeBernier,1,29332.0
years_create_half,1,theJagmeetSingh,1,18958.0
years_create,1,theJagmeetSingh,1,32320.0
years_cities_places,1,JustinTrudeau,1,7621.0
years_cities,1,JustinTrudeau,1,24302.0
years_chrtien_tell,1,MaximeBernier,1,14284.0
years_chrtien_able,1,MaximeBernier,1,11337.0
years_ago_week,1,AndrewScheer,1,7094.0
years_ago_going,1,JustinTrudeau,1,8055.0
years_ago_chose,1,JustinTrudeau,1,28794.0
years_ago_1995,1,MaximeBernier,1,13877.0
years_actually_going,1,theJagmeetSingh,1,19327.0
years_actually,1,theJagmeetSingh,1,32314.0
years_350k_ppc,1,MaximeBernier,1,11220.0
years_350k,1,MaximeBernier,1,35156.0
year_waterways_meanwhile,1,MaximeBernier,1,10687.0
year_waterways,1,MaximeBernier,1,34578.0
year_today_announced,1,JustinTrudeau,1,6739.0
year_today,1,JustinTrudeau,1,27082.0
year_thats_well,1,JustinTrudeau,1,6854.0
year_thats_money,1,AndrewScheer,1,3759.0
year_simple_someone,1,JustinTrudeau,1,7906.0
year_simple,1,JustinTrudeau,1,24669.0
year_matter_slice,1,JustinTrudeau,1,30940.0
year_matter,1,JustinTrudeau,1,23892.0
year_look_forward,1,JustinTrudeau,1,7914.0
year_look,1,JustinTrudeau,1,24675.0
year_jewish_community,1,theJagmeetSingh,1,18738.0
year_jewish_communities,1,JustinTrudeau,1,7420.0
year_il_lower,1,MaximeBernier,1,11680.0
year_il,1,MaximeBernier,1,35076.0
year_groceries_rent,1,JustinTrudeau,1,7942.0
year_groceries,1,JustinTrudeau,1,27437.0
year_greens_champions,1,ElizabethMay,1,16477.0
year_greens,1,ElizabethMay,1,21957.0
year_gpc_22,1,ElizabethMay,1,16139.0
year_gpc,1,ElizabethMay,1,21596.0
year_back_pockets,1,AndrewScheer,1,3832.0
year_back,1,AndrewScheer,1,19905.0
year_apple_picking,1,AndrewScheer,1,9477.0
year_apple,1,AndrewScheer,1,20764.0
year_antisemites_feel,1,AndrewScheer,1,9323.0
year_antisemites,1,AndrewScheer,1,20934.0
year_ago_visited,1,AndrewScheer,1,6930.0
year_ago_today,1,JustinTrudeau,1,7685.0
year_ago_handful,1,MaximeBernier,1,13458.0
year_ago_denounced,1,MaximeBernier,1,13585.0
year_26_fatal,1,JustinTrudeau,1,7812.0
year_26,1,JustinTrudeau,1,24710.0
yahoo_congratulations_sari,1,ElizabethMay,1,15507.0
yahoo_congratulations,1,ElizabethMay,1,33750.0
xo_thanks_much,1,ElizabethMay,1,6019.0
xo_thanks,1,ElizabethMay,1,23031.0
xo_readjusted_platform,1,ElizabethMay,1,17194.0
xo_readjusted,1,ElizabethMay,1,22412.0
xo_margaretatwood_honoured,1,ElizabethMay,1,16857.0
xo_margaretatwood,1,ElizabethMay,1,22323.0
xl_pipeline_ndp,1,ElizabethMay,1,5094.0
xl_pipeline,1,ElizabethMay,1,23253.0
xiomara_back_campaign,1,ElizabethMay,1,17131.0
xiomara_back,1,ElizabethMay,1,22625.0
xavier_ellagrace_important,1,JustinTrudeau,1,30661.0
xavier_ellagrace,1,JustinTrudeau,1,25467.0
xav_took_photo,1,JustinTrudeau,1,30639.0
xav_took,1,JustinTrudeau,1,25568.0
xav_lets_keep,1,JustinTrudeau,1,31339.0
xav_lets,1,JustinTrudeau,1,24904.0
x_liberals_conservatives,1,ElizabethMay,1,16287.0
x_liberals,1,ElizabethMay,1,21733.0
wwii_know_leadnowca,1,ElizabethMay,1,4567.0
wwii_know,1,ElizabethMay,1,22657.0
wto_world_trade,1,ElizabethMay,1,16120.0
wto_world,1,ElizabethMay,1,21589.0
wrote_thoughtful_letter,1,JustinTrudeau,1,32124.0
wrote_thoughtful,1,JustinTrudeau,1,24967.0
wrongs_everychildmatters_felt,1,AndrewScheer,1,8631.0
wrongs_everychildmatters,1,AndrewScheer,1,20823.0
wrong_honouring_undrip,1,ElizabethMay,1,4915.0
wrong_honouring,1,ElizabethMay,1,23426.0
wrong_elxn43_im,1,theJagmeetSingh,1,17884.0
wrong_elxn43,1,theJagmeetSingh,1,35930.0
wrong_elxn2019_elxn43,1,ElizabethMay,1,4312.0
wrong_elxn2019,1,ElizabethMay,1,23467.0
wrong_decades_rational,1,MaximeBernier,1,13078.0
wrong_decades,1,MaximeBernier,1,28028.0
written_central_bank,1,MaximeBernier,1,12304.0
written_central,1,MaximeBernier,1,34743.0
writes_today_found,1,MaximeBernier,1,13939.0
writes_today,1,MaximeBernier,1,29110.0
wrap_firstdebate_enjoyed,1,theJagmeetSingh,1,11994.0
wrap_firstdebate,1,theJagmeetSingh,1,35635.0
wow_nice_fancy,1,MaximeBernier,1,13513.0
wow_nice,1,MaximeBernier,1,28556.0
wow_incredible_energy,1,AndrewScheer,1,6912.0
wow_incredible,1,AndrewScheer,1,27613.0
would_work_globally,1,ElizabethMay,1,5795.0
would_work,1,ElizabethMay,1,23004.0
would_vastly_exceed,1,MaximeBernier,1,11453.0
would_vastly,1,MaximeBernier,1,35376.0
would_use_health,1,theJagmeetSingh,1,18902.0
would_use,1,theJagmeetSingh,1,32490.0
would_turn_improve,1,MaximeBernier,1,11514.0
would_turn,1,MaximeBernier,1,35487.0
would_stop_truth,1,JustinTrudeau,1,30386.0
would_stop,1,JustinTrudeau,1,24186.0
would_still_need,1,AndrewScheer,1,8923.0
would_still,1,AndrewScheer,1,26545.0
would_rip_climate,1,JustinTrudeau,1,30145.0
would_rip,1,JustinTrudeau,1,23991.0
would_replace_increase,1,AndrewScheer,1,3695.0
would_replace,1,AndrewScheer,1,21042.0
would_rather_fight,1,theJagmeetSingh,1,17620.0
would_rather,1,theJagmeetSingh,1,33090.0
would_push_maxime,1,MaximeBernier,1,12582.0
