phrase,count,handle,total_count,rank
get_ahead,147,AndrewScheer,147,1.0
elxn43_cdnpoli,35,JustinTrudeau,56,2.0
elxn43_cdnpoli,18,ElizabethMay,56,2.0
elxn43_cdnpoli,1,MaximeBernier,56,2.0
elxn43_cdnpoli,1,theJagmeetSingh,56,2.0
elxn43_cdnpoli,1,AndrewScheer,56,2.0
time_get,55,AndrewScheer,55,3.0
time_get_ahead,53,AndrewScheer,53,4.0
conservative_government,45,AndrewScheer,45,5.0
justin_trudeau,33,AndrewScheer,43,6.0
justin_trudeau,8,theJagmeetSingh,43,6.0
justin_trudeau,2,ElizabethMay,43,6.0
climate_change,28,JustinTrudeau,42,7.0
climate_change,12,MaximeBernier,42,7.0
climate_change,1,theJagmeetSingh,42,7.0
climate_change,1,ElizabethMay,42,7.0
watch_live,35,AndrewScheer,40,8.0
watch_live,5,JustinTrudeau,40,8.0
new_conservative,38,AndrewScheer,38,9.0
prime_minister,28,AndrewScheer,36,11.0
prime_minister,5,theJagmeetSingh,36,11.0
prime_minister,2,MaximeBernier,36,11.0
prime_minister,1,ElizabethMay,36,11.0
new_conservative_government,36,AndrewScheer,36,12.0
help_get,35,AndrewScheer,36,10.0
help_get,1,MaximeBernier,36,10.0
help_get_ahead,35,AndrewScheer,35,13.0
put_money,32,AndrewScheer,33,14.0
put_money,1,MaximeBernier,33,14.0
last_night,13,AndrewScheer,30,15.0
last_night,6,JustinTrudeau,30,15.0
last_night,5,ElizabethMay,30,15.0
last_night,3,MaximeBernier,30,15.0
last_night,3,theJagmeetSingh,30,15.0
money_pockets,27,AndrewScheer,27,16.0
leadersdebate2019_elxn43,26,JustinTrudeau,27,17.0
leadersdebate2019_elxn43,1,AndrewScheer,27,17.0
leadersdebate2019_elxn43_cdnpoli,26,JustinTrudeau,26,18.0
plan_help,24,AndrewScheer,25,19.0
plan_help,1,JustinTrudeau,25,19.0
across_country,12,AndrewScheer,23,20.0
across_country,6,JustinTrudeau,23,20.0
across_country,5,theJagmeetSingh,23,20.0
tax_cut,19,AndrewScheer,21,21.0
tax_cut,2,JustinTrudeau,21,21.0
life_affordable,10,JustinTrudeau,20,22.0
life_affordable,5,theJagmeetSingh,20,22.0
life_affordable,4,AndrewScheer,20,22.0
life_affordable,1,ElizabethMay,20,22.0
gpc_climate,20,ElizabethMay,20,23.0
make_life,8,JustinTrudeau,19,26.0
make_life,7,theJagmeetSingh,19,26.0
make_life,3,AndrewScheer,19,26.0
make_life,1,MaximeBernier,19,26.0
justintrudeau_leadersdebate2019,19,JustinTrudeau,19,25.0
andrew_scheer,15,JustinTrudeau,19,27.0
andrew_scheer,3,MaximeBernier,19,27.0
andrew_scheer,1,theJagmeetSingh,19,27.0
across_canada,7,theJagmeetSingh,19,24.0
across_canada,6,AndrewScheer,19,24.0
across_canada,4,JustinTrudeau,19,24.0
across_canada,2,ElizabethMay,19,24.0
lower_taxes,11,MaximeBernier,18,30.0
lower_taxes,4,JustinTrudeau,18,30.0
lower_taxes,3,AndrewScheer,18,30.0
fight_climate,14,JustinTrudeau,18,29.0
fight_climate,3,MaximeBernier,18,29.0
fight_climate,1,theJagmeetSingh,18,29.0
canadians_get,14,AndrewScheer,18,28.0
canadians_get,2,theJagmeetSingh,18,28.0
canadians_get,2,JustinTrudeau,18,28.0
gpc_elxn43,17,ElizabethMay,17,31.0
make_sure,6,theJagmeetSingh,16,32.0
make_sure,5,JustinTrudeau,16,32.0
make_sure,2,MaximeBernier,16,32.0
make_sure,2,AndrewScheer,16,32.0
make_sure,1,ElizabethMay,16,32.0
get_ahead_watch,16,AndrewScheer,16,35.0
fight_climate_change,12,JustinTrudeau,16,33.0
fight_climate_change,3,MaximeBernier,16,33.0
fight_climate_change,1,theJagmeetSingh,16,33.0
cdnpoli_elxn43,9,JustinTrudeau,16,34.0
cdnpoli_elxn43,7,ElizabethMay,16,34.0
ahead_watch,16,AndrewScheer,16,36.0
liberal_government,12,JustinTrudeau,15,37.0
liberal_government,3,theJagmeetSingh,15,37.0
around_world,9,JustinTrudeau,15,38.0
around_world,5,AndrewScheer,15,38.0
around_world,1,theJagmeetSingh,15,38.0
young_people,14,theJagmeetSingh,14,43.0
universal_tax_cut,14,AndrewScheer,14,39.0
universal_tax,14,AndrewScheer,14,44.0
tax_credit,12,AndrewScheer,14,48.0
tax_credit,2,MaximeBernier,14,48.0
plan_help_get,14,AndrewScheer,14,42.0
maxime_bernier,13,MaximeBernier,14,41.0
maxime_bernier,1,theJagmeetSingh,14,41.0
make_life_affordable,7,JustinTrudeau,14,45.0
make_life_affordable,4,theJagmeetSingh,14,45.0
make_life_affordable,3,AndrewScheer,14,45.0
justintrudeau_leadersdebate2019_elxn43,14,JustinTrudeau,14,40.0
gun_control,13,JustinTrudeau,14,49.0
gun_control,1,AndrewScheer,14,49.0
every_day,6,JustinTrudeau,14,47.0
every_day,5,MaximeBernier,14,47.0
every_day,1,theJagmeetSingh,14,47.0
every_day,1,ElizabethMay,14,47.0
every_day,1,AndrewScheer,14,47.0
conservative_majority,14,AndrewScheer,14,46.0
canadians_get_ahead,14,AndrewScheer,14,50.0
put_money_pockets,13,AndrewScheer,13,52.0
money_back,12,AndrewScheer,13,55.0
money_back,1,MaximeBernier,13,55.0
help_canadians,12,AndrewScheer,13,53.0
help_canadians,1,JustinTrudeau,13,53.0
climate_crisis,7,theJagmeetSingh,13,54.0
climate_crisis,4,JustinTrudeau,13,54.0
climate_crisis,2,ElizabethMay,13,54.0
back_pockets,13,AndrewScheer,13,51.0
vote_liberal,12,JustinTrudeau,12,58.0
trudeaundp_coalition,12,AndrewScheer,12,56.0
today_im,11,AndrewScheer,12,62.0
today_im,1,JustinTrudeau,12,62.0
put_money_back,11,AndrewScheer,12,57.0
put_money_back,1,MaximeBernier,12,57.0
health_care,7,theJagmeetSingh,12,61.0
health_care,3,JustinTrudeau,12,61.0
health_care,2,MaximeBernier,12,61.0
debatdeschefs2019_elxn43,12,JustinTrudeau,12,60.0
cut_taxes,10,JustinTrudeau,12,59.0
cut_taxes,2,AndrewScheer,12,59.0
child_care,9,theJagmeetSingh,12,63.0
child_care,3,ElizabethMay,12,63.0
ahead_watch_live,12,AndrewScheer,12,64.0
working_hard,8,JustinTrudeau,11,66.0
working_hard,2,AndrewScheer,11,66.0
working_hard,1,ElizabethMay,11,66.0
well_make,6,JustinTrudeau,11,73.0
well_make,5,theJagmeetSingh,11,73.0
loved_ones,7,AndrewScheer,11,70.0
loved_ones,4,JustinTrudeau,11,70.0
keep_moving,11,JustinTrudeau,11,75.0
justintrudeau_debatdeschefs2019_elxn43,11,JustinTrudeau,11,65.0
justintrudeau_debatdeschefs2019,11,JustinTrudeau,11,72.0
help_canadians_get,11,AndrewScheer,11,67.0
gpc_elxn43_cdnpoli,11,ElizabethMay,11,68.0
create_jobs,8,AndrewScheer,11,74.0
create_jobs,3,JustinTrudeau,11,74.0
carbon_tax,9,AndrewScheer,11,71.0
carbon_tax,2,MaximeBernier,11,71.0
cant_afford,7,AndrewScheer,11,69.0
cant_afford,3,JustinTrudeau,11,69.0
cant_afford,1,theJagmeetSingh,11,69.0
well_keep,9,JustinTrudeau,10,76.0
well_keep,1,AndrewScheer,10,76.0
vote_green,10,ElizabethMay,10,80.0
money_pocket,10,AndrewScheer,10,81.0
money_back_pockets,10,AndrewScheer,10,79.0
middle_class,9,JustinTrudeau,10,77.0
middle_class,1,AndrewScheer,10,77.0
fighting_climate,6,JustinTrudeau,10,78.0
fighting_climate,2,theJagmeetSingh,10,78.0
fighting_climate,2,ElizabethMay,10,78.0
vancouver_island,6,ElizabethMay,9,82.0
vancouver_island,1,theJagmeetSingh,9,82.0
vancouver_island,1,AndrewScheer,9,82.0
vancouver_island,1,JustinTrudeau,9,82.0
two_years,9,MaximeBernier,9,94.0
tax_credits,6,AndrewScheer,9,89.0
tax_credits,3,MaximeBernier,9,89.0
moving_forward,9,JustinTrudeau,9,83.0
jewish_community,6,AndrewScheer,9,88.0
jewish_community,2,theJagmeetSingh,9,88.0
jewish_community,1,ElizabethMay,9,88.0
green_party,9,ElizabethMay,9,87.0
gpc_cdnpoli,9,ElizabethMay,9,95.0
four_years,4,theJagmeetSingh,9,84.0
four_years,4,JustinTrudeau,9,84.0
four_years,1,MaximeBernier,9,84.0
every_canadian,4,AndrewScheer,9,86.0
every_canadian,4,JustinTrudeau,9,86.0
every_canadian,1,MaximeBernier,9,86.0
debatdeschefs2019_elxn43_cdnpoli,9,JustinTrudeau,9,93.0
corporate_welfare,7,MaximeBernier,9,92.0
corporate_welfare,2,AndrewScheer,9,92.0
climate_plan,5,JustinTrudeau,9,85.0
climate_plan,4,ElizabethMay,9,85.0
climate_alarmism,9,MaximeBernier,9,90.0
campaign_trail,5,ElizabethMay,9,91.0
campaign_trail,2,AndrewScheer,9,91.0
campaign_trail,1,theJagmeetSingh,9,91.0
campaign_trail,1,JustinTrudeau,9,91.0
vote_liberal_chooseforward,8,JustinTrudeau,8,117.0
october_21,6,JustinTrudeau,8,111.0
october_21,1,theJagmeetSingh,8,111.0
october_21,1,ElizabethMay,8,111.0
new_democrats,8,theJagmeetSingh,8,103.0
life_easier,7,theJagmeetSingh,8,99.0
life_easier,1,JustinTrudeau,8,99.0
liberal_chooseforward,8,JustinTrudeau,8,110.0
lets_keep,7,JustinTrudeau,8,105.0
lets_keep,1,theJagmeetSingh,8,105.0
justin_trudeaus,7,AndrewScheer,8,113.0
justin_trudeaus,1,theJagmeetSingh,8,113.0
home_heating,8,AndrewScheer,8,100.0
government_thats,7,theJagmeetSingh,8,108.0
government_thats,1,JustinTrudeau,8,108.0
free_speech,8,MaximeBernier,8,102.0
foreign_aid,3,MaximeBernier,8,109.0
foreign_aid,3,AndrewScheer,8,109.0
foreign_aid,1,theJagmeetSingh,8,109.0
foreign_aid,1,ElizabethMay,8,109.0
firstdebate_elxn43,6,theJagmeetSingh,8,107.0
firstdebate_elxn43,2,AndrewScheer,8,107.0
first_nations,4,theJagmeetSingh,8,98.0
first_nations,2,ElizabethMay,8,98.0
first_nations,2,JustinTrudeau,8,98.0
election_day,3,theJagmeetSingh,8,112.0
election_day,2,ElizabethMay,8,112.0
election_day,2,AndrewScheer,8,112.0
election_day,1,JustinTrudeau,8,112.0
deserve_government,3,AndrewScheer,8,96.0
deserve_government,3,JustinTrudeau,8,96.0
deserve_government,2,theJagmeetSingh,8,96.0
conservative_candidate,8,AndrewScheer,8,101.0
climate_gpc,8,ElizabethMay,8,104.0
climate_action,6,ElizabethMay,8,119.0
climate_action,1,theJagmeetSingh,8,119.0
climate_action,1,JustinTrudeau,8,119.0
choice_clear,6,AndrewScheer,8,114.0
choice_clear,2,JustinTrudeau,8,114.0
canadas_conservatives,8,AndrewScheer,8,106.0
best_wishes,6,AndrewScheer,8,97.0
best_wishes,1,theJagmeetSingh,8,97.0
best_wishes,1,JustinTrudeau,8,97.0
assault_rifles,8,JustinTrudeau,8,118.0
4_years,5,JustinTrudeau,8,116.0
4_years,2,theJagmeetSingh,8,116.0
4_years,1,MaximeBernier,8,116.0
2_billion,5,JustinTrudeau,8,115.0
2_billion,3,ElizabethMay,8,115.0
working_help,7,AndrewScheer,7,126.0
talking_plan,7,AndrewScheer,7,135.0
small_businesses,4,AndrewScheer,7,134.0
small_businesses,2,JustinTrudeau,7,134.0
small_businesses,1,theJagmeetSingh,7,134.0
ppc_party,7,MaximeBernier,7,133.0
plan_make,4,AndrewScheer,7,142.0
plan_make,2,JustinTrudeau,7,142.0
plan_make,1,theJagmeetSingh,7,142.0
ndp_government,6,theJagmeetSingh,7,144.0
ndp_government,1,ElizabethMay,7,144.0
move_forward,6,JustinTrudeau,7,125.0
move_forward,1,theJagmeetSingh,7,125.0
making_life,2,theJagmeetSingh,7,138.0
making_life,2,AndrewScheer,7,138.0
making_life,2,JustinTrudeau,7,138.0
making_life,1,ElizabethMay,7,138.0
make_easier,5,AndrewScheer,7,120.0
make_easier,1,MaximeBernier,7,120.0
make_easier,1,JustinTrudeau,7,120.0
majority_government,7,AndrewScheer,7,122.0
leave_money,7,AndrewScheer,7,147.0
leaders_debate,5,AndrewScheer,7,137.0
leaders_debate,2,MaximeBernier,7,137.0
keep_working,7,JustinTrudeau,7,127.0
keep_money,7,AndrewScheer,7,129.0
happy_thanksgiving,2,ElizabethMay,7,132.0
happy_thanksgiving,2,JustinTrudeau,7,132.0
happy_thanksgiving,1,MaximeBernier,7,132.0
happy_thanksgiving,1,theJagmeetSingh,7,132.0
happy_thanksgiving,1,AndrewScheer,7,132.0
green_vote,7,ElizabethMay,7,139.0
gpc_missionpossible,7,ElizabethMay,7,146.0
government_help,7,AndrewScheer,7,130.0
get_done,5,theJagmeetSingh,7,141.0
get_done,2,JustinTrudeau,7,141.0
get_ahead_new,7,AndrewScheer,7,143.0
forwardtv_part,7,JustinTrudeau,7,145.0
familys_pockets,7,AndrewScheer,7,136.0
conservative_majority_government,7,AndrewScheer,7,128.0
coalition_cant_afford,7,AndrewScheer,7,121.0
coalition_cant,7,AndrewScheer,7,131.0
canada_around_world,4,AndrewScheer,7,140.0
canada_around_world,2,JustinTrudeau,7,140.0
canada_around_world,1,theJagmeetSingh,7,140.0
canada_around,4,AndrewScheer,7,124.0
canada_around,2,JustinTrudeau,7,124.0
canada_around,1,theJagmeetSingh,7,124.0
ahead_new,7,AndrewScheer,7,148.0
53_billion,7,JustinTrudeau,7,123.0
yom_kippur,2,theJagmeetSingh,6,209.0
yom_kippur,2,AndrewScheer,6,209.0
yom_kippur,2,JustinTrudeau,6,209.0
working_together,5,JustinTrudeau,6,188.0
working_together,1,AndrewScheer,6,188.0
worked_hard,4,JustinTrudeau,6,173.0
worked_hard,2,AndrewScheer,6,173.0
within_means,5,AndrewScheer,6,165.0
within_means,1,MaximeBernier,6,165.0
weve_made,6,JustinTrudeau,6,183.0
vote_early,6,theJagmeetSingh,6,166.0
thats_well,6,JustinTrudeau,6,211.0
take_gst_home,6,AndrewScheer,6,150.0
take_gst,6,AndrewScheer,6,202.0
strengthen_gun_control,6,JustinTrudeau,6,203.0
strengthen_gun,6,JustinTrudeau,6,192.0
small_business,4,AndrewScheer,6,177.0
small_business,2,JustinTrudeau,6,177.0
real_plan,3,JustinTrudeau,6,186.0
real_plan,2,AndrewScheer,6,186.0
real_plan,1,ElizabethMay,6,186.0
put_money_pocket,6,AndrewScheer,6,154.0
postsecondary_education,3,AndrewScheer,6,193.0
postsecondary_education,2,JustinTrudeau,6,193.0
postsecondary_education,1,ElizabethMay,6,193.0
political_correctness,6,MaximeBernier,6,175.0
pockets_time_get,6,AndrewScheer,6,170.0
pockets_time,6,AndrewScheer,6,158.0
pockets_get_ahead,6,AndrewScheer,6,184.0
pockets_get,6,AndrewScheer,6,161.0
plan_put_money,6,AndrewScheer,6,169.0
plan_put,6,AndrewScheer,6,156.0
peoples_party,6,MaximeBernier,6,176.0
people_need,3,theJagmeetSingh,6,189.0
people_need,3,JustinTrudeau,6,189.0
people_first,5,theJagmeetSingh,6,152.0
people_first,1,JustinTrudeau,6,152.0
nova_scotia,3,AndrewScheer,6,153.0
nova_scotia,2,ElizabethMay,6,153.0
nova_scotia,1,JustinTrudeau,6,153.0
money_familys_pockets,6,AndrewScheer,6,187.0
money_familys,6,AndrewScheer,6,151.0
militarystyle_assault_rifles,6,JustinTrudeau,6,167.0
militarystyle_assault,6,JustinTrudeau,6,204.0
many_people,3,JustinTrudeau,6,157.0
many_people,2,theJagmeetSingh,6,157.0
many_people,1,MaximeBernier,6,157.0
made_clear,5,theJagmeetSingh,6,191.0
made_clear,1,MaximeBernier,6,191.0
looking_forward,3,AndrewScheer,6,172.0
looking_forward,1,MaximeBernier,6,172.0
looking_forward,1,theJagmeetSingh,6,172.0
looking_forward,1,ElizabethMay,6,172.0
live_chooseforward,6,JustinTrudeau,6,160.0
leadersdebate2019_cdnpoli_elxn43,6,JustinTrudeau,6,196.0
leadersdebate2019_cdnpoli,6,JustinTrudeau,6,163.0
keep_moving_forward,6,JustinTrudeau,6,185.0
keep_money_pockets,6,AndrewScheer,6,210.0
jagmeet_singh,3,ElizabethMay,6,182.0
jagmeet_singh,1,MaximeBernier,6,182.0
jagmeet_singh,1,theJagmeetSingh,6,182.0
jagmeet_singh,1,JustinTrudeau,6,182.0
initforyou_elxn43,6,theJagmeetSingh,6,198.0
immigration_system,4,AndrewScheer,6,197.0
immigration_system,2,MaximeBernier,6,197.0
gst_home_heating,6,AndrewScheer,6,155.0
gst_home,6,AndrewScheer,6,199.0
government_put,4,AndrewScheer,6,164.0
government_put,1,theJagmeetSingh,6,164.0
government_put,1,JustinTrudeau,6,164.0
government_ottawa,6,theJagmeetSingh,6,174.0
forward_chooseforward,6,JustinTrudeau,6,201.0
fighting_climate_change,5,JustinTrudeau,6,205.0
fighting_climate_change,1,ElizabethMay,6,205.0
far_left,6,MaximeBernier,6,162.0
elxn43_thank,6,theJagmeetSingh,6,206.0
elxn43_im,5,theJagmeetSingh,6,194.0
elxn43_im,1,ElizabethMay,6,194.0
dont_need,3,MaximeBernier,6,200.0
dont_need,1,ElizabethMay,6,200.0
dont_need,1,AndrewScheer,6,200.0
dont_need,1,JustinTrudeau,6,200.0
david_suzuki,6,ElizabethMay,6,195.0
conservative_government_help,6,AndrewScheer,6,159.0
common_sense,6,MaximeBernier,6,149.0
climateaction_chooseforward,6,JustinTrudeau,6,178.0
climate_missionpossible,6,ElizabethMay,6,208.0
climate_alarmists,6,MaximeBernier,6,168.0
choice_make,6,JustinTrudeau,6,207.0
canadian_families,5,JustinTrudeau,6,181.0
canadian_families,1,AndrewScheer,6,181.0
billion_trees,5,JustinTrudeau,6,179.0
billion_trees,1,ElizabethMay,6,179.0
balance_budget,5,MaximeBernier,6,180.0
balance_budget,1,AndrewScheer,6,180.0
announced_new,4,AndrewScheer,6,190.0
announced_new,1,MaximeBernier,6,190.0
announced_new,1,JustinTrudeau,6,190.0
2_billion_trees,5,JustinTrudeau,6,171.0
2_billion_trees,1,ElizabethMay,6,171.0
womans_right_choose,4,JustinTrudeau,5,224.0
womans_right_choose,1,theJagmeetSingh,5,224.0
womans_right,4,JustinTrudeau,5,294.0
womans_right,1,theJagmeetSingh,5,294.0
well_keep_working,5,JustinTrudeau,5,239.0
wealthy_wellconnected,4,AndrewScheer,5,256.0
wealthy_wellconnected,1,theJagmeetSingh,5,256.0
want_know,3,theJagmeetSingh,5,266.0
want_know,2,MaximeBernier,5,266.0
voting_green,5,ElizabethMay,5,221.0
vote_money,5,MaximeBernier,5,247.0
voice_heard,4,JustinTrudeau,5,302.0
voice_heard,1,MaximeBernier,5,302.0
universal_child_care,3,theJagmeetSingh,5,215.0
universal_child_care,2,ElizabethMay,5,215.0
universal_child,3,theJagmeetSingh,5,254.0
universal_child,2,ElizabethMay,5,254.0
town_hall,4,theJagmeetSingh,5,269.0
town_hall,1,JustinTrudeau,5,269.0
taxes_middle_class,5,JustinTrudeau,5,287.0
taxes_middle,5,JustinTrudeau,5,212.0
tax_cut_everyone,5,AndrewScheer,5,300.0
talk_plan,5,AndrewScheer,5,251.0
stronger_gun_control,5,JustinTrudeau,5,271.0
stronger_gun,5,JustinTrudeau,5,303.0
since_2015,5,JustinTrudeau,5,277.0
show_support,3,AndrewScheer,5,259.0
show_support,1,MaximeBernier,5,259.0
show_support,1,ElizabethMay,5,259.0
scheercuts_coming,5,JustinTrudeau,5,272.0
right_choose,4,JustinTrudeau,5,297.0
right_choose,1,theJagmeetSingh,5,297.0
reelected_liberal_government,5,JustinTrudeau,5,218.0
reelected_liberal,5,JustinTrudeau,5,242.0
ready_government,5,theJagmeetSingh,5,216.0
public_transit,5,AndrewScheer,5,263.0
prime_minister_ill,5,AndrewScheer,5,223.0
ppc_government,5,MaximeBernier,5,298.0
politicians_break,5,AndrewScheer,5,226.0
phone_bills,5,JustinTrudeau,5,253.0
party_canada,5,MaximeBernier,5,213.0
need_keep,5,JustinTrudeau,5,275.0
national_energy_corridor,5,AndrewScheer,5,214.0
national_energy,5,AndrewScheer,5,233.0
minister_ill,5,AndrewScheer,5,240.0
millions_canadians,3,AndrewScheer,5,295.0
millions_canadians,1,MaximeBernier,5,295.0
millions_canadians,1,theJagmeetSingh,5,295.0
lower_immigration,5,MaximeBernier,5,283.0
live_within_means,4,AndrewScheer,5,305.0
live_within_means,1,MaximeBernier,5,305.0
live_within,4,AndrewScheer,5,286.0
live_within,1,MaximeBernier,5,286.0
little_ones,5,JustinTrudeau,5,246.0
lets_make,2,theJagmeetSingh,5,284.0
lets_make,2,JustinTrudeau,5,284.0
lets_make,1,AndrewScheer,5,284.0
lets_keep_going,4,JustinTrudeau,5,255.0
lets_keep_going,1,theJagmeetSingh,5,255.0
lets_go,3,JustinTrudeau,5,232.0
lets_go,2,theJagmeetSingh,5,232.0
keep_going,4,JustinTrudeau,5,291.0
keep_going,1,theJagmeetSingh,5,291.0
jack_layton,4,ElizabethMay,5,261.0
jack_layton,1,theJagmeetSingh,5,261.0
help_keep,5,AndrewScheer,5,252.0
harper_years,5,JustinTrudeau,5,244.0
gun_violence,4,JustinTrudeau,5,301.0
gun_violence,1,AndrewScheer,5,301.0
grassy_narrows,4,theJagmeetSingh,5,274.0
grassy_narrows,1,ElizabethMay,5,274.0
gpc_platform,5,ElizabethMay,5,267.0
gpc_cdnpoli_elxn43,5,ElizabethMay,5,281.0
government_make,2,theJagmeetSingh,5,262.0
government_make,2,AndrewScheer,5,262.0
government_make,1,JustinTrudeau,5,262.0
government_invest,4,AndrewScheer,5,260.0
government_invest,1,JustinTrudeau,5,260.0
government_cut,3,JustinTrudeau,5,219.0
government_cut,1,MaximeBernier,5,219.0
government_cut,1,AndrewScheer,5,219.0
go_back,5,JustinTrudeau,5,270.0
get_rid,3,MaximeBernier,5,238.0
get_rid,1,ElizabethMay,5,238.0
get_rid,1,AndrewScheer,5,238.0
get_ahead_justin,5,AndrewScheer,5,217.0
get_ahead_im,5,AndrewScheer,5,268.0
gender_equality,5,JustinTrudeau,5,241.0
future_country,5,JustinTrudeau,5,292.0
find_vote,3,theJagmeetSingh,5,248.0
find_vote,1,AndrewScheer,5,248.0
find_vote,1,JustinTrudeau,5,248.0
family_get_ahead,5,AndrewScheer,5,222.0
family_get,5,AndrewScheer,5,278.0
families_get,3,JustinTrudeau,5,230.0
families_get,1,theJagmeetSingh,5,230.0
families_get,1,AndrewScheer,5,230.0
fair_share,4,theJagmeetSingh,5,304.0
fair_share,1,ElizabethMay,5,304.0
everyday_people,5,theJagmeetSingh,5,276.0
energy_corridor,5,AndrewScheer,5,231.0
elxn43_initforyou,5,theJagmeetSingh,5,220.0
elxn43_cdnpoli_andrew,5,JustinTrudeau,5,288.0
cut_taxes_middle,5,JustinTrudeau,5,228.0
cut_everyone,5,AndrewScheer,5,249.0
country_forward,5,JustinTrudeau,5,227.0
conservatives_want,4,JustinTrudeau,5,280.0
conservatives_want,1,AndrewScheer,5,280.0
commute_times,5,AndrewScheer,5,229.0
climate_emergency,3,ElizabethMay,5,290.0
climate_emergency,2,MaximeBernier,5,290.0
climate_change_chooseforward,5,JustinTrudeau,5,264.0
clear_conservative,4,AndrewScheer,5,299.0
clear_conservative,1,MaximeBernier,5,299.0
change_chooseforward,5,JustinTrudeau,5,293.0
cell_phone_bills,5,JustinTrudeau,5,289.0
cell_phone,5,JustinTrudeau,5,250.0
cdnpoli_andrew_scheer,5,JustinTrudeau,5,285.0
cdnpoli_andrew,5,JustinTrudeau,5,258.0
buy_vote_money,5,MaximeBernier,5,245.0
buy_vote,5,MaximeBernier,5,265.0
billions_dollars,4,MaximeBernier,5,279.0
billions_dollars,1,AndrewScheer,5,279.0
billion_scheercuts_coming,5,JustinTrudeau,5,236.0
billion_scheercuts,5,JustinTrudeau,5,273.0
better_future,4,JustinTrudeau,5,296.0
better_future,1,theJagmeetSingh,5,296.0
ahead_thats,5,AndrewScheer,5,237.0
ahead_new_conservative,5,AndrewScheer,5,225.0
ahead_justin_trudeau,5,AndrewScheer,5,235.0
ahead_justin,5,AndrewScheer,5,282.0
ahead_im,5,AndrewScheer,5,257.0
53_billion_scheercuts,5,JustinTrudeau,5,234.0
15_degrees,5,ElizabethMay,5,243.0
years_ago,2,JustinTrudeau,4,476.0
years_ago,1,MaximeBernier,4,476.0
years_ago,1,AndrewScheer,4,476.0
year_ago,2,MaximeBernier,4,439.0
year_ago,1,AndrewScheer,4,439.0
year_ago,1,JustinTrudeau,4,439.0
would_like,3,AndrewScheer,4,342.0
would_like,1,ElizabethMay,4,342.0
working_help_get,4,AndrewScheer,4,350.0
within_means_put,4,AndrewScheer,4,322.0
watch_live_justin,4,AndrewScheer,4,314.0
watch_live_chooseforward,4,JustinTrudeau,4,372.0
warm_welcome,3,AndrewScheer,4,423.0
warm_welcome,1,MaximeBernier,4,423.0
wait_see,2,ElizabethMay,4,454.0
wait_see,1,MaximeBernier,4,454.0
wait_see,1,JustinTrudeau,4,454.0
vote_elxn43,3,theJagmeetSingh,4,377.0
vote_elxn43,1,ElizabethMay,4,377.0
tva_debate,2,ElizabethMay,4,358.0
tva_debate,1,MaximeBernier,4,358.0
tva_debate,1,theJagmeetSingh,4,358.0
trudeau_made,4,AndrewScheer,4,448.0
trudeau_liberals,4,theJagmeetSingh,4,400.0
trees_next,4,JustinTrudeau,4,449.0
together_elxn43,4,theJagmeetSingh,4,336.0
today_im_talking,4,AndrewScheer,4,374.0
threats_violence,2,AndrewScheer,4,393.0
threats_violence,1,theJagmeetSingh,4,393.0
threats_violence,1,JustinTrudeau,4,393.0
theres_nothing,2,AndrewScheer,4,460.0
theres_nothing,2,JustinTrudeau,4,460.0
thats_actually,4,theJagmeetSingh,4,347.0
taxes_canadians,2,AndrewScheer,4,370.0
taxes_canadians,2,JustinTrudeau,4,370.0
talking_plan_help,4,AndrewScheer,4,317.0
talking_new,3,AndrewScheer,4,349.0
talking_new,1,theJagmeetSingh,4,349.0
talk_plan_help,4,AndrewScheer,4,364.0
talk_new_conservative,4,AndrewScheer,4,345.0
talk_new,4,AndrewScheer,4,474.0
stay_tuned,2,JustinTrudeau,4,487.0
stay_tuned,1,theJagmeetSingh,4,487.0
stay_tuned,1,AndrewScheer,4,487.0
snclavalin_corruption_scandal,4,AndrewScheer,4,424.0
snclavalin_corruption,4,AndrewScheer,4,410.0
small_business_owners,3,AndrewScheer,4,399.0
small_business_owners,1,JustinTrudeau,4,399.0
settling_less,4,theJagmeetSingh,4,379.0
seniors_worked_hard,2,AndrewScheer,4,418.0
seniors_worked_hard,2,JustinTrudeau,4,418.0
seniors_worked,2,AndrewScheer,4,309.0
seniors_worked,2,JustinTrudeau,4,309.0
richmond_hill,4,AndrewScheer,4,333.0
residential_school,2,JustinTrudeau,4,394.0
residential_school,1,theJagmeetSingh,4,394.0
residential_school,1,ElizabethMay,4,394.0
reelected_justintrudeau_government,4,JustinTrudeau,4,403.0
reelected_justintrudeau,4,JustinTrudeau,4,486.0
ready_government_thats,4,theJagmeetSingh,4,308.0
read_plan,2,JustinTrudeau,4,319.0
read_plan,1,theJagmeetSingh,4,319.0
read_plan,1,AndrewScheer,4,319.0
putting_money,4,AndrewScheer,4,408.0
protect_environment,4,JustinTrudeau,4,315.0
private_sector,4,MaximeBernier,4,339.0
positive_conservative,4,AndrewScheer,4,396.0
plan_get,3,AndrewScheer,4,310.0
plan_get,1,JustinTrudeau,4,310.0
plan_fight,3,JustinTrudeau,4,429.0
plan_fight,1,theJagmeetSingh,4,429.0
persons_disabilities_act,4,AndrewScheer,4,466.0
persons_disabilities,4,AndrewScheer,4,442.0
peoples_party_canada,4,MaximeBernier,4,324.0
people_like,2,AndrewScheer,4,351.0
people_like,1,MaximeBernier,4,351.0
people_like,1,theJagmeetSingh,4,351.0
