created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,retweet_count,source,urls,user,user_mentions,quoted_status,quoted_status_id,quoted_status_id_str,date_time,date,date_week,handle,clean_tweet,break_tweet,polarity,subjectivity,about_trudeau,about_scheer,about_may,about_singh,about_bernier
Fri Oct 11 00:00:57 +0000 2019,281,"Our top priorities ⬇️
@JustinTrudeau #debatdeschefs2019 #elxn43 #polcan https://t.co/HTVKKjw6bu","[{'text': 'debatdeschefs2019'}, {'text': 'elxn43'}, {'text': 'polcan'}]",1182445949710491648,1182445949710491648,en,"[{'display_url': 'pic.twitter.com/HTVKKjw6bu', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182445949710491648/video/1', 'id': 1182445895398375425, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1182445895398375425/pu/img/Dc1PCNDOOun3YRz0.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1182445895398375425/pu/img/Dc1PCNDOOun3YRz0.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/HTVKKjw6bu', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 12033, 'variants': [{'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1182445895398375425/pu/vid/480x270/ipik5XVI9RsFfEgU.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1182445895398375425/pu/vid/640x360/RSkHoXKmkjwuTq5Q.mp4?tag=10'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1182445895398375425/pu/vid/1280x720/Cw74RCkzvUTqVl6S.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1182445895398375425/pu/pl/pM0m8cHAdZCQj_E7.m3u8?tag=10'}]}}]",97,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 14260960, 'id_str': '14260960', 'name': 'Justin Trudeau', 'screen_name': 'JustinTrudeau'}]",,,,2019-10-11 00:00:57+00:00,2019-10-11,2019-10-07,JustinTrudeau,top priorities justintrudeau debatdeschefs2019 elxn43 polcan,"Our top priorities ⬇️
@JustinTrudeau #debatdeschefs2019 #elx<br>n43 #polcan https://t.co/HTVKKjw6b<br>",0.5,0.5,True,False,False,False,False
Thu Oct 10 23:56:02 +0000 2019,618,"Looks like oil execs may have had a hand in the Conservative platform 👀
#debatdeschefs2019 #cdnpoli #elxn43 @JustinTrudeau https://t.co/bLD5j7Jq9c","[{'text': 'debatdeschefs2019'}, {'text': 'cdnpoli'}, {'text': 'elxn43'}]",1182444712785039360,1182444712785039360,en,"[{'display_url': 'pic.twitter.com/bLD5j7Jq9c', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182444712785039360/photo/1', 'id': 1182444708611743745, 'media_url': 'http://pbs.twimg.com/media/EGjjMpdX4AEj3i_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGjjMpdX4AEj3i_.jpg', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/bLD5j7Jq9c'}]",279,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 14260960, 'id_str': '14260960', 'name': 'Justin Trudeau', 'screen_name': 'JustinTrudeau'}]",,,,2019-10-10 23:56:02+00:00,2019-10-10,2019-10-07,JustinTrudeau,looks like oil execs may hand conservative platform debatdeschefs2019 cdnpoli elxn43 justintrudeau,"Looks like oil execs may have had a hand in the Conservative<br> platform 👀
#debatdeschefs2019 #cdnpoli #elxn43 @JustinTrude<br>au https://t.co/bLD5j7Jq9<br>",0.0,0.0,True,False,True,False,False
Thu Oct 10 23:42:38 +0000 2019,1523,"The choice Canadians face on October 21 is clear. This election, let’s do what Canadians always do - pull together and move forward. For everyone. #ChooseForward https://t.co/2C0rnf0bhr",[{'text': 'ChooseForward'}],1182441340082282496,1182441340082282496,en,"[{'display_url': 'pic.twitter.com/2C0rnf0bhr', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182441340082282496/video/1', 'id': 1182437274757279744, 'media_url': 'http://pbs.twimg.com/media/EGjc2fuXYAAFxEI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGjc2fuXYAAFxEI.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/2C0rnf0bhr', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 30030, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1182437274757279744/pl/kD4u6T7PmgKNH8c2.m3u8?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182437274757279744/vid/1280x720/GZs-3lwJkSEwlCbE.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182437274757279744/vid/480x270/077HMUXbVwA_p8xP.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182437274757279744/vid/640x360/GQrcHBDRon1xzti4.mp4?tag=13'}]}}]",341,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-10 23:42:38+00:00,2019-10-10,2019-10-07,JustinTrudeau,choice canadians face october 21 clear election lets canadians always pull together move forward everyone chooseforward,"The choice Canadians face on October 21 is clear. This elect<br>ion, let’s do what Canadians always do - pull together and m<br>ove forward. For everyone. #ChooseForward https://t.co/2C0rn<br>f0bh<br>",0.10000000000000002,0.3833333333333333,False,False,False,False,False
Thu Oct 10 23:39:28 +0000 2019,781,"The debate starts in a few minutes. I'm turning over my Twitter account to my team, who'll be tweeting mostly in French this evening. Let's go! #débatdeschefs",[{'text': 'débatdeschefs'}],1182440540077543424,1182440540077543424,en,,84,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-10 23:39:28+00:00,2019-10-10,2019-10-07,JustinTrudeau,debate starts minutes im turning twitter account team wholl tweeting mostly french evening lets go dbatdeschefs,"The debate starts in a few minutes. I'm turning over my Twit<br>ter account to my team, who'll be tweeting mostly in French <br>this evening. Let's go! #débatdeschef<br>",0.0,0.0,False,False,False,False,False
Thu Oct 10 20:45:20 +0000 2019,1698,Nothing like a crisp fall morning at Millers’ Farm and Market. 🍂 https://t.co/070TmCMKts,[],1182396719406993408,1182396719406993408,en,"[{'display_url': 'pic.twitter.com/070TmCMKts', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182396719406993408/video/1', 'id': 1182394684750127104, 'media_url': 'http://pbs.twimg.com/media/EGi2hDdX4AAapsu.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGi2hDdX4AAapsu.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/070TmCMKts', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 31208, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182394684750127104/vid/1280x720/C6nV_H6c_egyxQKx.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1182394684750127104/pl/JubUO7mheJkGEhho.m3u8?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182394684750127104/vid/640x360/Ne2yxRSkWD9JlXQE.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182394684750127104/vid/480x270/Eb_wveg06i25pDCU.mp4?tag=13'}]}}]",214,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-10 20:45:20+00:00,2019-10-10,2019-10-07,JustinTrudeau,nothing like crisp fall morning millers farm market,Nothing like a crisp fall morning at Millers’ Farm and Marke<br>t. 🍂 https://t.co/070TmCMKt<br>,0.25,0.4166666666666667,False,False,False,False,False
Thu Oct 10 18:19:22 +0000 2019,4758,Picking the perfect pumpkin is serious business. https://t.co/eg3Kdd0k2m,[],1182359986078437376,1182359986078437376,en,"[{'display_url': 'pic.twitter.com/eg3Kdd0k2m', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182359986078437376/photo/1', 'id': 1182359966071562240, 'media_url': 'http://pbs.twimg.com/media/EGiWH-5WoAAGhC6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGiWH-5WoAAGhC6.jpg', 'sizes': {'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/eg3Kdd0k2m'}, {'display_url': 'pic.twitter.com/eg3Kdd0k2m', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182359986078437376/photo/1', 'id': 1182359966121955328, 'media_url': 'http://pbs.twimg.com/media/EGiWH_FXkAAOTyV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGiWH_FXkAAOTyV.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/eg3Kdd0k2m'}, {'display_url': 'pic.twitter.com/eg3Kdd0k2m', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182359986078437376/photo/1', 'id': 1182359966130364416, 'media_url': 'http://pbs.twimg.com/media/EGiWH_HX4AAt3Kk.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGiWH_HX4AAt3Kk.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 430, 'resize': 'fit'}, 'large': {'w': 1247, 'h': 789, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 759, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/eg3Kdd0k2m'}]",387,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-10 18:19:22+00:00,2019-10-10,2019-10-07,JustinTrudeau,picking perfect pumpkin serious business,Picking the perfect pumpkin is serious business. https://t.c<br>o/eg3Kdd0k2<br>,0.33333333333333337,0.8333333333333333,False,False,False,False,False
Thu Oct 10 17:32:31 +0000 2019,3507,"The choice Canadians face on October 21 is clear. This election, let’s do what Canadians always do - pull together and move forward. For everyone. #ChooseForward https://t.co/FvwtMzEOw6",[{'text': 'ChooseForward'}],1182348197773168642,1182348197773168642,en,"[{'display_url': 'pic.twitter.com/FvwtMzEOw6', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182348197773168642/video/1', 'id': 1182344288841211904, 'media_url': 'http://pbs.twimg.com/media/EGiKD2gXoAE9mDN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGiKD2gXoAE9mDN.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/FvwtMzEOw6', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 30030, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182344288841211904/vid/480x270/iPwuxg12A4_ZtJuS.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1182344288841211904/pl/Oq3TPFv9yMDKbKyV.m3u8?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182344288841211904/vid/640x360/HJKpn1Sy2_zDOUty.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182344288841211904/vid/1280x720/8bKpvnJ8BaSWS03d.mp4?tag=13'}]}}]",752,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-10 17:32:31+00:00,2019-10-10,2019-10-07,JustinTrudeau,choice canadians face october 21 clear election lets canadians always pull together move forward everyone chooseforward,"The choice Canadians face on October 21 is clear. This elect<br>ion, let’s do what Canadians always do - pull together and m<br>ove forward. For everyone. #ChooseForward https://t.co/FvwtM<br>zEOw<br>",0.10000000000000002,0.3833333333333333,False,False,False,False,False
Thu Oct 10 15:41:11 +0000 2019,1659,"Kids and parents. Friends and loved ones. Colleagues at work and folks in our communities. Mental health affects all of us - and that’s why we need to talk about it. 

Read my statement for #WorldMentalHealthDay: https://t.co/sHeSR54l6s https://t.co/R4diJbYNZ7",[{'text': 'WorldMentalHealthDay'}],1182320176378851328,1182320176378851328,en,"[{'display_url': 'pic.twitter.com/R4diJbYNZ7', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182320176378851328/photo/1', 'id': 1182320173254086657, 'media_url': 'http://pbs.twimg.com/media/EGhx7vGWkAEnkBT.png', 'media_url_https': 'https://pbs.twimg.com/media/EGhx7vGWkAEnkBT.png', 'sizes': {'large': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'type': 'photo', 'url': 'https://t.co/R4diJbYNZ7'}]",588,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'http://lpc.ca/aps8', 'url': 'https://t.co/sHeSR54l6s'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-10 15:41:11+00:00,2019-10-10,2019-10-07,JustinTrudeau,kids parents friends loved ones colleagues work folks communities mental health affects us thats need talk read statement worldmentalhealthday,"Kids and parents. Friends and loved ones. Colleagues at work<br> and folks in our communities. Mental health affects all of <br>us - and that’s why we need to talk about it. 

Read my stat<br>ement for #WorldMentalHealthDay: https://t.co/sHeSR54l6s htt<br>ps://t.co/R4diJbYNZ<br>",0.3,0.5,False,False,False,False,False
Wed Oct 09 23:27:40 +0000 2019,1657,Xav took this photo yesterday in Iqaluit. It’s a special memory for me. And it connects two groups who are so important in the fight against climate change: elders and our kids. https://t.co/jlAWv2mkLr,[],1182075184351731712,1182075184351731712,en,"[{'display_url': 'pic.twitter.com/jlAWv2mkLr', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182075184351731712/photo/1', 'id': 1182075170275627008, 'media_url': 'http://pbs.twimg.com/media/EGeTGr4WkAAL-c1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGeTGr4WkAAL-c1.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/jlAWv2mkLr'}]",243,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-09 23:27:40+00:00,2019-10-09,2019-10-07,JustinTrudeau,xav took photo yesterday iqaluit special memory connects two groups important fight climate change elders kids,Xav took this photo yesterday in Iqaluit. It’s a special mem<br>ory for me. And it connects two groups who are so important <br>in the fight against climate change: elders and our kids. ht<br>tps://t.co/jlAWv2mkL<br>,0.37857142857142856,0.7857142857142857,False,False,False,False,False
Wed Oct 09 22:19:18 +0000 2019,264,"#ForwardTV, Part 2. 

Click here to stream more: https://t.co/Uwzp0UYDHn https://t.co/zT0PU75aFU",[{'text': 'ForwardTV'}],1182057980361084928,1182057980361084928,en,"[{'display_url': 'pic.twitter.com/zT0PU75aFU', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182057980361084928/video/1', 'id': 1182050922039566336, 'media_url': 'http://pbs.twimg.com/media/EGeBmFxX0AQdRzx.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGeBmFxX0AQdRzx.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/zT0PU75aFU', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 391141, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182050922039566336/vid/640x360/exA-QZXd24TKodWk.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1182050922039566336/pl/WbqZcXmPviVWPCds.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182050922039566336/vid/480x270/kn92N8sbvHPu3ROU.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1182050922039566336/vid/1280x720/Ui4HSgHy8DS3fXpX.mp4?tag=13'}]}}]",65,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","[{'expanded_url': 'http://lpc.ca/apr-', 'url': 'https://t.co/Uwzp0UYDHn'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-09 22:19:18+00:00,2019-10-09,2019-10-07,JustinTrudeau,forwardtv part 2 click stream,"#ForwardTV, Part 2. 

Click here to stream more: https://t.c<br>o/Uwzp0UYDHn https://t.co/zT0PU75aF<br>",0.0,0.0,False,False,False,False,False
Wed Oct 09 21:05:10 +0000 2019,319,"This election, it’s #UpToYouth. Today’s the last day to vote on campus - it’s easy, quick, and more important than ever to make your voice heard. 

Learn more at https://t.co/qHNLGQDuz4 https://t.co/RxpnFr1Yj3",[{'text': 'UpToYouth'}],1182039322192744449,1182039322192744449,en,"[{'display_url': 'pic.twitter.com/RxpnFr1Yj3', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1182039322192744449/photo/1', 'id': 1182039318178795520, 'media_url': 'http://pbs.twimg.com/media/EGdyf0aXkAAA3Br.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EGdyf0aXkAAA3Br.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/RxpnFr1Yj3'}]",83,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'expanded_url': 'http://uptoyouth.ca/vote', 'url': 'https://t.co/qHNLGQDuz4'}]","{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-09 21:05:10+00:00,2019-10-09,2019-10-07,JustinTrudeau,election uptoyouth todays last day vote campus easy quick important ever make voice heard learn,"This election, it’s #UpToYouth. Today’s the last day to vote<br> on campus - it’s easy, quick, and more important than ever <br>to make your voice heard. 

Learn more at https://t.co/qHNLG<br>QDuz4 https://t.co/RxpnFr1Yj<br>",0.29166666666666663,0.6,False,False,False,False,False
Wed Oct 09 17:28:25 +0000 2019,3578,One of the first things we did as a government was cut taxes for middle class Canadians. And the first thing we’ll do if we’re re-elected is do it again. #ChooseForward,[{'text': 'ChooseForward'}],1181984776439390209,1181984776439390209,en,,703,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-09 17:28:25+00:00,2019-10-09,2019-10-07,JustinTrudeau,one first things government cut taxes middle class canadians first thing well reelected chooseforward,One of the first things we did as a government was cut taxes<br> for middle class Canadians. And the first thing we’ll do if<br> we’re re-elected is do it again. #ChooseForwar<br>,0.16666666666666666,0.2222222222222222,False,False,False,False,False
Wed Oct 09 16:10:20 +0000 2019,1267,Back in Iqaluit yesterday with Xavier and Ella-Grace for important conversations with people and elders here about what we have to do to fight climate change. We can - and we will - tackle it together. https://t.co/UU74AqzIT1,[],1181965126607474689,1181965126607474689,en,"[{'display_url': 'pic.twitter.com/UU74AqzIT1', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1181965126607474689/video/1', 'id': 1181963494389878785, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1181963494389878785/img/s9YVLQkN49oAQkjD.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1181963494389878785/img/s9YVLQkN49oAQkjD.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/UU74AqzIT1', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 44125, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1181963494389878785/vid/640x360/ybiwn1wTknGixNtL.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1181963494389878785/vid/480x270/bPy-arVZcTJJFliE.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1181963494389878785/vid/1280x720/BO8eiVbdudZrsT2k.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1181963494389878785/pl/49rvjOxJlCcXORAB.m3u8?tag=13'}]}}]",237,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-09 16:10:20+00:00,2019-10-09,2019-10-07,JustinTrudeau,back iqaluit yesterday xavier ellagrace important conversations people elders fight climate change tackle together,Back in Iqaluit yesterday with Xavier and Ella-Grace for imp<br>ortant conversations with people and elders here about what <br>we have to do to fight climate change. We can - and we will <br>- tackle it together. https://t.co/UU74AqzIT<br>,0.2,0.5,False,False,False,False,False
Wed Oct 09 15:24:32 +0000 2019,3214,"Today’s senseless attack in Germany near a synagogue on Yom Kippur is a despicable and unacceptable act of hatred. Canadians are grieving with Jewish communities in Halle and around the world, and sending our deepest condolences to the victims and their families.",[],1181953600366489600,1181953600366489600,en,,601,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-09 15:24:32+00:00,2019-10-09,2019-10-07,JustinTrudeau,todays senseless attack germany near synagogue yom kippur despicable unacceptable act hatred canadians grieving jewish communities halle around world sending deepest condolences victims families,"Today’s senseless attack in Germany near a synagogue on Yom <br>Kippur is a despicable and unacceptable act of hatred. Canad<br>ians are grieving with Jewish communities in Halle and aroun<br>d the world, and sending our deepest condolences to the vict<br>ims and their families<br>",0.05,0.2,False,False,False,False,False
Wed Oct 09 13:23:05 +0000 2019,2066,"Between rent, groceries, and cell phones, monthly bills are going up. Canadian families deserve a government with a plan to do something about it. We’ll make life more affordable for you. https://t.co/y0wYxBpKK8",[],1181923037035278337,1181923037035278337,en,"[{'display_url': 'pic.twitter.com/y0wYxBpKK8', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1181923037035278337/photo/1', 'id': 1181923033960927232, 'media_url': 'http://pbs.twimg.com/media/EGcIvL8X0AAOPQL.png', 'media_url_https': 'https://pbs.twimg.com/media/EGcIvL8X0AAOPQL.png', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 676, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'type': 'photo', 'url': 'https://t.co/y0wYxBpKK8'}]",399,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,,,2019-10-09 13:23:05+00:00,2019-10-09,2019-10-07,JustinTrudeau,rent groceries cell phones monthly bills going canadian families deserve government plan something well make life affordable,"Between rent, groceries, and cell phones, monthly bills are <br>going up. Canadian families deserve a government with a plan<br> to do something about it. We’ll make life more affordable f<br>or you. https://t.co/y0wYxBpKK<br>",0.0,0.0,False,False,False,False,False
