created_at,favorite_count,full_text,hashtags,id,id_str,lang,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,source,urls,user,user_mentions,media,date_time,date,date_week,handle
Mon Mar 23 15:16:25 +0000 2020,720,WATCH LIVE: I’m speaking from Rideau Cottage about the evolving COVID-19 situation and the work we’re doing to help everyone - from researchers and scientists to farmers and food producers. Tune in here: https://t.co/CjCethMq3r,[],1242107941907574785,1242107941907574785,en,,,,175.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://www.cpac.ca/en/direct/cpac2/429393/pm-trudeau-provides-update-on-federal-response-to-covid-19-6/', 'url': 'https://t.co/CjCethMq3r'}]","{'id': 14260960, 'id_str': '14260960'}",[],,2020-03-23 15:16:25+00:00,2020-03-23,2020-03-23,JustinTrudeau
Mon Mar 23 12:32:39 +0000 2020,19513,"From my family to yours, and to all the kids who’ve had to sacrifice their play dates with friends and didn’t get the March Break they’d hoped for, thank you for doing your part. We’re going to get through this together. https://t.co/u5Trx1rRXq",[],1242066727661441024,1242066727661441024,en,,,,3285.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],"[{'display_url': 'pic.twitter.com/u5Trx1rRXq', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1242066727661441024/video/1', 'id': 1241877694616408064, 'media_url': 'http://pbs.twimg.com/media/ET0A4GVWsAg0gVd.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET0A4GVWsAg0gVd.jpg', 'sizes': {'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 802, 'resize': 'fit'}, 'large': {'w': 1560, 'h': 1042, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/u5Trx1rRXq', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 75709, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1241877694616408064/vid/1280x720/Z-iyVXDI0HBo3ELi.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1241877694616408064/pl/lnZOfyp0Y7TLpqt4.m3u8?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1241877694616408064/vid/640x360/3OtUeP25klG0QH1Y.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1241877694616408064/vid/480x270/lq4QSRivOjJx2YfU.mp4?tag=13'}]}}]",2020-03-23 12:32:39+00:00,2020-03-23,2020-03-23,JustinTrudeau
Sun Mar 22 19:45:52 +0000 2020,1956,"If you think you might have COVID-19 but aren’t sure what to do, use @GovCanHealth’s self-assessment tool. It’ll help determine if you should be tested for the virus and give you the contact information you may need. It’s available online here: https://t.co/Vj3ZpmwSLV https://t.co/LrwQBnGrB6",[],1241813362985574400,1241813362985574400,en,,,,908.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://bit.ly/3deHsXA', 'url': 'https://t.co/Vj3ZpmwSLV'}]","{'id': 14260960, 'id_str': '14260960'}","[{'id': 36375825, 'id_str': '36375825', 'name': 'Health Canada and PHAC', 'screen_name': 'GovCanHealth'}]","[{'display_url': 'pic.twitter.com/LrwQBnGrB6', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1241813362985574400/photo/1', 'id': 1241813355704320001, 'media_url': 'http://pbs.twimg.com/media/ETvOqugXgAEVXeh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ETvOqugXgAEVXeh.jpg', 'sizes': {'medium': {'w': 1024, 'h': 512, 'resize': 'fit'}, 'small': {'w': 680, 'h': 340, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 512, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/LrwQBnGrB6'}]",2020-03-22 19:45:52+00:00,2020-03-22,2020-03-16,JustinTrudeau
Sun Mar 22 15:43:04 +0000 2020,15401,"Whether you’re a parent worried about paying for rent and groceries, or you’re a small business owner worried about paying your bills and your staff, know that we’ll do whatever it takes to get you the help you need. That’s why we’ve asked that the House of Commons be recalled.",[],1241752263468765186,1241752263468765186,en,,,,2618.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,2020-03-22 15:43:04+00:00,2020-03-22,2020-03-16,JustinTrudeau
Sun Mar 22 15:16:37 +0000 2020,1803,HAPPENING NOW: I’m giving an update from Rideau Cottage on the COVID-19 outbreak and what we’ll be focused on in the coming days and weeks to support you and keep you safe. Watch live for more info: https://t.co/EE00rplDEL,[],1241745604268744709,1241745604268744709,en,,,,309.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://www.cpac.ca/en/direct/cpac2/428825/pm-trudeau-provides-update-on-federal-response-to-covid-19-5/', 'url': 'https://t.co/EE00rplDEL'}]","{'id': 14260960, 'id_str': '14260960'}",[],,2020-03-22 15:16:37+00:00,2020-03-22,2020-03-16,JustinTrudeau
Sun Mar 22 01:18:45 +0000 2020,3920,"Are you a Canadian who’s abroad right now? If you’re looking to come home, please register with @TravelGoC so we can get you important information as quickly as possible. You can do this online at: https://t.co/VVNyhIcCKu",[],1241534748671033347,1241534748671033347,en,,,,1640.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://bit.ly/33DIJDh', 'url': 'https://t.co/VVNyhIcCKu'}]","{'id': 14260960, 'id_str': '14260960'}","[{'id': 786937495, 'id_str': '786937495', 'name': 'Travel.gc.ca', 'screen_name': 'TravelGoC'}]",,2020-03-22 01:18:45+00:00,2020-03-22,2020-03-16,JustinTrudeau
Sat Mar 21 22:26:11 +0000 2020,4072,"As we work to bring home Canadians stranded abroad, I want say thanks to the airport staff and @CanBorder personnel who will be greeting them when they land. Thank you for your professionalism, your dedication, and for always rising to the challenge.",[],1241491320268619781,1241491320268619781,en,,,,465.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}","[{'id': 325703197, 'id_str': '325703197', 'name': 'Canada Border Services Agency', 'screen_name': 'CanBorder'}]",,2020-03-21 22:26:11+00:00,2020-03-21,2020-03-16,JustinTrudeau
Sat Mar 21 20:09:31 +0000 2020,9186,"#SaturdayThoughts: 

Do your part to help slow the spread of #COVID19 and #PlankTheCurve:

Wash your hands 🧼👏
Cough into your elbow 🗣💪
Practice social distancing and #StayAtHome 🛋️🏠","[{'text': 'SaturdayThoughts'}, {'text': 'COVID19'}, {'text': 'PlankTheCurve'}, {'text': 'StayAtHome'}]",1241456926548004872,1241456926548004872,en,,,,2163.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,2020-03-21 20:09:31+00:00,2020-03-21,2020-03-16,JustinTrudeau
Sat Mar 21 18:28:26 +0000 2020,3643,"Today is the International Day for the Elimination of Racial Discrimination, and as we continue to deal with COVID-19, it’s more important than ever that we fight the spread of fear, misinformation, and stigma - and instead promote diversity and inclusion. https://t.co/IwlGXVFwL0",[],1241431487892815873,1241431487892815873,en,,,,907.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://pm.gc.ca/en/news/statements/2020/03/21/statement-prime-minister-international-day-elimination-racial', 'url': 'https://t.co/IwlGXVFwL0'}]","{'id': 14260960, 'id_str': '14260960'}",[],,2020-03-21 18:28:26+00:00,2020-03-21,2020-03-16,JustinTrudeau
Sat Mar 21 16:24:59 +0000 2020,9279,"Whether you’re here at home or currently abroad, we’re doing everything we can to support you and keep you safe. To those who are stranded abroad, we’re working with Canadian airlines to bring you home. And we’re doing our best to reach as many of you as we can.",[],1241400422939734016,1241400422939734016,en,,,,1074.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,2020-03-21 16:24:59+00:00,2020-03-21,2020-03-16,JustinTrudeau
Sat Mar 21 15:15:59 +0000 2020,904,HAPPENING NOW: I’m giving an update on our plans to help Canadians who are stranded abroad come home. Tune in here: https://t.co/VbJXhN8LR3,[],1241383059754287104,1241383059754287104,en,,,,187.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://www.cpac.ca/en/direct/cpac2/428161/pm-trudeau-provides-update-on-federal-response-to-covid-19-4/', 'url': 'https://t.co/VbJXhN8LR3'}]","{'id': 14260960, 'id_str': '14260960'}",[],,2020-03-21 15:15:59+00:00,2020-03-21,2020-03-16,JustinTrudeau
Sat Mar 21 01:39:48 +0000 2020,14963,"At midnight tonight, we’re restricting all non-essential travel across the Canada-US border to slow the spread of COVID-19 and keep you safe. But we’ll preserve supply chains so food, fuel, and life-saving medicines can continue to reach people on both sides of the border.",[],1241177660501430273,1241177660501430273,en,,,,2327.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 14260960, 'id_str': '14260960'}",[],,2020-03-21 01:39:48+00:00,2020-03-21,2020-03-16,JustinTrudeau
Sat Mar 21 00:02:06 +0000 2020,8361,"To deal with COVID-19, we need everyone to do their part - this needs to be a Team Canada effort. That’s why we’re helping businesses right across the country produce supplies that will keep you safe. Watch this video and click this link for more info: https://t.co/HgSQPAcgUb https://t.co/oQLS9gagdN",[],1241153073311035392,1241153073311035392,en,,,,1990.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","[{'expanded_url': 'https://bit.ly/2UoQBUP', 'url': 'https://t.co/HgSQPAcgUb'}]","{'id': 14260960, 'id_str': '14260960'}",[],"[{'display_url': 'pic.twitter.com/oQLS9gagdN', 'expanded_url': 'https://twitter.com/JustinTrudeau/status/1241153073311035392/video/1', 'id': 1241114475828318219, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1241114475828318219/img/z8OeMY12H3T5ruNd.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1241114475828318219/img/z8OeMY12H3T5ruNd.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/oQLS9gagdN', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 76660, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1241114475828318219/pl/clU8agetZbbNOjgr.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1241114475828318219/vid/480x270/ixkZFLzqXxHnY7Hn.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1241114475828318219/vid/1280x720/2iMOx43sGjJ0eEpr.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1241114475828318219/vid/640x360/axLO5Elqv6QnHDuS.mp4?tag=13'}]}}]",2020-03-21 00:02:06+00:00,2020-03-21,2020-03-16,JustinTrudeau
Fri Mar 20 23:36:44 +0000 2020,617,"COVID-19 is an evolving global challenge, and yesterday I spoke with @SwedishPM Löfven about the need for international coordination. We also talked about the measures we're both taking to keep people safe and protect our economies. More on our call: https://t.co/Ut60deG5xK",[],1241146688158552065,1241146688158552065,en,,,,103.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'expanded_url': 'https://pm.gc.ca/en/news/readouts/2020/03/20/prime-minister-justin-trudeau-speaks-prime-minister-sweden-stefan-lofven', 'url': 'https://t.co/Ut60deG5xK'}]","{'id': 14260960, 'id_str': '14260960'}","[{'id': 747426555417198592, 'id_str': '747426555417198592', 'name': 'SwedishPM', 'screen_name': 'SwedishPM'}]",,2020-03-20 23:36:44+00:00,2020-03-20,2020-03-16,JustinTrudeau
Thu Mar 26 16:13:22 +0000 2020,1359,"Outrageous. Drs across the country are facing urgent shortages of critical supplies. PM must explain why he sent 50,118 face shields, 1,101 masks, 1,820 goggles, 36,425 medical coveralls, 200,000 nitrile gloves and 3,000 aprons from Canada’s own gov't reserves overseas in Feb. https://t.co/OkXFErFw57",[],1243209437751447553,1243209437751447553,en,"{'created_at': 'Thu Mar 26 01:38:34 +0000 2020', 'favorite_count': 176, 'full_text': 'Ottawa faces criticism for sending 16 tonnes of personal protective equipment to China in February https://t.co/kVDQOhtO5w @GlobePolitics https://t.co/t884vXhjG1', 'hashtags': [], 'id': 1242989286347010048, 'id_str': '1242989286347010048', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/t884vXhjG1', 'expanded_url': 'https://twitter.com/globeandmail/status/1242989286347010048/photo/1', 'id': 1242989284631560192, 'media_url': 'http://pbs.twimg.com/media/ET_8KzIUwAANSQL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET_8KzIUwAANSQL.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/t884vXhjG1'}], 'retweet_count': 117, 'source': '<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>', 'urls': [{'expanded_url': 'http://dlvr.it/RSZ78z', 'url': 'https://t.co/kVDQOhtO5w'}], 'user': {'id': 8736882, 'id_str': '8736882'}, 'user_mentions': [{'id': 16423797, 'id_str': '16423797', 'name': 'Globe Politics', 'screen_name': 'globepolitics'}]}",1.24298928634701e+18,1242989286347010048,673.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/globeandmail/status/1242989286347010048', 'url': 'https://t.co/OkXFErFw57'}]","{'id': 256360738, 'id_str': '256360738'}",[],,2020-03-26 16:13:22+00:00,2020-03-26,2020-03-23,AndrewScheer
Thu Mar 26 14:06:24 +0000 2020,244,"Conservatives are focused on helping Canadians affected by COVID-19. Yesterday, we passed emergency measures that will provide real assistance right now. Canadians need help from their leaders, not last minute power grabs.
https://t.co/nvFY6uYDSF",[],1243177486822899714,1243177486822899714,en,,,,70.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.youtube.com/watch?v=KvjT_mleXlk', 'url': 'https://t.co/nvFY6uYDSF'}]","{'id': 256360738, 'id_str': '256360738'}",[],,2020-03-26 14:06:24+00:00,2020-03-26,2020-03-23,AndrewScheer
Thu Mar 26 01:27:01 +0000 2020,913,A special thank you to @CandiceBergenMP for all your tireless efforts negotiating on behalf of our entire CPC team. Our effective Opposition has once again gotten real results for Canadians. https://t.co/ikyP701ir6,[],1242986382382989318,1242986382382989318,en,"{'created_at': 'Wed Mar 25 22:18:48 +0000 2020', 'favorite_count': 1446, 'full_text': 'I’m proud to say @CPC_HQ stood our ground and stopped the #LiberalPowerGrab. We still want to see help for small businesses and there are many more questions. Canadians can count on Conservatives to remain strong and hold the gov’t to account during this pandemic.#cdnpoli https://t.co/uPhd2qj2if', 'hashtags': [{'text': 'LiberalPowerGrab'}, {'text': 'cdnpoli'}], 'id': 1242939013448847362, 'id_str': '1242939013448847362', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/uPhd2qj2if', 'expanded_url': 'https://twitter.com/CandiceBergenMP/status/1242939013448847362/video/1', 'id': 1242938908847091712, 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1242938908847091712/pu/img/64Id-fzHbNFSTpjc.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1242938908847091712/pu/img/64Id-fzHbNFSTpjc.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/uPhd2qj2if', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 81036, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1242938908847091712/pu/vid/1280x720/SiMDTserqKmOkMxy.mp4?tag=10'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1242938908847091712/pu/vid/640x360/cI74agdOT87cSshT.mp4?tag=10'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1242938908847091712/pu/pl/EdpMtr85NejvmUmF.m3u8?tag=10'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1242938908847091712/pu/vid/480x270/5849Vjuuud_YiNT-.mp4?tag=10'}]}}], 'retweet_count': 299, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'urls': [], 'user': {'id': 833988769, 'id_str': '833988769'}, 'user_mentions': [{'id': 190817371, 'id_str': '190817371', 'name': 'Conservative Party', 'screen_name': 'CPC_HQ'}]}",1.2429390134488474e+18,1242939013448847362,200.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/CandiceBergenMP/status/1242939013448847362', 'url': 'https://t.co/ikyP701ir6'}]","{'id': 256360738, 'id_str': '256360738'}","[{'id': 833988769, 'id_str': '833988769', 'name': 'Candice Bergen', 'screen_name': 'CandiceBergenMP'}]",,2020-03-26 01:27:01+00:00,2020-03-26,2020-03-23,AndrewScheer
Thu Mar 26 01:04:41 +0000 2020,2302,Thank you @PierrePoilievre for all of your hard work on this important piece of legislation. Together Conservatives delivered real help for Canadians. https://t.co/A23XNKMSXZ,[],1242980759994011650,1242980759994011650,en,"{'created_at': 'Wed Mar 25 07:17:30 +0000 2020', 'favorite_count': 3625, 'full_text': 'Because we fought back, the Trudeau government has backed down from its power grab.\n\nHelp is on the way for suffering Canadians. https://t.co/FUDRTY1VE6', 'hashtags': [], 'id': 1242712197047955456, 'id_str': '1242712197047955456', 'lang': 'en', 'media': [{'display_url': 'pic.twitter.com/FUDRTY1VE6', 'expanded_url': 'https://twitter.com/PierrePoilievre/status/1242712197047955456/video/1', 'id': 1242711167384027139, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1242711167384027139/img/boHA2nIBYApcqxvJ.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1242711167384027139/img/boHA2nIBYApcqxvJ.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 360, 'h': 640, 'resize': 'fit'}, 'medium': {'w': 360, 'h': 640, 'resize': 'fit'}, 'small': {'w': 360, 'h': 640, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/FUDRTY1VE6', 'video_info': {'aspect_ratio': [9, 16], 'duration_millis': 335302, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1242711167384027139/pl/tudSLPZt3AuWyh7W.m3u8?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1242711167384027139/vid/360x640/5zH4YvlBRfAshg8k.mp4?tag=13'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1242711167384027139/vid/320x568/uNP_BqxTB2N-Hfeu.mp4?tag=13'}]}}], 'retweet_count': 954, 'source': '<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>', 'urls': [], 'user': {'id': 242827267, 'id_str': '242827267'}, 'user_mentions': []}",1.2427121970479555e+18,1242712197047955456,434.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://twitter.com/PierrePoilievre/status/1242712197047955456', 'url': 'https://t.co/A23XNKMSXZ'}]","{'id': 256360738, 'id_str': '256360738'}","[{'id': 242827267, 'id_str': '242827267', 'name': 'Pierre Poilievre', 'screen_name': 'PierrePoilievre'}]",,2020-03-26 01:04:41+00:00,2020-03-26,2020-03-23,AndrewScheer
Thu Mar 26 00:16:27 +0000 2020,1001,"Conservatives are focused on what Canadians need right now and today we passed measures to help. The Liberal government should not have tried to use this crisis to grant themselves unprecedented new powers.
We will continue to fight for ALL Canadians during these uncertain times. https://t.co/rs3RYtc1x4",[],1242968620411518976,1242968620411518976,en,,,,271.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],"[{'display_url': 'pic.twitter.com/rs3RYtc1x4', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1242968620411518976/video/1', 'id': 1242895201594638337, 'media_url': 'http://pbs.twimg.com/media/ET-oNcbWsAAsRv5.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET-oNcbWsAAsRv5.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/rs3RYtc1x4', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 404337, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1242895201594638337/pl/uGj5xAtWXJ7vu2d8.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1242895201594638337/vid/480x270/kQ79UR-zc_SBq0VE.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1242895201594638337/vid/640x360/8hcm4MBVBanIjGQ5.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1242895201594638337/vid/1280x720/fFrRlX-HYkq5ZPZX.mp4?tag=13'}]}}]",2020-03-26 00:16:27+00:00,2020-03-26,2020-03-23,AndrewScheer
Wed Mar 25 19:02:19 +0000 2020,627,"Conservatives have stayed focused on helping Canadians. Though we have been flexible, we did not allow Liberals to get away with trying to give themselves unprecedented powers to raise taxes, debt and spending. 
 
Canadians need help NOW and that's what we delivered. https://t.co/oUmrJ68c0l",[],1242889569126711299,1242889569126711299,en,,,,144.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],"[{'display_url': 'pic.twitter.com/oUmrJ68c0l', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1242889569126711299/photo/1', 'id': 1242889538281840640, 'media_url': 'http://pbs.twimg.com/media/ET-hczBWoAAkuJh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET-hczBWoAAkuJh.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/oUmrJ68c0l'}]",2020-03-25 19:02:19+00:00,2020-03-25,2020-03-23,AndrewScheer
Wed Mar 25 16:50:11 +0000 2020,162,"Today Greek-Canadians join Greeks around the world to celebrate national Greek Independence Day. On behalf of @CPC_HQ, I wish you all a joyous day!",[],1242856316735021058,1242856316735021058,en,,,,32.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 190817371, 'id_str': '190817371', 'name': 'Conservative Party', 'screen_name': 'CPC_HQ'}]",,2020-03-25 16:50:11+00:00,2020-03-25,2020-03-23,AndrewScheer
Wed Mar 25 07:32:55 +0000 2020,1175,"Since the beginning of this crisis, Conservatives have been focused on Canadians and getting them the support they desperately need.  Meanwhile, Liberals shamefully tried to give themselves unprecedented powers to raise taxes, debt and spending. My statement: https://t.co/CsGIT98n8n",[],1242716073440542720,1242716073440542720,en,,,,387.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],"[{'display_url': 'pic.twitter.com/CsGIT98n8n', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1242716073440542720/photo/1', 'id': 1242716069011361792, 'media_url': 'http://pbs.twimg.com/media/ET8DrjoXkAAhAxR.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET8DrjoXkAAhAxR.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 750, 'h': 936, 'resize': 'fit'}, 'small': {'w': 545, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 750, 'h': 936, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/CsGIT98n8n'}, {'display_url': 'pic.twitter.com/CsGIT98n8n', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1242716073440542720/photo/1', 'id': 1242716069007065091, 'media_url': 'http://pbs.twimg.com/media/ET8DrjnWAAM7P9x.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET8DrjnWAAM7P9x.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 597, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 750, 'h': 854, 'resize': 'fit'}, 'large': {'w': 750, 'h': 854, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/CsGIT98n8n'}, {'display_url': 'pic.twitter.com/CsGIT98n8n', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1242716073440542720/photo/1', 'id': 1242716069133012997, 'media_url': 'http://pbs.twimg.com/media/ET8DrkFX0AU4lLa.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET8DrkFX0AU4lLa.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 750, 'h': 464, 'resize': 'fit'}, 'small': {'w': 680, 'h': 421, 'resize': 'fit'}, 'medium': {'w': 750, 'h': 464, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/CsGIT98n8n'}]",2020-03-25 07:32:55+00:00,2020-03-25,2020-03-23,AndrewScheer
Wed Mar 25 06:43:23 +0000 2020,2682,Conservatives have received the government’s offer. We demanded that the government remove the section that would have allowed them to raise taxes without parliamentary approval. 1/4,[],1242703607889354752,1242703607889354752,en,,,,466.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,2020-03-25 06:43:23+00:00,2020-03-25,2020-03-23,AndrewScheer
